"","Colony","Nest","Day","ScaledX","ScaledY","Density","Corner","Bin","ToBrood"
"333",16,"Circle",11,3.78665395,0.933572711,"Low","N",5,0.0203433226628262
"334",16,"Circle",12,3.513133208,1.053782833,"Low","N",6,0.0930398428204826
"335",16,"Circle",12,3.864915572,0.783302064,"Low","N",4,0.0557530043766666
"336",16,"Circle",13,3.616492176,0.951317064,"Low","N",6,0.03625004076608
"337",16,"Circle",13,3.671138227,0.668157601,"Low","N",3,0.0581463659712041
"338",17,"Circle",2,3.372851498,3.284802413,"Low","N",8,0.0297205525740285
"339",17,"Circle",2,4.084858569,3.008180116,"Low","N",7,0.044224060519486
"340",17,"Circle",2,3.37562396,2.487520799,"Low","N",6,0.0207155712023535
"341",17,"Circle",3,2.769410141,2.376172189,"Low","N",6,0.0497123326066759
"342",17,"Circle",3,2.898260542,2.03313253,"Low","N",5,0.0593586297039074
"343",17,"Circle",3,3.771754518,2.92001255,"Low","N",7,0.0227802039902796
"344",17,"Circle",4,2.732778021,2.580269264,"Low","N",6,0.0747487900564917
"345",17,"Circle",4,3.027583187,2.875072242,"Low","N",7,0.0494128032252474
"346",17,"Circle",4,2.979422067,2.447460595,"Low","N",6,0.0679509792918197
"347",17,"Circle",5,3.997615741,3.146744529,"Low","N",8,0.0137923874257822
"348",17,"Circle",5,3.169191919,2.064393939,"Low","N",5,0.0826820057805393
"349",17,"Circle",5,4.022165404,2.93700968,"Low","N",7,0.0230078490984254
"350",17,"Circle",7,3.944761905,2.636190476,"Low","N",7,0.0114481663944506
"351",17,"Circle",7,3.632380952,2.59047619,"Low","N",6,0.0255741049908738
"352",17,"Circle",8,2.624479397,2.530660412,"Low","N",6,0.0472004645357344
"353",17,"Circle",8,2.991169978,2.192788815,"Low","N",5,0.0442862796762931
"354",17,"Circle",8,3.658940397,2.934142752,"Low","N",7,0.0227760173097886
"355",17,"Circle",9,3.342665174,2.523951101,"Low","N",6,0.0566284356640507
"356",17,"Circle",9,3.472066069,2.571233669,"Low","N",6,0.055950317271569
"357",17,"Circle",12,3.250929368,2.657992565,"Low","N",7,0.0848090359399123
"358",17,"Circle",12,4.336431227,1.464684015,"Low","N",3,0.0379070736811576
"359",17,"Circle",12,4.485130112,1.639405204,"Low","N",4,0.0493753692849744
"360",17,"Circle",13,3.157602664,2.241953385,"Low","N",5,0.0827794334449094
"361",17,"Circle",13,3.790233074,3.039215686,"Low","N",8,0.125914187060713
"362",17,"Circle",13,4.126896041,2.595264521,"Low","N",6,0.10151851909156
"363",18,"Circle",2,3.56400665,1.44638404,"Low","N",6,0.0481877031673442
"364",18,"Circle",3,3.614931238,1.579076621,"Low","N",7,0.0346303366823762
"365",18,"Circle",4,3.711385702,0.968667255,"Low","N",4,0.104180285366892
"366",18,"Circle",5,4.261682855,1.137388091,"Low","N",5,0.100068194888924
"367",18,"Circle",7,3.911474164,1.550784574,"Low","N",7,0.158400862811311
"368",18,"Circle",9,4.196794231,1.487178846,"Low","N",6,0.0823185330834619
"369",18,"Circle",12,3.824515648,1.494038748,"Low","N",7,0.0612137479635977
"370",18,"Circle",13,3.316076807,1.379894578,"Low","N",6,0.0860007520621392
"371",18,"Circle",14,4.452264172,1.459084302,"Low","N",6,0.127595942683982
"372",19,"Circle",2,3.046052172,1.284635916,"Low","N",4,0.105295619990298
"373",19,"Circle",2,2.98816157,1.712632589,"Low","N",6,0.140211284733556
"374",19,"Circle",2,3.461037266,1.914271096,"Low","N",7,0.143253060593334
"375",19,"Circle",2,3.836997377,1.985821125,"Low","N",7,0.147620277125261
"376",19,"Circle",2,3.533888843,1.499284051,"Low","N",5,0.105877759123034
"377",19,"Circle",4,3.029618474,1.603915663,"Low","N",6,0.0693845629095953
"378",19,"Circle",4,3.812751004,0.986445783,"Low","N",3,0.0670248578243446
"379",19,"Circle",4,3.674698795,1.596385542,"Low","N",5,0.0170068656934794
"380",19,"Circle",4,3.358433735,1.616465863,"Low","N",6,0.0406793387082003
"381",19,"Circle",4,4.146586345,0.928714859,"Low","N",3,0.0784309459859343
"382",19,"Circle",5,3.056049822,1.977313167,"Low","N",7,0.0510714361894427
"383",19,"Circle",5,3.245106762,2.068505338,"Low","N",7,0.0351960741920511
"384",19,"Circle",5,3.84934831,1.811238879,"Low","N",6,0.0244019051370768
"385",19,"Circle",5,3.75,1.545818505,"Low","N",5,0.0398797906300452
"386",19,"Circle",5,3.634341637,1.120996441,"Low","N",3,0.0761613379815307
"387",19,"Circle",6,3.190103401,1.061580882,"Low","N",3,0.0747675621081029
"388",19,"Circle",6,3.880974265,1.432290901,"Low","N",5,0.0308292279661068
"389",19,"Circle",6,3.588389246,2.202819393,"Low","N",8,0.0430968873931901
"390",19,"Circle",6,3.326440717,2.069547335,"Low","N",7,0.0449221609544961
"391",19,"Circle",7,3.831818182,2.15,"Low","N",8,0.0208601864595875
"392",19,"Circle",7,3.595454545,1.040909091,"Low","N",3,0.0846951571145811
"393",19,"Circle",7,4.297727273,1.727272727,"Low","N",6,0.0616326516739018
"394",19,"Circle",7,4.265909091,1.415909091,"Low","N",5,0.0745247156061158
"395",19,"Circle",7,3.904545455,0.870454545,"Low","N",2,0.102053446607272
"396",19,"Circle",8,4.275993119,1.909786697,"Low","N",7,0.0455546224986629
"397",19,"Circle",8,3.287461009,1.303516055,"Low","N",4,0.074129707805712
"398",19,"Circle",8,3.78440367,1.956422018,"Low","N",7,0.0030651683237884
"399",19,"Circle",8,3.91131422,1.260704128,"Low","N",4,0.0656642977025319
"400",19,"Circle",8,3.510704128,1.301988532,"Low","N",4,0.0649190060676686
"401",19,"Circle",10,3.120318352,1.917134831,"Low","N",7,0.0471389320526489
"402",19,"Circle",10,4.36329588,1.811797753,"Low","N",6,0.0660283881021719
"403",19,"Circle",10,3.387172285,1.342071629,"Low","N",4,0.0411855026880648
"404",19,"Circle",10,3.636860955,1.952247191,"Low","N",7,0.0186535544078594
"405",19,"Circle",10,3.94428839,2.077090356,"Low","N",7,0.0411999551143938
"406",19,"Circle",11,3.780344139,2.109975577,"Low","N",7,0.0330749615281082
"407",19,"Circle",11,4.476021314,1.904234014,"Low","N",7,0.0621808777972921
"408",19,"Circle",11,3.320752664,1.341769538,"Low","N",4,0.0548003624448495
"409",19,"Circle",11,3.986827265,1.297364565,"Low","N",4,0.042576783953778
"410",19,"Circle",11,4.227353464,1.114564831,"Low","N",3,0.0672486238580821
"411",19,"Circle",13,3.250478011,1.943116635,"Low","N",7,0.0473636682659476
"412",19,"Circle",13,3.594646272,1.976577438,"Low","N",7,0.0260786266673221
"413",19,"Circle",13,3.291108987,1.479445507,"Low","N",5,0.0446800969284779
"414",19,"Circle",13,4.059911568,1.346398184,"Low","N",4,0.0438120758329443
"415",19,"Circle",13,4.07584369,1.174314054,"Low","N",4,0.0569446114376163
"416",19,"Circle",14,3.120155039,1.151484981,"Low","N",4,0.0781949235387778
"417",19,"Circle",14,3.333333333,1.451872578,"Low","N",5,0.0472254776355495
"418",19,"Circle",14,4.845767926,1.602066376,"Low","N",6,0.0940823616664565
"419",19,"Circle",14,4.635821221,1.542313469,"Low","N",5,0.0765345583272838
"420",19,"Circle",14,3.849321705,1.279069767,"Low","N",4,0.0396318759792128
"421",20,"Circle",5,4.156322731,1.602017067,"Low","N",5,0.0493118867167679
"422",20,"Circle",6,4.154990782,1.599681047,"Low","N",5,0.0494245026393217
"423",20,"Circle",7,4.382309942,2.023026316,"Low","N",6,0.0242393837750144
"424",20,"Circle",9,3.96606,2.192727273,"Low","N",7,0.00440832816868214
"425",20,"Circle",10,4.148455162,1.966842502,"Low","N",6,0.0196022021083558
"426",20,"Circle",11,4.06470355,2.072003399,"Low","N",6,0.0206674078853155
"427",20,"Circle",12,4.073588831,2.097700525,"Low","N",7,0.0207047799080147
"428",20,"Circle",13,3.955580029,2.200807636,"Low","N",7,0.0245570940076336
"429",20,"Circle",14,3.110250737,1.366150442,"Low","N",4,0.101597254161139
