"Colony","Nest","AntID","SFZ","Occur","MeanScaledDist","Density","SFZ_Area","Occur_Area","Freq","Number.ants"
17,"Circle","R,S,G,G",1,8,0.122638527156245,"Low",0.45573,3.64584,9,165
17,"Circle","Y,Db,Lb,W",3,6,0.173479606866805,"Low",1.36719,2.73438,9,165
17,"Circle","G,Db,Y,Y",2,6,0.173600830823032,"Low",0.91146,2.73438,8,165
17,"Circle","R,W,Y,Db",1,7,0.169313827523378,"Low",0.45573,3.19011,8,165
17,"Circle","G,P,Y,Lb",0,7,0.152508551756438,"Low",0,3.19011,7,165
17,"Circle","Y,Db,P,O",1,6,0.150312829145087,"Low",0.45573,2.73438,7,165
17,"Circle","G,G,Db,Db",3,5,0.183796976243112,"Low",1.36719,2.27865,8,165
17,"Circle","W,O,S,P",0,8,0.162004365694851,"Low",0,3.64584,8,165
17,"Circle","R,Y,Y,O",1,6,0.146833486994656,"Low",0.45573,2.73438,7,165
17,"Circle","R,P,G,Y",1,6,0.138906940792528,"Low",0.45573,2.73438,7,165
20,"Circle","G,Db,S,Lb",2,5,0.115561418730827,"Low",0.35906,0.89765,8,65
20,"Circle","G,O,S,Db",3,6,0.145504063558688,"Low",0.53859,1.07718,9,65
20,"Circle","G,W,Y,O",1,6,0.10868839093527,"Low",0.17953,1.07718,8,65
20,"Circle","G,Db,P,O",1,6,0.147713277937278,"Low",0.17953,1.07718,7,65
20,"Circle","G,S,P,S",1,7,0.119884619219936,"Low",0.17953,1.25671,9,65
20,"Circle","G,W,O,Y",2,6,0.145746383578755,"Low",0.35906,1.07718,9,65
20,"Circle","G,Y,O,G",1,7,0.16329499895968,"Low",0.17953,1.25671,8,65
20,"Circle","G,Lb,O,Db",2,6,0.16960731102751,"Low",0.35906,1.07718,10,65
20,"Circle","Lb,Db,Y,W",3,6,0.179384789586821,"Low",0.53859,1.07718,10,65
20,"Circle","X,P,O,S",2,6,0.193949713963523,"Low",0.35906,1.07718,9,65
20,"Circle","G,G,Db,Db",2,6,0.156311352326324,"Low",0.35906,1.07718,8,65
20,"Circle","Lb,P,W,Lb",1,6,0.158971592038736,"Low",0.17953,1.07718,7,65
20,"Circle","Lb,Y,W,P",1,7,0.167393434339345,"Low",0.17953,1.25671,9,65
20,"Circle","Lb,Lb,W,W",3,5,0.155899573301888,"Low",0.53859,0.89765,10,65
20,"Circle","Lb,O,W,G",2,5,0.189078094363665,"Low",0.35906,0.89765,7,65
20,"Circle","X,W,W,Db",3,5,0.168258730642354,"Low",0.53859,0.89765,10,65
20,"Circle","Y,O,S,O",2,6,0.181400018612857,"Low",0.35906,1.07718,8,65
20,"Circle","Lb,G,W,S",3,6,0.188398608419649,"Low",0.53859,1.07718,10,65
20,"Circle","Y,G,S,G",2,3,0.0816510798090576,"Low",0.35906,0.53859,7,65
20,"Circle","G,O,P,P",1,6,0.090404256070809,"Low",0.17953,1.07718,7,65
20,"Circle","Lb,O,Y,Y",1,5,0.128169548003085,"Low",0.17953,0.89765,7,65
20,"Circle","G,Y,S,W",1,6,0.16771653198646,"Low",0.17953,1.07718,7,65
20,"Circle","Lb,P,Y,G",1,7,0.167970287591467,"Low",0.17953,1.25671,8,65
20,"Circle","G,G,O,Lb",3,6,0.177588193256396,"Low",0.53859,1.07718,9,65
20,"Circle","G,G,S,Y",1,7,0.180107297956236,"Low",0.17953,1.25671,9,65
20,"Circle","Lb,Db,W,Y",2,6,0.169805213401984,"Low",0.35906,1.07718,8,65
20,"Circle","G,Lb,S,G",2,4,0.199591545990132,"Low",0.35906,0.71812,7,65
20,"Circle","Y,Lb,S,Lb",1,7,0.171554047755215,"Low",0.17953,1.25671,8,65
20,"Circle","G,W,P,Y",1,6,0.165100812581361,"Low",0.17953,1.07718,8,65
20,"Circle","X,Y,W,O",3,4,0.183991754787385,"Low",0.53859,0.71812,8,65
20,"Circle","Lb,S,Y,Lb",1,5,0.168527813932221,"Low",0.17953,0.89765,7,65
