"","Colony","Nest","Day","ScaledX","ScaledY","Bin","ScaledDist","Density","Corner"
"76",13,"Tube",5,2.743914127,0.982365344,2,0.265381166731146,"Low","N"
"77",13,"Tube",5,2.651907226,1.871765382,4,0.42564954439751,"Low","Y"
"78",13,"Tube",5,4.884991374,1.856430899,6,0.787715479193934,"Low","Y"
"79",13,"Tube",7,3.146563663,0.974808265,2,0.201520158779321,"Low","N"
"80",13,"Tube",7,2.709730082,0.982254281,2,0.270881766222545,"Low","N"
"81",13,"Tube",7,3.314718913,1.919210722,5,0.531731310121968,"Low","N"
"82",13,"Tube",7,4.42231385,1.937825763,6,0.712605344200344,"Low","Y"
"83",13,"Tube",8,4.359534207,1.883793668,6,0.701773050285206,"Low","Y"
"84",13,"Tube",8,4.79500182,1.92988901,6,0.77349236701626,"Low","Y"
"85",13,"Tube",8,4.944201237,2.012372635,6,0.798912711623813,"Low","Y"
"86",13,"Tube",9,2.597078402,1.936945266,4,0.429303547060111,"Low","Y"
"87",13,"Tube",9,3.88683432,1.956360947,5,0.625495792949582,"Low","N"
"88",13,"Tube",9,4.744822485,1.963757396,6,0.765663306615199,"Low","Y"
"89",13,"Tube",10,2.54726306,1.552860075,3,0.365003652291457,"Low","Y"
"90",13,"Tube",10,4.692164179,1.955223881,6,0.756946693270894,"Low","Y"
"91",13,"Tube",10,5.080223881,1.910447761,6,0.820032017404937,"Low","Y"
"92",13,"Tube",11,2.833078101,1.960183767,4,0.458462819189509,"Low","Y"
"93",13,"Tube",11,3.323124043,1.935936064,5,0.53355717833791,"Low","N"
"94",13,"Tube",11,4.927258806,1.939127106,6,0.795232867764451,"Low","Y"
"95",13,"Tube",12,2.347748412,1.514941178,3,0.366348750958007,"Low","Y"
"96",13,"Tube",12,4.026603956,1.936703828,5,0.647935600343534,"Low","N"
"97",13,"Tube",12,4.851216133,1.747572595,6,0.78212076710817,"Low","Y"
"98",13,"Tube",13,2.744230769,1.925,4,0.443049276723527,"Low","Y"
"99",13,"Tube",13,3.426923077,1.976923077,5,0.551553650427978,"Low","N"
"100",13,"Tube",13,4.841025,2.002563462,6,0.781916877882158,"Low","Y"
"101",13,"Tube",14,2.413723917,1.563001605,3,0.369720670138421,"Low","Y"
"102",13,"Tube",14,2.530096308,1.956260032,4,0.431192930233361,"Low","Y"
"103",13,"Tube",14,3.543338684,1.95024077,5,0.569555552748018,"Low","N"
"104",14,"Tube",1,4.417275703,4.649595687,5,0.59818512205678,"Low","N"
"105",14,"Tube",2,3.071301965,4.170445956,5,0.509216384382187,"Low","N"
"106",14,"Tube",3,6.161211948,4.342973744,6,0.707509061935509,"Low","Y"
"107",14,"Tube",4,2.922597378,4.141698502,5,0.499643917231872,"Low","N"
"108",14,"Tube",5,7.093548911,2.57503659,7,0.84422424869576,"Low","Y"
"109",14,"Tube",6,3.894194041,4.505347594,5,0.563661449369419,"Low","N"
"110",14,"Tube",7,1.110482655,1.948214555,2,0.25911902009976,"Low","N"
"111",14,"Tube",12,7.058359621,2.222003155,7,0.865551029287945,"Low","Y"
"112",14,"Tube",13,7.11651339,2.815949612,7,0.830051390933118,"Low","Y"
"113",14,"Tube",14,7.115808824,1.924632353,7,0.884951794105504,"Low","Y"
"114",15,"Tube",4,6.919247788,3.622173673,7,0.783885478194045,"Low","Y"
"115",15,"Tube",7,6.810410334,3.958966565,6,0.759520716154111,"Low","Y"
"116",15,"Tube",8,6.799003538,3.735587657,7,0.773431518718203,"Low","Y"
"117",15,"Tube",9,4.585974643,4.179873217,5,0.609089349587675,"Low","N"
"118",15,"Tube",10,6.183426073,4.340222576,6,0.718563292948296,"Low","Y"
"119",15,"Tube",11,6.397533047,4.249597539,6,0.732508815616057,"Low","Y"
"120",15,"Tube",12,6.143561137,4.162772586,6,0.714780667698873,"Low","Y"
"121",15,"Tube",13,6.23049922,4.117264041,6,0.720489316072582,"Low","Y"
"122",15,"Tube",14,6.414722119,1.879090404,7,0.877078902656774,"Low","Y"
"123",15,"Tube",15,2.793754284,4.282275453,5,0.490136046691753,"Low","N"
"124",16,"Tube",1,2.933713889,1.327156996,4,0.411658956251631,"Low","Y"
"125",16,"Tube",1,4.599430449,0.887384303,7,0.811807236935893,"Low","Y"
"126",16,"Tube",4,4.22310757,1.25498008,6,0.682578657080756,"Low","Y"
"127",16,"Tube",4,4.631474104,0.644920319,7,0.865728322842468,"Low","Y"
"128",16,"Tube",5,2.871024735,1.300795053,4,0.402731030171866,"Low","Y"
"129",16,"Tube",5,3.490503534,1.335026502,5,0.519545017626607,"Low","N"
"130",16,"Tube",6,4.063962559,1.271450858,6,0.64659227539325,"Low","Y"
"131",16,"Tube",6,4.329173167,1.35725429,6,0.708963080808782,"Low","Y"
"132",16,"Tube",8,4.363778298,1.319281811,6,0.715827917128488,"Low","Y"
"133",16,"Tube",8,4.668227947,1.2509758,6,0.784098399306108,"Low","Y"
"134",16,"Tube",9,2.820496815,1.067701598,3,0.347724933145726,"Low","Y"
"135",16,"Tube",10,4.053113553,1.307082418,6,0.644948574121588,"Low","Y"
"136",16,"Tube",12,2.843567251,1.25,4,0.388595126996302,"Low","Y"
"137",16,"Tube",13,3.238236384,0.580461282,2,0.178783455738232,"Low","N"
"138",16,"Tube",13,3.087563913,1.266519081,4,0.427248649574206,"Low","Y"
"139",16,"Tube",14,2.842105263,1.221804511,4,0.382178664512197,"Low","Y"
"140",16,"Tube",14,3.22556391,1.229323308,4,0.455168008212349,"Low","Y"
"141",17,"Tube",3,3.278228925,2.114269142,2,0.136363821022291,"Low","N"
"142",17,"Tube",3,3.019464424,2.311162026,2,0.153676548012554,"Low","N"
"143",17,"Tube",3,6.174271075,4.42575406,6,0.703889508330638,"Low","Y"
"144",17,"Tube",5,2.959039548,2.172787194,2,0.149451343621414,"Low","N"
"145",17,"Tube",5,3.661330038,4.698681733,5,0.548562407658422,"Low","N"
"146",17,"Tube",6,2.802526596,2.35483156,2,0.164484868433493,"Low","N"
"147",17,"Tube",6,2.941046099,2.156471631,2,0.149660527179771,"Low","N"
"148",17,"Tube",6,6.040188387,4.502067819,6,0.695745244898885,"Low","Y"
"149",17,"Tube",7,2.521243292,2.147808587,2,0.172893287057839,"Low","N"
"150",17,"Tube",7,3.605395796,4.262819767,5,0.541746729499621,"Low","N"
"151",17,"Tube",8,2.058513087,2.272863267,2,0.20304202962736,"Low","N"
"152",17,"Tube",8,5.068440884,4.400570848,6,0.634241206940787,"Low","Y"
"153",17,"Tube",9,2.873590226,2.193766447,2,0.154460166287088,"Low","N"
"154",17,"Tube",9,2.699718045,2.170270207,2,0.163050998715751,"Low","N"
"155",17,"Tube",9,5.655545113,4.755639098,6,0.673180501786076,"Low","Y"
"156",17,"Tube",10,3.173194752,2.158167036,2,0.140610627082582,"Low","N"
"157",17,"Tube",10,2.983494087,2.281350702,2,0.15342616470868,"Low","N"
"158",17,"Tube",10,6.231831116,4.342817812,6,0.707285078834731,"Low","Y"
"159",17,"Tube",11,3.278727445,2.115384615,2,0.136432326036812,"Low","N"
"160",17,"Tube",11,2.780151947,2.340930674,2,0.164913667425894,"Low","N"
"161",17,"Tube",11,5.69325736,4.618549383,6,0.674569835556965,"Low","Y"
"162",17,"Tube",12,3.19843342,2.421671018,2,0.156202467531797,"Low","N"
"163",17,"Tube",12,3.105598346,2.175080505,2,0.143530435754009,"Low","N"
"164",17,"Tube",12,3.286190165,4.276181462,5,0.521696383595918,"Low","N"
"165",17,"Tube",14,2.770208901,2.195731153,2,0.159926316990558,"Low","N"
