"Colony","Nest","Day","ScaledX","ScaledY","Density","Corner","Bin","ToBrood"
9,"Tube",5,5.520915409,2.576781176,"High","Y",6,0.423268531235223
9,"Tube",5,3.393566322,2.670770453,"High","N",5,0.20086945417554
9,"Tube",6,4.596264707,1.345097685,"High","N",8,0.616899821150095
9,"Tube",6,2.216424364,1.526366592,"High","N",2,0.0634789889290851
9,"Tube",6,5.666025222,1.668497895,"High","Y",7,0.512918848972595
9,"Tube",6,5.685252085,2.099697487,"High","Y",7,0.473237711776083
9,"Tube",6,1.895084028,2.197885498,"High","Y",3,0.0246918850019196
9,"Tube",6,2.351002108,2.609860287,"High","Y",4,0.0895752005936697
9,"Tube",6,5.051496849,2.626339279,"High","Y",6,0.371356033873489
9,"Tube",6,2.117550414,2.686761561,"High","Y",4,0.076375031645931
9,"Tube",7,2.69741307,1.221431337,"High","N",2,0.119450481195814
9,"Tube",7,2.391542029,1.33638958,"High","N",2,0.0854676999382208
9,"Tube",7,2.134938807,1.348706535,"High","N",2,0.0660944611875791
9,"Tube",7,5.641165233,1.673053008,"High","Y",7,0.515387309907434
9,"Tube",7,5.602161543,2.568085046,"High","Y",6,0.432718510587508
9,"Tube",7,4.314356191,2.599561024,"High","N",5,0.297577818388045
9,"Tube",7,3.822361595,2.664567858,"High","N",5,0.246498358148298
9,"Tube",7,2.018611329,2.737785995,"High","Y",4,0.0832664590360036
9,"Tube",8,5.067345391,1.325591166,"High","N",8,0.691396721828794
9,"Tube",8,3.108851444,1.443100803,"High","N",2,0.0460984709408337
9,"Tube",8,1.979796176,1.799752859,"High","Y",3,0.0959606013567588
9,"Tube",8,1.805251073,1.805251073,"High","Y",3,0.105920909531863
9,"Tube",8,1.901456419,2.122733249,"High","Y",3,0.130868716140166
9,"Tube",8,2.700660074,2.612012454,"High","Y",4,0.141891458568584
9,"Tube",8,5.345657689,2.630566607,"High","Y",6,0.418979428018998
9,"Tube",12,2.674062739,1.245218057,"High","N",2,0.015197814160432
9,"Tube",12,5.193190513,1.254781943,"High","N",8,0.694023685094739
9,"Tube",12,3.167559296,1.273909717,"High","N",2,0.0454168443345757
9,"Tube",12,1.915965953,2.060061209,"High","Y",3,0.131044214184186
9,"Tube",12,5.543228768,2.420939174,"High","Y",7,0.565789719821527
9,"Tube",12,4.013006886,2.581612471,"High","N",5,0.285778081557198
9,"Tube",12,2.232848125,2.635807192,"High","Y",4,0.103527954920703
9,"Tube",12,3.110175976,2.683626626,"High","N",5,0.192509856829509
9,"Tube",13,2.811532508,1.251934985,"High","N",2,0.0153868981108362
9,"Tube",13,3.471362229,1.290634675,"High","Y",1,0.0781783792235623
9,"Tube",13,5.390866873,1.414473684,"High","N",8,0.669700386047422
9,"Tube",13,2.033668731,1.875,"High","Y",3,0.108195105918299
9,"Tube",13,5.728844814,1.879514319,"High","Y",7,0.620476235201633
9,"Tube",13,5.160603715,2.621904025,"High","Y",6,0.404892364598221
9,"Tube",13,4.180210913,2.751547988,"High","N",5,0.303251713449906
10,"Tube",2,6.20278536,1.675626551,"High","Y",7,0.762909544825887
10,"Tube",2,6.059414806,2.057485525,"High","Y",7,0.725944184274447
10,"Tube",2,6.128343672,3.045905707,"High","Y",6,0.566618081732061
10,"Tube",2,3.748966088,3.134822167,"High","N",5,0.351910889016038
10,"Tube",2,1.786600496,3.163771712,"High","Y",4,0.301328548102914
10,"Tube",2,2.951474359,3.166528122,"High","Y",4,0.281271613598477
10,"Tube",3,5.839389734,2.207157226,"High","Y",7,0.493485465697995
10,"Tube",3,2.924936689,3.059827641,"High","Y",4,0.169406956302165
10,"Tube",3,3.755939509,3.068912766,"High","N",5,0.244328532121745
10,"Tube",3,5.522783684,3.152781919,"High","Y",6,0.40477943740251
10,"Tube",3,4.182973975,3.154878648,"High","N",5,0.283714658406421
10,"Tube",3,2.419625046,3.165362292,"High","Y",4,0.12806030923178
10,"Tube",4,4.8830132,1.559590672,"High","N",8,0.367299801161166
10,"Tube",4,5.71031467,1.721819839,"High","Y",7,0.286335772571438
10,"Tube",4,5.904213301,2.049508525,"High","Y",7,0.259447718228885
10,"Tube",4,4.08350516,3.106256062,"High","N",5,0.0335718961226606
10,"Tube",4,2.652533266,3.122413635,"High","Y",4,0.0968642451626869
10,"Tube",4,2.975698297,3.125000242,"High","Y",4,0.0676368625916739
10,"Tube",5,4.92910889,1.57096342,"High","N",8,0.362223977582556
10,"Tube",5,5.852828584,2.226003828,"High","Y",7,0.241995560907374
10,"Tube",5,5.979017439,2.53509145,"High","Y",7,0.221783625235458
10,"Tube",5,2.471288813,3.139089749,"High","Y",4,0.114198576315666
10,"Tube",5,3.180916631,3.204310932,"High","N",5,0.050864939794423
10,"Tube",5,5.286403658,3.210691195,"High","Y",6,0.141930851392492
10,"Tube",7,3.513598943,1.169929312,"High","Y",1,0.479225409600582
10,"Tube",7,5.603075038,1.400610524,"High","N",8,0.191634542019253
10,"Tube",7,5.950050083,1.789527607,"High","Y",7,0.149859775248691
10,"Tube",7,5.978646927,2.361464494,"High","Y",7,0.102160617097029
10,"Tube",7,3.409378697,3.047153909,"High","N",5,0.163845479185669
10,"Tube",7,4.928189511,3.061133953,"High","Y",6,0.0260752321232741
10,"Tube",12,3.328846154,1.428846154,"High","Y",1,0.485711670598345
10,"Tube",12,5.792948077,1.512821154,"High","Y",7,0.165106189591409
10,"Tube",12,6.201923077,1.790384615,"High","Y",7,0.15037165124152
10,"Tube",12,3.015384615,3.009615385,"High","N",5,0.235145697303079
10,"Tube",12,5.544230769,3.170513462,"High","Y",6,0.0576261218371912
10,"Tube",12,3.930128846,3.196153846,"High","N",5,0.159806646173542
1,"Circle",3,4.414382659,2.020013721,"High","N",5,0.110388016373936
1,"Circle",3,4.121571209,2.275758812,"High","N",6,0.0776840496547219
1,"Circle",3,3.739804944,2.453668441,"High","N",7,0.0407901065638227
1,"Circle",4,3.656275056,1.374348552,"High","N",3,0.0860719982200487
1,"Circle",4,3.166297327,1.939493318,"High","N",5,0.0208660331123195
1,"Circle",4,3.984782851,2.293986637,"High","N",6,0.0768086348044762
1,"Circle",5,4.353705556,1.890738889,"High","N",5,0.0887060965566354
1,"Circle",5,4.120372222,2.246294444,"High","N",6,0.0636683814684757
1,"Circle",5,3.413888889,2.552777778,"High","N",7,0.035209967431972
1,"Circle",6,3.150297561,1.995686133,"High","N",5,0.0774348596548289
1,"Circle",6,3.385868153,2.347379779,"High","N",7,0.0533467971842169
1,"Circle",6,2.738887612,2.705707463,"High","N",8,0.0325728098568251
1,"Circle",8,4.612231544,1.552947427,"High","N",4,0.111975606974947
1,"Circle",8,3.363159955,1.444815436,"High","N",3,0.0722786265007489
1,"Circle",8,4.35496085,1.653618568,"High","N",4,0.08704768004124
1,"Circle",9,4.322095506,1.930713483,"High","N",5,0.0909939769944606
1,"Circle",9,3.786516854,2.054308989,"High","N",6,0.0465166224690144
1,"Circle",9,3.878275281,2.604870787,"High","N",7,0.0378948846034386
1,"Circle",10,3.415363535,1.933260626,"High","N",5,0.0496546910565045
1,"Circle",10,3.661448546,1.914614094,"High","N",5,0.0522302636262897
1,"Circle",10,4.205816555,1.720732662,"High","N",4,0.0933925711250821
1,"Circle",11,3.453436807,2.147078714,"High","N",6,0.0290091357416065
1,"Circle",11,3.763858093,2.073170732,"High","N",6,0.0381585478923095
1,"Circle",11,4.506651885,2.095343681,"High","N",6,0.092007911682558
1,"Circle",12,4.093794843,1.479820628,"High","N",3,0.0773151575826854
1,"Circle",12,3.720106502,2.019803812,"High","N",5,0.0171021593138426
1,"Circle",12,3.279147982,2.378548206,"High","N",7,0.0386137977455616
1,"Circle",13,3.4765625,2.423733259,"High","N",7,0.00533664959612566
1,"Circle",13,3.811383929,2.472098214,"High","N",7,0.0267100993470608
1,"Circle",13,3.740697545,2.721356027,"High","N",8,0.0314922541888991
2,"Circle",4,3.876931567,1.203090508,"High","N",6,0.0410749752329305
2,"Circle",4,3.511771523,1.401766004,"High","N",7,0.0372217696685628
2,"Circle",4,4.001103753,1.558129139,"High","N",8,0.0551234057538224
2,"Circle",5,3.938622635,1.266981441,"High","N",6,0.0523100478160895
2,"Circle",5,3.972585517,1.497452693,"High","N",8,0.0561894799427896
2,"Circle",6,3.829891224,1.345256268,"High","N",7,0.0387563788871447
2,"Circle",6,3.911012168,1.5886191,"High","N",8,0.0139171774144873
2,"Circle",7,4.082658205,1.484547461,"High","N",8,0.0405018407097368
2,"Circle",7,3.570027594,1.548320456,"High","N",8,0.0543414803072709
2,"Circle",8,3.696769457,1.644029001,"High","N",8,0.0476914961259253
2,"Circle",8,3.562164097,1.291606094,"High","N",6,0.048658279943173
2,"Circle",9,3.528329654,1.303040839,"High","N",6,0.048057855133856
2,"Circle",9,4.018887049,1.52133922,"High","N",8,0.0614564456927789
2,"Circle",10,3.694933921,0.853524229,"High","N",4,0.0916638415673862
2,"Circle",10,3.86625,1.404185022,"High","N",7,0.0297274739222262
2,"Circle",11,3.490842491,1.595238095,"High","N",8,0.053792926968778
2,"Circle",11,3.992673993,1.529304029,"High","N",8,0.045541322556594
2,"Circle",12,3.953744493,0.991800661,"High","N",4,0.077840245930742
2,"Circle",12,3.733480176,1.465368943,"High","N",7,0.0150846199971743
2,"Circle",13,3.542124542,1.183760073,"High","N",6,0.0247621772546071
2,"Circle",13,3.732600733,1.486569597,"High","N",8,0.0861464482270625
3,"Circle",4,3.672043011,2.308243728,"High","N",6,0.0340546294758371
3,"Circle",5,3.803419414,2.415141026,"High","N",7,0.0478244935306677
3,"Circle",6,3.745755095,2.541848617,"High","N",7,0.034822801910442
3,"Circle",7,3.1640625,1.899350649,"High","N",5,0.0547736718800867
3,"Circle",8,4.355244253,2.077922078,"High","N",6,0.0530513318065461
3,"Circle",9,4.295437822,2.024159308,"High","N",5,0.0620183295669565
3,"Circle",10,3.809088085,1.926169591,"High","N",5,0.0529275917968787
3,"Circle",11,3.657611968,2.016029736,"High","N",5,0.0462585649163112
3,"Circle",12,3.959990962,1.917932032,"High","N",5,0.0563350191703662
3,"Circle",13,3.707569597,2.100122711,"High","N",6,0.0349741856289197
4,"Circle",4,3.554572271,1.744100295,"High","N",7,0.019581176928873
4,"Circle",4,3.47650514,1.769456681,"High","N",7,0.0245392566048762
4,"Circle",5,3.340675477,1.712555066,"High","N",6,0.0354642058851326
4,"Circle",5,4.016152717,1.953010279,"High","N",7,0.0423254416608937
4,"Circle",6,3.516886931,1.565712188,"High","N",6,0.0362762808346279
4,"Circle",6,3.646755162,1.810471976,"High","N",7,0.00663126118288444
4,"Circle",7,4.05543399,1.796134209,"High","N",7,0.0383861790392296
4,"Circle",7,4.236263736,1.862637363,"High","N",7,0.0571348693809472
4,"Circle",8,3.602564103,1.921245421,"High","N",7,0.0063950623026455
4,"Circle",8,4.105825959,1.972713864,"High","N",7,0.0499053221797192
4,"Circle",9,3.387918486,1.73580786,"High","N",6,0.0284463652626029
4,"Circle",9,3.631732169,2.048762737,"High","N",8,0.0197441380665122
4,"Circle",10,3.736263736,1.697802198,"High","N",6,0.0264543258550847
4,"Circle",10,3.719912473,2.04595186,"High","N",8,0.0216400650134903
4,"Circle",11,3.208241354,1.605960265,"High","N",6,0.0533877981943125
4,"Circle",12,3.081268222,1.702501822,"High","N",6,0.0638208414252964
4,"Circle",13,3.172238372,1.762354651,"High","N",7,0.067060163699905
4,"Circle",13,4.067765568,1.891941392,"High","N",7,0.0509309504141218
5,"Circle",4,3.63997114,1.077440476,"High","N",5,0.0833076931714329
5,"Circle",4,3.589650146,1.118804665,"High","N",6,0.071616407269927
5,"Circle",4,3.589466089,1.176046176,"High","N",6,0.0625356557932736
5,"Circle",4,3.951652697,1.276725583,"High","N",7,0.10972582494775
5,"Circle",5,3.702477925,1.13870493,"High","N",6,0.0271826965180274
5,"Circle",5,3.731226381,1.150072674,"High","N",6,0.0322245627787367
5,"Circle",5,3.610101744,1.25181686,"High","N",7,0.0182700533046723
5,"Circle",5,3.525877483,1.256438558,"High","N",7,0.0180232426559279
5,"Circle",6,3.442742524,1.037563822,"High","N",5,0.0400183267962259
5,"Circle",6,3.676470588,1.089324619,"High","N",5,0.0183602402204455
5,"Circle",6,3.523965142,1.130477487,"High","N",6,0.017958694538892
5,"Circle",6,3.484075492,1.159130197,"High","N",6,0.0244292396404584
5,"Circle",7,3.692810458,1.205519245,"High","N",6,0.00776120882491162
5,"Circle",7,3.544540668,1.208545752,"High","N",6,0.0204224194277213
5,"Circle",7,3.445896877,1.243645606,"High","N",6,0.0398821615298784
5,"Circle",7,3.532438272,1.338658315,"High","N",7,0.0346801117672225
5,"Circle",8,3.634713145,0.778867102,"High","N",3,0.0792809081116002
5,"Circle",8,3.834422658,0.940450254,"High","N",4,0.0634353143836974
5,"Circle",8,3.399903776,1.194021423,"High","N",6,0.0414927023634014
5,"Circle",8,3.213507625,1.243041031,"High","N",6,0.077210404657412
5,"Circle",9,3.565722585,0.950132534,"High","N",4,0.048528430535721
5,"Circle",9,3.711402261,1.090444931,"High","N",5,0.0185232561907992
5,"Circle",9,3.91563275,1.097738877,"High","N",5,0.0480089773964818
5,"Circle",9,3.602033406,1.238803558,"High","N",6,0.0176713624601221
5,"Circle",10,3.584541667,1.139492754,"High","N",6,0.014662103147851
5,"Circle",10,3.537563822,1.150012764,"High","N",6,0.0199167687841683
5,"Circle",10,3.736931072,1.171894602,"High","N",6,0.0213974039073
5,"Circle",10,3.707730072,1.190217391,"High","N",6,0.0152319824996224
5,"Circle",11,3.693956506,1.204921418,"High","N",6,0.0321943448431836
5,"Circle",11,3.818687364,1.250907771,"High","N",7,0.0522487325623327
5,"Circle",11,3.501461988,1.275584795,"High","N",7,0.00846119309565662
5,"Circle",11,3.557249455,1.318687364,"High","N",7,0.00645926969448996
5,"Circle",12,3.627275503,1.163793103,"High","N",6,0.013962816613789
5,"Circle",12,3.483597342,1.170977011,"High","N",6,0.0285794854100372
5,"Circle",12,3.678119518,1.228678728,"High","N",6,0.0112137437834454
5,"Circle",12,3.609892178,1.457724781,"High","N",8,0.0417397782229056
5,"Circle",13,3.76336188,1.030734329,"High","N",5,0.0350193721288219
5,"Circle",13,3.761472826,1.154588768,"High","N",6,0.0231962197013755
5,"Circle",13,3.695335277,1.229956268,"High","N",6,0.0156910814884328
5,"Circle",13,3.565820652,1.347826087,"High","N",7,0.0366722362439123
6,"Circle",4,3.91392525,1.447305079,"High","N",8,0.0198662826175813
6,"Circle",5,4.056399132,1.146059291,"High","N",6,0.0596759749606692
6,"Circle",6,3.977897849,1.413978495,"High","N",8,0.0342848866109244
6,"Circle",7,4.161267099,1.195104392,"High","N",6,0.0639424238869428
6,"Circle",8,3.793103448,1.567887931,"High","N",8,0.0146257658321416
6,"Circle",9,3.922720798,1.330128205,"High","N",7,0.0428552407490536
6,"Circle",10,3.87701745,1.594408316,"High","N",8,0.0434006096111137
6,"Circle",11,3.804895608,1.532276818,"High","N",8,0.040494701416482
6,"Circle",12,3.727598566,1.20609319,"High","N",6,0.0216526016505901
6,"Circle",13,3.813186813,1.161347518,"High","N",6,0.053376128244194
7,"Circle",4,3.262527233,1.542605301,"High","N",6,0.0477397004256177
7,"Circle",5,3.774259461,1.575085517,"High","N",6,0.0155523986317864
7,"Circle",7,3.406880015,1.624726477,"High","N",6,0.0189133572776405
7,"Circle",8,3.540603574,1.483101751,"High","N",6,0.0250433435004242
7,"Circle",9,3.434562545,1.711858279,"High","N",7,0.0133795422493288
7,"Circle",10,3.463693348,1.653265716,"High","N",6,0.0166439750310119
7,"Circle",11,3.922852984,1.483502547,"High","N",6,0.0400472002201665
7,"Circle",12,3.498168498,1.638584249,"High","N",6,0.0132253153955418
7,"Circle",13,3.679477088,1.186868071,"High","N",4,0.0679649480545426
8,"Circle",5,3.39836492,0.943887031,"High","N",6,0.0596353251066488
8,"Circle",5,3.754490896,1.308682646,"High","N",8,0.062278168815499
8,"Circle",6,3.734853885,0.760276194,"High","N",5,0.0665460476858587
8,"Circle",6,3.387977548,1.076265146,"High","N",7,0.0522353958995376
8,"Circle",7,3.711238987,0.716943155,"High","N",4,0.0372751268889021
8,"Circle",8,3.648748159,1.010677467,"High","N",7,0.0268210575046303
8,"Circle",9,3.516335667,0.596291452,"High","N",3,0.0681276911292508
8,"Circle",9,3.361582535,0.945099484,"High","N",6,0.0416469251384622
