"","Colony","Nest","Day","ScaledX","ScaledY","Bin","Density"
"154",5,"Tube",5,2.893518519,1.377314815,3,"High"
"155",5,"Tube",5,3.006799461,1.685271363,4,"High"
"156",5,"Tube",5,2.962962963,1.697530864,4,"High"
"157",5,"Tube",6,2.813373379,1.168319985,3,"High"
"158",5,"Tube",6,2.843884439,1.618358124,4,"High"
"159",5,"Tube",7,2.790519878,1.121941896,3,"High"
"160",5,"Tube",7,2.832820661,1.28968318,3,"High"
"161",5,"Tube",7,2.912844037,1.622706422,4,"High"
"162",5,"Tube",7,2.994110983,1.642985791,4,"High"
"163",5,"Tube",8,2.866362946,0.85440613,3,"High"
"164",5,"Tube",8,2.833607908,1.146348847,3,"High"
"165",5,"Tube",8,2.82080486,1.214559387,3,"High"
"166",5,"Tube",8,2.789676689,1.53898888,4,"High"
"167",5,"Tube",9,2.896578538,0.925349922,3,"High"
"168",5,"Tube",9,2.799377916,1.230559876,3,"High"
"169",5,"Tube",9,2.894770588,1.515033333,4,"High"
"170",5,"Tube",9,2.884313725,1.648366667,4,"High"
"171",5,"Tube",10,2.79729313,0.964090554,3,"High"
"172",5,"Tube",10,2.823315769,1.31147541,3,"High"
"173",5,"Tube",10,2.869937695,1.437564252,3,"High"
"174",5,"Tube",10,2.94522391,1.621884735,4,"High"
"175",5,"Tube",11,3.664705882,0.863166269,1,"High"
"176",5,"Tube",11,3.033333333,0.871121718,2,"High"
"177",5,"Tube",11,2.753537736,1.554638365,4,"High"
"178",5,"Tube",11,3.213443396,1.676493711,4,"High"
"179",5,"Tube",12,2.782352941,1.033333333,3,"High"
"180",5,"Tube",12,2.832040698,1.394703488,3,"High"
"181",5,"Tube",12,2.833333333,1.554901961,4,"High"
"182",5,"Tube",12,2.914728682,1.604005814,4,"High"
"183",5,"Tube",13,2.869273302,0.904423381,3,"High"
"184",5,"Tube",13,2.968009479,1.682464455,4,"High"
"185",5,"Circle",4,3.63997114,1.077440476,5,"High"
"186",5,"Circle",4,3.589650146,1.118804665,6,"High"
"187",5,"Circle",4,3.589466089,1.176046176,6,"High"
"188",5,"Circle",4,3.951652697,1.276725583,7,"High"
"189",5,"Circle",5,3.702477925,1.13870493,6,"High"
"190",5,"Circle",5,3.731226381,1.150072674,6,"High"
"191",5,"Circle",5,3.610101744,1.25181686,7,"High"
"192",5,"Circle",5,3.525877483,1.256438558,7,"High"
"193",5,"Circle",6,3.442742524,1.037563822,5,"High"
"194",5,"Circle",6,3.676470588,1.089324619,5,"High"
"195",5,"Circle",6,3.523965142,1.130477487,6,"High"
"196",5,"Circle",6,3.484075492,1.159130197,6,"High"
"197",5,"Circle",7,3.692810458,1.205519245,6,"High"
"198",5,"Circle",7,3.544540668,1.208545752,6,"High"
"199",5,"Circle",7,3.445896877,1.243645606,6,"High"
"200",5,"Circle",7,3.532438272,1.338658315,7,"High"
"201",5,"Circle",8,3.634713145,0.778867102,3,"High"
"202",5,"Circle",8,3.834422658,0.940450254,4,"High"
"203",5,"Circle",8,3.399903776,1.194021423,6,"High"
"204",5,"Circle",8,3.213507625,1.243041031,6,"High"
"205",5,"Circle",9,3.565722585,0.950132534,4,"High"
"206",5,"Circle",9,3.711402261,1.090444931,5,"High"
"207",5,"Circle",9,3.91563275,1.097738877,5,"High"
"208",5,"Circle",9,3.602033406,1.238803558,6,"High"
"209",5,"Circle",10,3.584541667,1.139492754,6,"High"
"210",5,"Circle",10,3.537563822,1.150012764,6,"High"
"211",5,"Circle",10,3.736931072,1.171894602,6,"High"
"212",5,"Circle",10,3.707730072,1.190217391,6,"High"
"213",5,"Circle",11,3.693956506,1.204921418,6,"High"
"214",5,"Circle",11,3.818687364,1.250907771,7,"High"
"215",5,"Circle",11,3.501461988,1.275584795,7,"High"
"216",5,"Circle",11,3.557249455,1.318687364,7,"High"
"217",5,"Circle",12,3.627275503,1.163793103,6,"High"
"218",5,"Circle",12,3.483597342,1.170977011,6,"High"
"219",5,"Circle",12,3.678119518,1.228678728,6,"High"
"220",5,"Circle",12,3.609892178,1.457724781,8,"High"
"221",5,"Circle",13,3.76336188,1.030734329,5,"High"
"222",5,"Circle",13,3.761472826,1.154588768,6,"High"
"223",5,"Circle",13,3.695335277,1.229956268,6,"High"
"224",5,"Circle",13,3.565820652,1.347826087,7,"High"
"225",6,"Tube",4,2.843701997,0.921658986,3,"High"
"226",6,"Tube",5,2.761250953,1.46071701,3,"High"
"227",6,"Tube",6,2.748470948,1.21559633,3,"High"
"228",6,"Tube",7,2.730811192,1.126543881,3,"High"
"229",6,"Tube",8,2.846899225,1.003875969,3,"High"
"230",6,"Tube",9,2.869066901,0.827464789,3,"High"
"231",6,"Tube",10,2.828758824,1.035294118,3,"High"
"232",6,"Tube",11,2.544677545,1.469827117,3,"High"
"233",6,"Tube",12,2.769379845,0.980620155,3,"High"
"234",6,"Tube",13,2.90316358,0.918209877,3,"High"
"235",6,"Circle",4,3.91392525,1.447305079,8,"High"
"236",6,"Circle",5,4.056399132,1.146059291,6,"High"
"237",6,"Circle",6,3.977897849,1.413978495,8,"High"
"238",6,"Circle",7,4.161267099,1.195104392,6,"High"
"239",6,"Circle",8,3.793103448,1.567887931,8,"High"
"240",6,"Circle",9,3.922720798,1.330128205,7,"High"
"241",6,"Circle",10,3.87701745,1.594408316,8,"High"
"242",6,"Circle",11,3.804895608,1.532276818,8,"High"
"243",6,"Circle",12,3.727598566,1.20609319,6,"High"
"244",6,"Circle",13,3.813186813,1.161347518,6,"High"
"245",7,"Tube",4,2.068396262,1.890413806,3,"High"
"246",7,"Tube",5,2.443035714,2.964021739,4,"High"
"247",7,"Tube",6,2.220319635,2.679476788,4,"High"
"248",7,"Tube",7,2.595960227,2.847854167,4,"High"
"249",7,"Tube",8,5.423763179,2.907542579,6,"High"
"250",7,"Tube",9,2.143410853,1.911498062,3,"High"
"251",7,"Tube",10,3.077317588,2.866104071,4,"High"
"252",7,"Tube",11,2.406120756,2.85429591,4,"High"
"253",7,"Tube",12,2.539222608,2.747555941,4,"High"
"254",7,"Tube",13,2.321016166,1.501154734,2,"High"
"255",7,"Circle",4,3.262527233,1.542605301,6,"High"
"256",7,"Circle",5,3.774259461,1.575085517,6,"High"
"257",7,"Circle",6,3.554582422,1.746292852,7,"High"
"258",7,"Circle",7,3.406880015,1.624726477,6,"High"
"259",7,"Circle",8,3.540603574,1.483101751,6,"High"
"260",7,"Circle",9,3.434562545,1.711858279,7,"High"
"261",7,"Circle",10,3.463693348,1.653265716,6,"High"
"262",7,"Circle",11,3.922852984,1.483502547,6,"High"
"263",7,"Circle",12,3.498168498,1.638584249,6,"High"
"264",7,"Circle",13,3.679477088,1.186868071,4,"High"
"265",8,"Tube",3,2.984313725,0.719607843,3,"High"
"266",8,"Tube",3,4.60915098,1.360131373,6,"High"
"267",8,"Tube",4,4.584790769,0.804845787,7,"High"
"268",8,"Tube",5,4.482084902,0.745154747,8,"High"
"269",8,"Tube",5,4.242994563,1.396208699,6,"High"
"270",8,"Tube",6,3.084696663,0.692287036,3,"High"
"271",8,"Tube",6,4.724322226,0.936684054,7,"High"
"272",8,"Tube",7,4.507954346,0.717835944,8,"High"
"273",8,"Tube",8,4.486634458,0.704880397,8,"High"
"274",8,"Tube",9,4.669368303,1.144551771,7,"High"
"275",8,"Tube",11,3.034498037,1.002753279,3,"High"
"276",8,"Tube",11,4.12316489,1.403462277,6,"High"
"277",8,"Tube",12,4.450608162,0.715794374,8,"High"
"278",8,"Tube",12,4.564183835,0.965398177,7,"High"
"279",8,"Tube",13,4.502172163,0.692101227,8,"High"
"280",8,"Tube",13,3.008690567,0.777095475,3,"High"
"281",8,"Circle",5,3.39836492,0.943887031,6,"High"
"282",8,"Circle",5,3.754490896,1.308682646,8,"High"
"283",8,"Circle",6,3.734853885,0.760276194,5,"High"
"284",8,"Circle",6,3.387977548,1.076265146,7,"High"
"285",8,"Circle",7,3.711238987,0.716943155,4,"High"
"286",8,"Circle",8,3.648748159,1.010677467,7,"High"
"287",8,"Circle",9,3.516335667,0.596291452,3,"High"
"288",8,"Circle",9,3.361582535,0.945099484,6,"High"
"289",8,"Circle",11,3.591322268,0.70309586,4,"High"
"290",8,"Circle",11,3.643541589,0.911973144,6,"High"
"291",8,"Circle",12,3.300633714,0.448280821,2,"High"
"292",8,"Circle",12,3.702968298,0.902769887,6,"High"
"293",8,"Circle",14,3.724676294,0.802417427,5,"High"
"294",8,"Circle",14,3.529410903,1.083109938,7,"High"
"295",8,"Circle",15,3.724676294,0.802417427,5,"High"
"296",8,"Circle",15,3.529410903,1.083109938,7,"High"
"297",8,"Circle",16,3.424458899,0.881725113,6,"High"
"298",8,"Circle",16,3.165535445,0.947083333,6,"High"
"299",9,"Tube",2,1.856187291,1.185432925,3,"High"
"300",9,"Tube",2,5.532640282,1.483959495,7,"High"
"301",9,"Tube",2,1.906973244,2.18753809,3,"High"
"302",9,"Tube",2,5.493000743,2.250711631,7,"High"
"303",9,"Tube",2,1.96023783,2.412982163,3,"High"
"304",9,"Tube",2,2.465626161,2.699121145,4,"High"
"305",9,"Tube",2,5.707296544,2.702837235,6,"High"
"306",9,"Tube",3,3.707729469,1.129227053,1,"High"
"307",9,"Tube",3,3.283011272,1.326489533,2,"High"
"308",9,"Tube",3,2.748927134,1.343935185,2,"High"
"309",9,"Tube",3,5.630032206,1.540525362,7,"High"
"310",9,"Tube",3,5.686392915,1.763285024,7,"High"
"311",9,"Tube",3,2.043075684,2.423510467,3,"High"
"312",9,"Tube",3,2.062198068,2.587560386,4,"High"
"313",9,"Tube",3,5.524019726,2.650295894,6,"High"
"314",9,"Tube",4,5.782781353,1.298012411,7,"High"
"315",9,"Tube",4,3.044371782,1.386754783,2,"High"
"316",9,"Tube",4,5.692715802,1.529801122,7,"High"
"317",9,"Tube",4,5.789403207,1.851655384,7,"High"
"318",9,"Tube",4,2.053642774,2.101986477,3,"High"
"319",9,"Tube",4,5.345695318,2.549006285,6,"High"
"320",9,"Tube",4,2.17946991,2.832450618,4,"High"
"321",9,"Tube",5,3.499469817,1.193407466,1,"High"
"322",9,"Tube",5,3.112589357,1.231135822,2,"High"
"323",9,"Tube",5,5.592400715,1.376092137,7,"High"
"324",9,"Tube",5,2.388800635,1.393963463,2,"High"
"325",9,"Tube",5,5.302488086,2.570160842,6,"High"
"326",9,"Tube",5,5.520915409,2.576781176,6,"High"
"327",9,"Tube",5,3.393566322,2.670770453,5,"High"
"328",9,"Tube",6,4.596264707,1.345097685,8,"High"
"329",9,"Tube",6,2.216424364,1.526366592,2,"High"
"330",9,"Tube",6,5.666025222,1.668497895,7,"High"
"331",9,"Tube",6,5.685252085,2.099697487,7,"High"
"332",9,"Tube",6,1.895084028,2.197885498,3,"High"
"333",9,"Tube",6,2.351002108,2.609860287,4,"High"
"334",9,"Tube",6,5.051496849,2.626339279,6,"High"
"335",9,"Tube",6,2.117550414,2.686761561,4,"High"
"336",9,"Tube",7,2.69741307,1.221431337,2,"High"
"337",9,"Tube",7,2.391542029,1.33638958,2,"High"
"338",9,"Tube",7,2.134938807,1.348706535,2,"High"
"339",9,"Tube",7,5.641165233,1.673053008,7,"High"
"340",9,"Tube",7,5.602161543,2.568085046,6,"High"
"341",9,"Tube",7,4.314356191,2.599561024,5,"High"
"342",9,"Tube",7,3.822361595,2.664567858,5,"High"
"343",9,"Tube",7,2.018611329,2.737785995,4,"High"
"344",9,"Tube",8,5.067345391,1.325591166,8,"High"
"345",9,"Tube",8,3.108851444,1.443100803,2,"High"
"346",9,"Tube",8,1.979796176,1.799752859,3,"High"
"347",9,"Tube",8,1.805251073,1.805251073,3,"High"
"348",9,"Tube",8,1.901456419,2.122733249,3,"High"
"349",9,"Tube",8,2.700660074,2.612012454,4,"High"
"350",9,"Tube",8,5.345657689,2.630566607,6,"High"
"351",9,"Tube",12,2.674062739,1.245218057,2,"High"
"352",9,"Tube",12,5.193190513,1.254781943,8,"High"
"353",9,"Tube",12,3.167559296,1.273909717,2,"High"
"354",9,"Tube",12,1.915965953,2.060061209,3,"High"
"355",9,"Tube",12,5.543228768,2.420939174,7,"High"
"356",9,"Tube",12,4.013006886,2.581612471,5,"High"
"357",9,"Tube",12,2.232848125,2.635807192,4,"High"
"358",9,"Tube",12,3.110175976,2.683626626,5,"High"
"359",9,"Tube",13,2.811532508,1.251934985,2,"High"
"360",9,"Tube",13,3.471362229,1.290634675,1,"High"
"361",9,"Tube",13,5.390866873,1.414473684,8,"High"
"362",9,"Tube",13,2.033668731,1.875,3,"High"
"363",9,"Tube",13,5.728844814,1.879514319,7,"High"
"364",9,"Tube",13,5.160603715,2.621904025,6,"High"
"365",9,"Tube",13,4.180210913,2.751547988,5,"High"
"366",9,"Tube",14,2.941834452,1.446681581,2,"High"
"367",9,"Tube",14,5.117449664,1.49142431,8,"High"
"368",9,"Tube",14,5.508948546,2.007829978,7,"High"
"369",9,"Tube",14,1.936987323,2.138329605,3,"High"
"370",9,"Tube",14,5.605891126,2.470171514,7,"High"
"371",9,"Tube",14,2.102908277,2.604399702,4,"High"
"372",9,"Tube",14,4.925428784,2.695749441,6,"High"
"373",9,"Tube",14,3.434004474,2.703827368,5,"High"
"374",9,"Circle",6,3.300323363,1.151980598,4,"High"
"375",9,"Circle",6,4.556048909,1.168821746,4,"High"
"376",9,"Circle",6,2.983696443,1.181622878,4,"High"
"377",9,"Circle",6,3.245082862,1.328482215,5,"High"
"378",9,"Circle",6,3.75033751,1.381028698,5,"High"
"379",9,"Circle",6,4.492724333,1.59458367,6,"High"
"380",9,"Circle",6,3.548235651,1.618162894,6,"High"
"381",9,"Circle",6,3.97938561,1.808811641,7,"High"
"382",9,"Circle",7,2.905034001,0.884037223,3,"High"
"383",9,"Circle",7,3.455619184,1.030184324,4,"High"
"384",9,"Circle",7,3.126342162,1.225841088,4,"High"
"385",9,"Circle",7,3.700191482,1.307564424,5,"High"
"386",9,"Circle",7,4.086734073,1.321880816,5,"High"
"387",9,"Circle",7,3.673944166,1.596277738,6,"High"
"388",9,"Circle",7,3.057145669,1.798496779,7,"High"
"389",9,"Circle",7,4.237056192,1.875447387,7,"High"
"390",9,"Circle",8,4.186608049,0.879260334,3,"High"
"391",9,"Circle",8,3.384095359,0.92518673,3,"High"
"392",9,"Circle",8,3.775683466,1.024292966,4,"High"
"393",9,"Circle",8,3.529127991,1.104060914,4,"High"
"394",9,"Circle",8,4.065748731,1.22008702,4,"High"
"395",9,"Circle",8,2.963500725,1.490813996,6,"High"
"396",9,"Circle",8,2.661348803,1.594755257,6,"High"
"397",9,"Circle",8,3.671742204,1.86789884,7,"High"
"398",9,"Circle",9,2.863827612,0.911105136,3,"High"
"399",9,"Circle",9,3.247969496,1.093326901,4,"High"
"400",9,"Circle",9,3.754002555,1.23984194,4,"High"
"401",9,"Circle",9,3.305836408,1.280472332,5,"High"
"402",9,"Circle",9,3.002340311,1.359886279,5,"High"
"403",9,"Circle",9,4.014406429,1.385741983,5,"High"
"404",9,"Circle",9,3.831569667,1.533488862,6,"High"
"405",9,"Circle",9,3.133465665,1.987810513,8,"High"
"406",9,"Circle",10,3.239385066,0.878477306,3,"High"
"407",9,"Circle",10,3.887871523,1.047461567,4,"High"
"408",9,"Circle",10,4.278307101,1.068204612,4,"High"
"409",9,"Circle",10,4.133113104,1.167033309,4,"High"
"410",9,"Circle",10,3.782942899,1.25,5,"High"
"411",9,"Circle",10,3.234504026,1.404954246,5,"High"
"412",9,"Circle",10,4.06295754,1.89238653,7,"High"
"413",9,"Circle",12,3.837719298,0.964303728,3,"High"
"414",9,"Circle",12,2.841739766,1.069078947,4,"High"
"415",9,"Circle",12,3.464912281,1.175073099,4,"High"
"416",9,"Circle",12,3.851120249,1.290813231,5,"High"
"417",9,"Circle",12,3.636695906,1.292032164,5,"High"
"418",9,"Circle",12,2.918494152,1.365131579,5,"High"
"419",9,"Circle",12,3.732944079,1.769614401,7,"High"
"420",9,"Circle",12,3.475877193,2.1875,8,"High"
"421",9,"Circle",13,4.397837435,0.945190157,3,"High"
"422",9,"Circle",13,3.215883669,0.958240119,3,"High"
"423",9,"Circle",13,3.338926174,0.995525727,3,"High"
"424",9,"Circle",13,3.84601044,1.211782252,4,"High"
"425",9,"Circle",13,4.492915735,1.39448173,5,"High"
"426",9,"Circle",13,4.125652498,1.498881432,6,"High"
"427",9,"Circle",13,2.758514169,1.544867636,6,"High"
"428",9,"Circle",13,4.332587621,1.759880686,7,"High"
"429",9,"Circle",14,3.270381451,0.938668661,3,"High"
"430",9,"Circle",14,3.593866866,1.02842184,4,"High"
"431",9,"Circle",14,4.003365744,1.151832461,4,"High"
"432",9,"Circle",14,3.165669409,1.275243082,5,"High"
"433",9,"Circle",14,2.900149589,1.30329095,5,"High"
"434",9,"Circle",14,3.995886313,1.44540015,5,"High"
"435",9,"Circle",14,3.403141361,1.593118923,6,"High"
"436",9,"Circle",14,3.964098728,1.957741212,8,"High"
"437",9,"Circle",15,2.802919426,0.83946468,3,"High"
"438",9,"Circle",15,2.935478074,1.005003719,3,"High"
"439",9,"Circle",15,3.084914304,1.188430453,4,"High"
"440",9,"Circle",15,3.190458057,1.197571744,4,"High"
"441",9,"Circle",15,4.047586705,1.297461352,5,"High"
"442",9,"Circle",15,2.888765636,1.315305372,5,"High"
"443",9,"Circle",15,3.392764444,1.33465927,5,"High"
"444",9,"Circle",15,3.115699318,1.350051777,5,"High"
"445",9,"Circle",15,2.892507967,1.380836791,5,"High"
"446",9,"Circle",15,2.665468488,1.386608981,5,"High"
"447",9,"Circle",15,3.602525754,1.496811994,6,"High"
"448",9,"Circle",15,4.431567329,1.538508094,6,"High"
"449",9,"Circle",15,2.798013245,1.555678808,6,"High"
"450",9,"Circle",15,4.230439662,1.572847682,6,"High"
"451",9,"Circle",15,3.185553716,2.024159308,8,"High"
"452",9,"Circle",16,2.966820988,1.043595679,4,"High"
