"","Colony","Nest","Day","ScaledX","ScaledY","Bin","Density"
"210",14,"Circle",13,4.495804485,1.340151456,3,"Low"
"211",14,"Circle",14,4.401293876,2.842294623,7,"Low"
"212",14,"Circle",15,2.688925999,2.671721974,6,"Low"
"213",15,"Tube",4,6.919247788,3.622173673,7,"Low"
"214",15,"Tube",7,6.810410334,3.958966565,6,"Low"
"215",15,"Tube",8,6.799003538,3.735587657,7,"Low"
"216",15,"Tube",9,4.585974643,4.179873217,5,"Low"
"217",15,"Tube",10,6.183426073,4.340222576,6,"Low"
"218",15,"Tube",11,6.397533047,4.249597539,6,"Low"
"219",15,"Tube",12,6.143561137,4.162772586,6,"Low"
"220",15,"Tube",13,6.23049922,4.117264041,6,"Low"
"221",15,"Tube",14,6.414722119,1.879090404,7,"Low"
"222",15,"Tube",15,2.793754284,4.282275453,5,"Low"
"223",15,"Circle",1,4.00621118,1.36257764,3,"Low"
"224",15,"Circle",2,4.215456674,1.276346604,3,"Low"
"225",15,"Circle",3,3.176402767,3.380092237,8,"Low"
"226",15,"Circle",4,2.346353516,1.766927734,4,"Low"
"227",15,"Circle",5,4.375805019,1.245173745,2,"Low"
"228",15,"Circle",6,3.469850543,1.215062112,2,"Low"
"229",15,"Circle",7,4.422032583,3.149728472,7,"Low"
"230",15,"Circle",12,4.310556465,1.037915303,2,"Low"
"231",15,"Circle",14,5.024026935,1.100151745,2,"Low"
"232",15,"Circle",15,4.866666667,1.180864815,2,"Low"
"233",16,"Tube",1,2.933713889,1.327156996,4,"Low"
"234",16,"Tube",1,4.599430449,0.887384303,7,"Low"
"235",16,"Tube",4,4.22310757,1.25498008,6,"Low"
"236",16,"Tube",4,4.631474104,0.644920319,7,"Low"
"237",16,"Tube",5,2.871024735,1.300795053,4,"Low"
"238",16,"Tube",5,3.490503534,1.335026502,5,"Low"
"239",16,"Tube",6,4.063962559,1.271450858,6,"Low"
"240",16,"Tube",6,4.329173167,1.35725429,6,"Low"
"241",16,"Tube",8,4.363778298,1.319281811,6,"Low"
"242",16,"Tube",8,4.668227947,1.2509758,6,"Low"
"243",16,"Tube",9,2.820496815,1.067701598,3,"Low"
"244",16,"Tube",10,4.053113553,1.307082418,6,"Low"
"245",16,"Tube",12,2.843567251,1.25,4,"Low"
"246",16,"Tube",13,3.238236384,0.580461282,2,"Low"
"247",16,"Tube",13,3.087563913,1.266519081,4,"Low"
"248",16,"Tube",14,2.842105263,1.221804511,4,"Low"
"249",16,"Tube",14,3.22556391,1.229323308,4,"Low"
"250",16,"Circle",2,3.398904806,1.120518068,7,"Low"
"251",16,"Circle",2,4.267306308,0.98418837,6,"Low"
"252",16,"Circle",5,3.777510064,0.995706522,6,"Low"
"253",16,"Circle",5,3.800322061,1.111111111,7,"Low"
"254",16,"Circle",6,3.774284893,0.853782592,5,"Low"
"255",16,"Circle",6,3.540389187,1.064672163,6,"Low"
"256",16,"Circle",7,3.600898693,0.759803922,4,"Low"
"257",16,"Circle",7,3.676470588,0.949754902,6,"Low"
"258",16,"Circle",8,3.533380682,0.692471591,3,"Low"
"259",16,"Circle",8,3.568892045,0.810842803,4,"Low"
"260",16,"Circle",9,3.670353982,1.115044248,7,"Low"
"261",16,"Circle",9,3.460176991,1.07079646,7,"Low"
"262",16,"Circle",10,3.606770833,0.878183594,5,"Low"
"263",16,"Circle",10,3.334780816,0.896990017,5,"Low"
"264",16,"Circle",11,4.012567325,1.014362657,6,"Low"
"265",16,"Circle",11,3.78665395,0.933572711,5,"Low"
"266",16,"Circle",12,3.513133208,1.053782833,6,"Low"
"267",16,"Circle",12,3.864915572,0.783302064,4,"Low"
"268",16,"Circle",13,3.616492176,0.951317064,6,"Low"
"269",16,"Circle",13,3.671138227,0.668157601,3,"Low"
"270",17,"Tube",3,3.278228925,2.114269142,2,"Low"
"271",17,"Tube",3,3.019464424,2.311162026,2,"Low"
"272",17,"Tube",3,6.174271075,4.42575406,6,"Low"
"273",17,"Tube",5,3.350988701,1.52306968,1,"Low"
"274",17,"Tube",5,2.959039548,2.172787194,2,"Low"
"275",17,"Tube",5,3.661330038,4.698681733,5,"Low"
"276",17,"Tube",6,2.802526596,2.35483156,2,"Low"
"277",17,"Tube",6,2.941046099,2.156471631,2,"Low"
"278",17,"Tube",6,6.040188387,4.502067819,6,"Low"
"279",17,"Tube",7,3.386627907,1.883944544,1,"Low"
"280",17,"Tube",7,2.521243292,2.147808587,2,"Low"
"281",17,"Tube",7,3.605395796,4.262819767,5,"Low"
"282",17,"Tube",8,3.880866426,1.647111913,1,"Low"
"283",17,"Tube",8,2.058513087,2.272863267,2,"Low"
"284",17,"Tube",8,5.068440884,4.400570848,6,"Low"
"285",17,"Tube",9,2.873590226,2.193766447,2,"Low"
"286",17,"Tube",9,2.699718045,2.170270207,2,"Low"
"287",17,"Tube",9,5.655545113,4.755639098,6,"Low"
"288",17,"Tube",10,3.173194752,2.158167036,2,"Low"
"289",17,"Tube",10,2.983494087,2.281350702,2,"Low"
"290",17,"Tube",10,6.231831116,4.342817812,6,"Low"
