"Colony","Nest","Day","ScaledX","ScaledY","Bin","ScaledDist","Density","WorkerType","Corner"
11,"Tube",3,2.747451801,1.69133091,2,0.161185695993333,"Low","Obsv","N"
11,"Tube",3,2.940805816,2.100376644,2,0.163120412739301,"Low","Obsv","N"
11,"Tube",3,2.915676684,2.080832461,2,0.163192981944214,"Low","Obsv","N"
11,"Tube",3,2.748149135,2.133882154,2,0.174565265699593,"Low","Obsv","N"
11,"Tube",3,2.595979674,2.159011286,2,0.184357093148022,"Low","Obsv","N"
11,"Tube",3,2.383079383,1.73949508,2,0.187966716020821,"Low","Obsv","N"
11,"Tube",3,2.203684601,1.677369583,2,0.200724526070047,"Low","Obsv","N"
11,"Tube",3,1.983804693,1.67806901,2,0.216751884748394,"Low","Obsv","N"
11,"Tube",3,1.593605809,1.959374988,2,0.247273473459872,"Low","Obsv","N"
11,"Tube",3,1.42607826,2.124808443,2,0.261806440185111,"Low","Obsv","N"
11,"Tube",3,1.233421578,1.687142721,3,0.271465336232037,"Low","Obsv","Y"
11,"Tube",3,1.302526692,3.453161601,3,0.365487811697957,"Low","Obsv","Y"
11,"Tube",3,0.996788916,3.474102544,3,0.370754419833673,"Low","Obsv","Y"
11,"Tube",3,1.000977104,2.372608911,3,0.302401726512375,"Low","Obsv","Y"
11,"Tube",3,0.906045525,2.115035304,3,0.298644943144442,"Low","Obsv","Y"
11,"Tube",3,0.968868356,2.18693394,3,0.300694750316923,"Low","Obsv","Y"
11,"Tube",3,0.858578688,2.272092381,3,0.3095531368547,"Low","Obsv","Y"
11,"Tube",3,0.926986468,4.039508022,4,0.411662975940168,"Low","Obsv","Y"
11,"Tube",3,1.635487696,3.975987858,4,0.410280985618848,"Low","Obsv","Y"
11,"Tube",3,1.199218735,3.906882744,4,0.398952899911699,"Low","Obsv","Y"
11,"Tube",3,1.1140582,4.066033915,4,0.411167777835124,"Low","Obsv","Y"
11,"Tube",3,1.812167943,3.711635014,4,0.410956504804472,"Low","Obsv","Y"
11,"Tube",3,1.27739756,3.770069277,4,0.388596873891106,"Low","Obsv","Y"
11,"Tube",3,1.434454637,3.676532364,4,0.384239246021917,"Low","Obsv","Y"
11,"Tube",3,1.72483642,4.098842091,4,0.421354234344167,"Low","Obsv","Y"
11,"Tube",3,1.826747616,4.038810688,4,0.423158905567118,"Low","Obsv","Y"
11,"Tube",3,2.040345241,4.027642883,4,0.435228126582923,"Low","Obsv","Y"
11,"Tube",3,3.53901947,3.963423291,5,0.538144281223085,"Low","Obsv","N"
11,"Tube",3,3.03015454,3.661873703,5,0.49908138336352,"Low","Obsv","N"
11,"Tube",3,4.607007594,3.701661496,5,0.614090710932,"Low","Obsv","N"
11,"Tube",3,3.387547342,3.730281484,5,0.525328590959934,"Low","Obsv","N"
11,"Tube",3,4.195168338,3.661873703,5,0.584007012571931,"Low","Obsv","N"
11,"Tube",3,6.4002497,3.908976838,6,0.745379043577714,"Low","Obsv","Y"
11,"Tube",3,5.698030756,4.024152028,6,0.694954668527164,"Low","Obsv","Y"
11,"Tube",3,6.528688883,3.97319643,6,0.755022403825669,"Low","Obsv","Y"
11,"Tube",3,5.46977447,4.057657538,6,0.678640214125695,"Low","Obsv","Y"
11,"Tube",3,5.346222903,3.831495347,6,0.668331003493793,"Low","Obsv","Y"
11,"Tube",3,6.349991435,4.090465714,6,0.742735068714331,"Low","Obsv","Y"
11,"Tube",3,5.601702415,3.659779609,6,0.686550857963223,"Low","Obsv","Y"
11,"Tube",3,6.687840055,3.716320157,6,0.765796661464054,"Low","Obsv","Y"
11,"Tube",3,6.542648116,3.146726491,7,0.781904573072333,"Low","Obsv","Y"
11,"Tube",3,6.24389205,2.033365624,7,0.855538484269861,"Low","Obsv","Y"
11,"Tube",3,5.589137849,2.103867499,8,0.896038945091323,"Low","Obsv","N"
11,"Tube",3,4.381542736,1.790450678,8,0.98644726373728,"Low","Obsv","N"
11,"Tube",3,5.471868565,1.716460042,8,0.912766417528395,"Low","Obsv","N"
11,"Tube",3,5.086555202,2.080832461,8,0.932719233115332,"Low","Obsv","N"
11,"Tube",3,5.735724454,1.784867823,8,0.893899004751989,"Low","Obsv","N"
11,"Tube",3,6.066591363,2.072456084,8,0.862281421444809,"Low","Obsv","N"
11,"Tube",3,5.14309575,1.733212797,8,0.933979012179595,"Low","Obsv","N"
11,"Tube",4,1.577176573,1.90435463,2,0.247791076890912,"Low","Obsv","N"
11,"Tube",4,2.872030624,1.685356638,2,0.152099829771536,"Low","Obsv","N"
11,"Tube",4,2.244721999,1.959763594,2,0.201061657864292,"Low","Obsv","N"
11,"Tube",4,2.099603945,1.790896861,2,0.208926610297124,"Low","Obsv","N"
11,"Tube",4,1.983508314,2.041557119,2,0.22101809826201,"Low","Obsv","N"
11,"Tube",4,2.800790528,1.964380348,2,0.164003467429069,"Low","Obsv","N"
11,"Tube",4,2.731529323,1.796174565,2,0.163655835185337,"Low","Obsv","N"
11,"Tube",4,3.025064245,1.71438104,2,0.141440420378244,"Low","Obsv","N"
11,"Tube",4,3.166226495,2.127308426,2,0.15737988094502,"Low","Obsv","N"
11,"Tube",4,3.114775315,1.70118777,2,0.134881930425961,"Low","Obsv","N"
11,"Tube",4,2.594985805,1.746702276,2,0.172696069298595,"Low","Obsv","N"
11,"Tube",4,2.687993709,1.994063721,2,0.172158912418732,"Low","Obsv","N"
11,"Tube",4,2.656331444,2.0692616,2,0.177003754642139,"Low","Obsv","N"
11,"Tube",4,2.515830143,2.023747094,2,0.184277245781303,"Low","Obsv","N"
11,"Tube",4,2.676120359,2.124670564,2,0.178181698127566,"Low","Obsv","N"
11,"Tube",4,2.083772812,2.13126621,2,0.216279115767185,"Low","Obsv","N"
11,"Tube",4,1.867412682,1.664247802,2,0.225217077577499,"Low","Obsv","N"
11,"Tube",4,1.439313135,1.697229987,2,0.256475587795725,"Low","Obsv","N"
11,"Tube",4,1.120711594,1.946570324,3,0.281171370596822,"Low","Obsv","Y"
11,"Tube",4,0.946569136,3.27440656,3,0.358101310857754,"Low","Obsv","Y"
11,"Tube",4,0.873350149,2.963720585,3,0.34012525441462,"Low","Obsv","Y"
11,"Tube",4,0.867413474,2.514512201,3,0.316178030630412,"Low","Obsv","Y"
11,"Tube",4,1.049471497,3.213060922,3,0.35141635324223,"Low","Obsv","Y"
11,"Tube",4,1.239445087,3.399076728,3,0.361935144700025,"Low","Obsv","Y"
11,"Tube",4,1.257255111,1.70118777,3,0.269752833290098,"Low","Obsv","Y"
11,"Tube",4,1.275065135,2.797493694,3,0.318100325847325,"Low","Obsv","Y"
11,"Tube",4,0.956463594,3.771108342,4,0.392130400177554,"Low","Obsv","Y"
11,"Tube",4,1.104880461,3.701847137,4,0.384987216101289,"Low","Obsv","Y"
11,"Tube",4,1.53429993,4.006596437,4,0.408399652227392,"Low","Obsv","Y"
11,"Tube",4,0.920843546,3.945250799,4,0.405079732250024,"Low","Obsv","Y"
11,"Tube",4,1.841028121,3.691952679,4,0.412766629808321,"Low","Obsv","Y"
11,"Tube",4,1.888521519,4.014512003,4,0.425507373900309,"Low","Obsv","Y"
11,"Tube",4,1.31860075,4.034300919,4,0.407744105422966,"Low","Obsv","Y"
11,"Tube",4,1.42607826,3.957141008,4,0.402531578423727,"Low","Obsv","Y"
11,"Tube",4,1.322558533,3.622691475,4,0.377733800752979,"Low","Obsv","Y"
11,"Tube",4,4.08509115,4.054089835,5,0.578504328859473,"Low","Obsv","N"
11,"Tube",4,3.203825435,4.025726382,5,0.514976016364507,"Low","Obsv","N"
11,"Tube",4,4.554088449,4.008575329,5,0.611901884835264,"Low","Obsv","N"
11,"Tube",4,3.085091941,3.822559522,5,0.503939193903735,"Low","Obsv","N"
11,"Tube",4,4.72031534,4.095646557,6,0.624752724489964,"Low","Obsv","Y"
11,"Tube",4,5.096963708,3.948549611,6,0.650809006855431,"Low","Obsv","Y"
11,"Tube",4,6.647755719,3.998680871,6,0.763813383304045,"Low","Obsv","Y"
11,"Tube",4,6.655671286,3.830475088,6,0.763698813151452,"Low","Obsv","Y"
11,"Tube",4,5.26583044,3.637202686,6,0.66204918598955,"Low","Obsv","Y"
11,"Tube",4,5.978890372,3.669525901,6,0.714058855134712,"Low","Obsv","Y"
11,"Tube",4,6.424140973,1.875330228,7,0.867932845965276,"Low","Obsv","Y"
11,"Tube",4,6.582452298,2.0692616,7,0.856008851721428,"Low","Obsv","Y"
11,"Tube",4,4.456463792,1.701846741,8,0.98250679063525,"Low","Obsv","N"
11,"Tube",4,5.086410279,2.006596041,8,0.933204240031748,"Low","Obsv","N"
11,"Tube",4,4.864774424,1.750660059,8,0.95283285765202,"Low","Obsv","N"
11,"Tube",4,5.680077747,1.671504397,8,0.902253100181649,"Low","Obsv","N"
11,"Tube",4,5.355539531,1.689973392,8,0.921133972645405,"Low","Obsv","N"
11,"Tube",5,2.846430736,1.697188652,2,0.154047141317528,"Low","Obsv","N"
11,"Tube",5,2.91997074,2.099495732,2,0.164024757543211,"Low","Obsv","N"
11,"Tube",5,3.129776045,1.852200166,2,0.140381454337386,"Low","Obsv","N"
11,"Tube",5,2.457821563,2.153569264,2,0.192523577015211,"Low","Obsv","N"
11,"Tube",5,2.589040723,1.805335717,2,0.173903871840587,"Low","Obsv","N"
11,"Tube",5,1.91131984,1.840663037,2,0.223011941897453,"Low","Obsv","N"
11,"Tube",5,3.259552522,2.07714606,2,0.152557368983433,"Low","Obsv","N"
11,"Tube",5,2.971881331,1.894016309,2,0.150835066699536,"Low","Obsv","N"
11,"Tube",5,3.030280745,1.697188652,2,0.14079285722303,"Low","Obsv","N"
11,"Tube",5,2.385724241,1.689257146,2,0.18749545249828,"Low","Obsv","N"
11,"Tube",5,2.421773984,2.090123707,2,0.192572370236891,"Low","Obsv","N"
11,"Tube",5,2.11607684,1.918528923,2,0.209361379968086,"Low","Obsv","N"
11,"Tube",5,1.522710667,1.766402773,2,0.250644983295272,"Low","Obsv","N"
11,"Tube",5,0.916366847,2.334536073,3,0.30680754744928,"Low","Obsv","Y"
11,"Tube",5,1.178803002,2.44700902,3,0.296393608100988,"Low","Obsv","Y"
11,"Tube",5,1.334534775,2.793079626,3,0.317305548784208,"Low","Obsv","Y"
11,"Tube",5,1.141312741,2.198991031,3,0.288295292323148,"Low","Obsv","Y"
11,"Tube",5,1.049026525,2.91997074,3,0.331342186671845,"Low","Obsv","Y"
11,"Tube",5,1.054795089,3.199712588,3,0.350371921323771,"Low","Obsv","Y"
11,"Tube",5,1.34030334,3.358327562,3,0.358461942718868,"Low","Obsv","Y"
11,"Tube",5,2.237201552,4.0937276,4,0.450079854637839,"Low","Obsv","Y"
11,"Tube",5,1.793078328,3.721701698,4,0.4097617055651,"Low","Obsv","Y"
11,"Tube",5,1.536408574,3.963951123,4,0.40566124982584,"Low","Obsv","Y"
11,"Tube",5,1.919971605,4.113914331,4,0.431875743184111,"Low","Obsv","Y"
11,"Tube",5,2.263156847,3.912040532,4,0.446555364923579,"Low","Obsv","Y"
11,"Tube",5,3.718816335,4.028839361,5,0.551861135814765,"Low","Obsv","N"
11,"Tube",5,3.672674308,4.135543744,5,0.550084493519335,"Low","Obsv","N"
11,"Tube",5,3.012977215,4.108868189,5,0.503023644627349,"Low","Obsv","N"
11,"Tube",5,6.413120921,4.046142892,6,0.747029548965968,"Low","Obsv","Y"
11,"Tube",5,4.957461434,3.682048496,6,0.639605136933932,"Low","Obsv","Y"
11,"Tube",5,6.140590319,4.078587011,6,0.727454078598183,"Low","Obsv","Y"
11,"Tube",5,5.580388525,4.065609363,6,0.68672131867779,"Low","Obsv","Y"
11,"Tube",5,6.736119432,3.720259017,6,0.76932169460076,"Low","Obsv","Y"
11,"Tube",5,5.306415241,4.065609363,6,0.666865221267658,"Low","Obsv","Y"
11,"Tube",5,6.441959417,3.913483214,6,0.748434190602766,"Low","Obsv","Y"
11,"Tube",5,5.831289714,3.669791107,6,0.7032978465124,"Low","Obsv","Y"
11,"Tube",5,6.39293419,2.586877781,7,0.816245972669382,"Low","Obsv","Y"
11,"Tube",5,6.381397061,2.846430736,7,0.797501743421825,"Low","Obsv","Y"
11,"Tube",5,6.37851386,3.198269907,7,0.772810946726766,"Low","Obsv","Y"
11,"Tube",5,6.407352357,2.142754558,7,0.848431553676857,"Low","Obsv","Y"
11,"Tube",5,6.333092093,1.781543362,7,0.87414563432052,"Low","Obsv","Y"
11,"Tube",5,6.427541251,3.025234603,7,0.785876112045953,"Low","Obsv","Y"
11,"Tube",5,5.426099434,1.75991395,8,0.914243285976254,"Low","Obsv","N"
11,"Tube",5,5.529920616,2.033887234,8,0.90089700330933,"Low","Obsv","N"
11,"Tube",5,5.103098759,1.736841855,8,0.936619267346914,"Low","Obsv","N"
11,"Tube",5,4.674116125,1.917808664,8,0.963860206226417,"Low","Obsv","N"
11,"Tube",5,4.273085848,1.893140252,8,0.993074385107872,"Low","Obsv","N"
11,"Tube",5,5.75774971,1.696468393,8,0.896852767095991,"Low","Obsv","N"
11,"Tube",7,2.821409409,2.08592535,2,0.168259576356587,"Low","Obsv","N"
11,"Tube",7,2.852513608,1.896708787,2,0.15822228979513,"Low","Obsv","N"
11,"Tube",7,2.419648134,1.682218118,2,0.185001000680615,"Low","Obsv","N"
11,"Tube",7,2.844737558,1.748963841,2,0.154813116101824,"Low","Obsv","N"
11,"Tube",7,2.453343701,2.112494168,2,0.191304085800835,"Low","Obsv","N"
11,"Tube",7,1.986780715,2.161741835,2,0.223671707787161,"Low","Obsv","N"
11,"Tube",7,3.075427683,1.668610031,2,0.137221920429092,"Low","Obsv","N"
11,"Tube",7,2.795489891,1.671203344,2,0.157589941744338,"Low","Obsv","N"
11,"Tube",7,2.717729393,2.036677683,2,0.171961718046925,"Low","Obsv","N"
11,"Tube",7,2.901763219,2.163685848,2,0.168513424850061,"Low","Obsv","N"
11,"Tube",7,2.637377527,1.677035381,2,0.169125065537086,"Low","Obsv","N"
11,"Tube",7,2.671073095,2.161741835,2,0.180155580686051,"Low","Obsv","N"
11,"Tube",7,1.314152411,3.29250972,3,0.353745372005804,"Low","Obsv","Y"
11,"Tube",7,0.977190902,3.569854199,3,0.377860337616832,"Low","Obsv","Y"
11,"Tube",7,0.946734059,2.134525661,3,0.29601930419184,"Low","Obsv","Y"
11,"Tube",7,0.973950233,1.776827372,3,0.290626374520577,"Low","Obsv","Y"
11,"Tube",7,1.226671851,1.757387247,3,0.27214939223855,"Low","Obsv","Y"
11,"Tube",7,0.938958009,2.383359253,3,0.306752734947497,"Low","Obsv","Y"
11,"Tube",7,1.323872473,2.881026439,3,0.32375578044584,"Low","Obsv","Y"
11,"Tube",7,0.878693624,2.955546267,3,0.339413359485816,"Low","Obsv","Y"
11,"Tube",7,1.016071151,3.282140358,3,0.356951675044026,"Low","Obsv","Y"
11,"Tube",7,1.129471229,2.18118196,3,0.288986886826502,"Low","Obsv","Y"
11,"Tube",7,1.00311042,4.010497667,4,0.408447368389133,"Low","Obsv","Y"
11,"Tube",7,1.371176128,4.046786547,4,0.408602787772123,"Low","Obsv","Y"
11,"Tube",7,1.713322317,4.134914463,4,0.422998971250464,"Low","Obsv","Y"
11,"Tube",7,1.316743779,3.95347395,4,0.401855309967472,"Low","Obsv","Y"
11,"Tube",7,1.578538103,4.085666796,4,0.41498476128176,"Low","Obsv","Y"
11,"Tube",7,1.244167963,4.140099145,4,0.41566863350566,"Low","Obsv","Y"
11,"Tube",7,2.191549378,4.114826983,4,0.447952074160525,"Low","Obsv","Y"
11,"Tube",7,1.798858865,3.992354199,4,0.419394751616724,"Low","Obsv","Y"
11,"Tube",7,2.730690124,4.107050933,4,0.483416332171356,"Low","Obsv","Y"
11,"Tube",7,1.086055599,3.914593701,4,0.400521298171426,"Low","Obsv","Y"
11,"Tube",7,3.715655132,4.09992224,5,0.55260272087366,"Low","Obsv","N"
11,"Tube",7,3.790824261,3.646319984,5,0.554511852096008,"Low","Obsv","N"
11,"Tube",7,4.107050933,4.055857309,5,0.580105683530694,"Low","Obsv","N"
11,"Tube",7,4.381804044,4.063633359,5,0.599991777911821,"Low","Obsv","N"
11,"Tube",7,4.609900855,3.685200233,5,0.614273005860026,"Low","Obsv","N"
11,"Tube",7,4.078538103,3.74222395,5,0.575689632976798,"Low","Obsv","N"
11,"Tube",7,3.008034603,4.024105754,5,0.501050139881921,"Low","Obsv","N"
11,"Tube",7,3.242969251,4.049026092,5,0.51813437977813,"Low","Obsv","N"
11,"Tube",7,6.670554044,3.798600311,6,0.764696252789925,"Low","Obsv","Y"
11,"Tube",7,6.771642691,3.938569207,6,0.772538373146545,"Low","Obsv","Y"
11,"Tube",7,5.093312597,3.746759331,6,0.649633138752915,"Low","Obsv","Y"
11,"Tube",7,6.535769829,4.065577372,6,0.756060750905387,"Low","Obsv","Y"
11,"Tube",7,4.769309876,4.096681571,6,0.628300260279951,"Low","Obsv","Y"
11,"Tube",7,4.867807154,3.718248445,6,0.633132613121212,"Low","Obsv","Y"
11,"Tube",7,5.938310653,3.650855365,6,0.71108712849271,"Low","Obsv","Y"
11,"Tube",7,6.349144635,3.275013608,7,0.766820162078945,"Low","Obsv","Y"
11,"Tube",7,5.622083981,1.701658243,8,0.904168431302007,"Low","Obsv","N"
11,"Tube",7,5.640227449,1.701658243,8,0.90311087181702,"Low","Obsv","N"
11,"Tube",7,5.311041991,1.709434292,8,0.923398851332179,"Low","Obsv","N"
11,"Tube",7,5.69725311,2.082684681,8,0.888322403775888,"Low","Obsv","N"
11,"Tube",7,4.768015163,2.109900855,8,0.955847091522492,"Low","Obsv","N"
11,"Tube",7,5.870917574,1.966043935,8,0.878508202193016,"Low","Obsv","N"
11,"Tube",7,5.31881804,2.111197512,8,0.915700295193749,"Low","Obsv","N"
11,"Tube",8,3.118773946,2.082375479,2,0.155388164128714,"Low","Obsv","N"
11,"Tube",8,3.021072797,1.75862069,2,0.142736039382925,"Low","Obsv","N"
11,"Tube",8,2.515963602,1.944444444,2,0.181968009243678,"Low","Obsv","N"
11,"Tube",8,2.892720307,1.973180077,2,0.158941514561087,"Low","Obsv","N"
11,"Tube",8,2.584929119,1.717113027,2,0.173159540218304,"Low","Obsv","N"
11,"Tube",8,2.722222222,2.132183908,2,0.175911802927177,"Low","Obsv","N"
11,"Tube",8,1.199233716,2.477011494,3,0.297475871061205,"Low","Obsv","Y"
11,"Tube",8,1.268199234,2.685823755,3,0.310172963733307,"Low","Obsv","Y"
11,"Tube",8,1.095785441,2.195402299,3,0.291540897817152,"Low","Obsv","Y"
11,"Tube",8,0.998084291,3.109195402,3,0.345514043899183,"Low","Obsv","Y"
11,"Tube",8,0.975095785,2.153256705,3,0.294282386154627,"Low","Obsv","Y"
11,"Tube",8,0.892720307,2.164750958,3,0.306181616405267,"Low","Obsv","Y"
11,"Tube",8,0.992337165,2.938697318,3,0.334309633979295,"Low","Obsv","Y"
11,"Tube",8,1.295019157,3.114942529,3,0.3409229963677,"Low","Obsv","Y"
11,"Tube",8,1.005747126,3.440613027,3,0.36822720888241,"Low","Obsv","Y"
11,"Tube",8,1.003831418,4.091954023,4,0.414274701532991,"Low","Obsv","Y"
11,"Tube",8,1.534482759,4.072796935,4,0.412862525018056,"Low","Obsv","Y"
11,"Tube",8,1.639846743,3.714559387,4,0.39888859515494,"Low","Obsv","Y"
11,"Tube",8,1.057471264,3.894636015,4,0.399423833072569,"Low","Obsv","Y"
11,"Tube",8,1.90485249,4.118773946,4,0.431295598443541,"Low","Obsv","Y"
11,"Tube",8,3.700511494,3.634099617,5,0.547918200183373,"Low","Obsv","N"
11,"Tube",8,4.127074713,3.710727969,5,0.579133239905068,"Low","Obsv","N"
11,"Tube",8,3.575350575,4.03001341,5,0.541582714366499,"Low","Obsv","N"
11,"Tube",8,3.021072797,3.636653257,5,0.498382639079158,"Low","Obsv","N"
11,"Tube",8,3.334628694,3.718895801,5,0.521430846118491,"Low","Obsv","N"
11,"Tube",8,3.406768199,3.766921456,5,0.526900487175094,"Low","Obsv","N"
11,"Tube",8,3.537036398,3.802681992,5,0.536576036235902,"Low","Obsv","N"
11,"Tube",8,4.96743295,3.83652682,6,0.64077893875049,"Low","Obsv","Y"
11,"Tube",8,5.263729885,4.063856322,6,0.663758527526959,"Low","Obsv","Y"
11,"Tube",8,5.539591954,3.943806513,6,0.682941470085994,"Low","Obsv","Y"
11,"Tube",8,5.404214559,3.621967433,6,0.672135287923399,"Low","Obsv","Y"
11,"Tube",8,4.724775862,4.107279693,6,0.625195786484058,"Low","Obsv","Y"
11,"Tube",8,5.735632184,4.076628352,6,0.698062256071074,"Low","Obsv","Y"
11,"Tube",8,6.718390805,3.70817433,6,0.768013144621613,"Low","Obsv","Y"
11,"Tube",8,6.287356322,3.716475096,6,0.73660206956484,"Low","Obsv","Y"
11,"Tube",8,6.534482759,3.215197318,7,0.777576273587965,"Low","Obsv","Y"
11,"Tube",8,6.424649425,3.176883142,7,0.775596551747989,"Low","Obsv","Y"
11,"Tube",8,6.672413793,2.267561303,7,0.843917959667843,"Low","Obsv","Y"
11,"Tube",8,6.409323755,3.496168582,7,0.757104228890924,"Low","Obsv","Y"
11,"Tube",8,6.409323755,3.363346743,7,0.763437998773982,"Low","Obsv","Y"
11,"Tube",8,6.789909962,3.544699234,7,0.783120680681715,"Low","Obsv","Y"
11,"Tube",8,4.846743295,2.059386973,8,0.950266029576323,"Low","Obsv","N"
11,"Tube",8,5.911239464,1.779693487,8,0.884762347627671,"Low","Obsv","N"
11,"Tube",8,4.38697318,2.031289272,8,0.983851729341198,"Low","Obsv","N"
11,"Tube",8,5.844827586,1.72605364,8,0.890892647869176,"Low","Obsv","N"
11,"Tube",8,4.706896552,1.781609195,8,0.963387482462773,"Low","Obsv","N"
11,"Tube",8,5.293103448,2.101532567,8,0.917602240279853,"Low","Obsv","N"
11,"Tube",8,5.80906705,2.086206897,8,0.880202557810772,"Low","Obsv","N"
11,"Tube",9,2.00330221,2.118902439,2,0.221435249835379,"Low","Obsv","N"
11,"Tube",9,3.010670732,1.901042302,2,0.148980078190549,"Low","Obsv","N"
11,"Tube",9,2.825203887,1.705411585,2,0.155656351682287,"Low","Obsv","N"
11,"Tube",9,2.521594893,1.836890244,2,0.179220047057505,"Low","Obsv","N"
