"AntIDColNest","Colony","Nest","Day","ScaledX","ScaledY","Density","ToBrood","AntID","SFZ","Occur","SFZ_Area","Occur_Area"
"1_G,G,G,P_Tube",1,"Tube",4,3.061700049,1.590582528,"High",0.136552301400279,"G,G,G,P",1,6,0.216817,1.300902
"1_G,Lb,W,Y_Tube",1,"Tube",4,6.317758089,2.382308352,"High",0.415823388997404,"G,Lb,W,Y",0,7,0,1.517719
"1_G,P,G,G_Tube",1,"Tube",4,1.756422341,2.621254415,"High",0.0686181769717491,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,Lb,Lb_Tube",1,"Tube",4,4.548860717,3.218616898,"High",0.210963227454177,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",4,1.777820336,2.902996468,"High",0.0497643650177076,"G,W,W,P",3,4,0.650451,0.867268
"1_W,Lb,Db,B_Tube",1,"Tube",4,5.797075322,1.752854225,"High",0.502790354544541,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,O,O,W_Tube",1,"Tube",4,5.183664342,3.305990262,"High",0.269865644868181,"W,O,O,W",1,6,0.216817,1.300902
"1_W,P,O,Y_Tube",1,"Tube",4,4.725394178,3.072393697,"High",0.227189696256877,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",4,6.504990547,2.80670549,"High",0.394649913607461,"W,Y,O,Db",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",4,4.079886205,3.316689259,"High",0.168376835492623,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,B,O,Y_Tube",1,"Tube",4,3.817760764,3.245364392,"High",0.143712330290844,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,Db,P,O_Tube",1,"Tube",4,5.451139283,3.222179664,"High",0.294199248829957,"Y,Db,P,O",0,7,0,1.517719
"1_Y,Lb,G,W_Tube",1,"Tube",4,2.753210502,3.170471409,"High",0.0452275397373458,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,O,G,G_Tube",1,"Tube",4,1.893722577,2.765690882,"High",0.0509950421145834,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",4,3.311339761,3.04386482,"High",0.0969883546620509,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,P,B_Tube",1,"Tube",4,4.49001623,3.090228926,"High",0.205435685374426,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,P,W,O_Tube",1,"Tube",4,6.398000571,2.619473032,"High",0.39848110982327,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,Y,Lb,O_Tube",1,"Tube",4,4.103065584,3.154422912,"High",0.169692494517295,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,G,G,P_Tube",1,"Tube",5,4.016547872,3.267140071,"High",0.162490423572299,"G,G,G,P",1,6,0.216817,1.300902
"1_G,Lb,W,Y_Tube",1,"Tube",5,5.864657801,3.139480496,"High",0.332606140300659,"G,Lb,W,Y",0,7,0,1.517719
"1_G,P,G,G_Tube",1,"Tube",5,1.875886525,3.044326241,"High",0.036536757781999,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,Lb,Lb_Tube",1,"Tube",5,4.359338652,3.154845745,"High",0.193693953063359,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",5,2.322695035,3.279551418,"High",0.0142602080287675,"G,W,W,P",3,4,0.650451,0.867268
"1_W,Lb,Db,B_Tube",1,"Tube",5,6.205673759,1.582742908,"High",0.488433704639469,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,O,O,W_Tube",1,"Tube",5,2.764184397,1.712765957,"High",0.107225372283157,"W,O,O,W",1,6,0.216817,1.300902
"1_W,P,O,Y_Tube",1,"Tube",5,3.774822695,3.095744681,"High",0.139800336403681,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",5,2.485815603,1.671985816,"High",0.0831586991143098,"W,Y,O,Db",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",5,5.673758865,1.705673759,"High",0.515295742956636,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,Db,P,O_Tube",1,"Tube",5,4.22931383,3.088652482,"High",0.181745686851016,"Y,Db,P,O",0,7,0,1.517719
"1_Y,Lb,G,W_Tube",1,"Tube",5,5.923758865,3.283687943,"High",0.338327208024751,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,O,G,G_Tube",1,"Tube",5,1.90070922,2.199764184,"High",0.102147389022016,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",5,5.387707447,3.329787234,"High",0.289132536046879,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,P,B_Tube",1,"Tube",5,4.539007092,3.29787234,"High",0.210784928659719,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,P,W,O_Tube",1,"Tube",5,6.464539007,3.333333333,"High",0.388384352522809,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",5,6.381796099,2.212175532,"High",0.432873595586031,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",5,1.973994681,2.35106383,"High",0.0879588643062309,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,G,G,P_Tube",1,"Tube",6,4.787159091,3.059161255,"High",0.238705951383279,"G,G,G,P",1,6,0.216817,1.300902
"1_G,Lb,W,Y_Tube",1,"Tube",6,5.191201299,1.715367965,"High",0.564083533339269,"G,Lb,W,Y",0,7,0,1.517719
"1_G,P,G,G_Tube",1,"Tube",6,2.141055195,3.055557359,"High",0.00739831217841321,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,W,P_Tube",1,"Tube",6,3.026699134,3.228717532,"High",0.0769978834158301,"G,W,W,P",3,4,0.650451,0.867268
"1_W,Lb,Db,B_Tube",1,"Tube",6,6.394301948,2.467532468,"High",0.416390460753155,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,P,O,Y_Tube",1,"Tube",6,2.963566017,1.661255411,"High",0.120082642418346,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",6,3.425324675,1.783912338,"High",0.161284054893546,"W,Y,O,Db",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",6,3.376623377,3.069983766,"High",0.108549820054841,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,Db,P,O_Tube",1,"Tube",6,2.846320346,3.039323593,"High",0.0598956433922285,"Y,Db,P,O",0,7,0,1.517719
"1_Y,Lb,G,W_Tube",1,"Tube",6,3.964648268,3.21969697,"High",0.163078277224727,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,O,G,G_Tube",1,"Tube",6,1.960681818,2.031022727,"High",0.111396428694366,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",6,5.084778139,3.300865801,"High",0.266717607833744,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,P,B_Tube",1,"Tube",6,6.125541126,3.216087662,"High",0.362309989554258,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,P,W,O_Tube",1,"Tube",6,6.589107143,2.658728355,"High",0.413995086467831,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",6,5.928933983,1.829004329,"High",0.495213690717582,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",6,3.106964286,1.574675325,"High",0.134689546722101,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,G,G,P_Tube",1,"Tube",7,3.07483731,3.204989154,"High",0.0763775480596533,"G,G,G,P",1,6,0.216817,1.300902
"1_G,Lb,W,Y_Tube",1,"Tube",7,3.286334056,3.215835141,"High",0.0958929928026811,"G,Lb,W,Y",0,7,0,1.517719
"1_G,W,Lb,Lb_Tube",1,"Tube",7,4.19197397,3.085683297,"High",0.179016607661117,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",7,2.413232104,3.142624729,"High",0.0150978879228321,"G,W,W,P",3,4,0.650451,0.867268
"1_W,Lb,Db,B_Tube",1,"Tube",7,6.610629067,1.922451193,"High",0.465770091973219,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,O,O,W_Tube",1,"Tube",7,2.913953362,1.672087852,"High",0.119665742726174,"W,O,O,W",1,6,0.216817,1.300902
"1_W,P,O,Y_Tube",1,"Tube",7,3.893709328,3.034164859,"High",0.151648026951201,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",7,2.087852495,1.643167028,"High",0.15200558774752,"W,Y,O,Db",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",7,4.853579176,3.036876356,"High",0.240157802520717,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,B,O,Y_Tube",1,"Tube",7,1.922451193,1.998373102,"High",0.118754763211139,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,Lb,G,W_Tube",1,"Tube",7,2.429501085,2.985357918,"High",0.0201489287027907,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,O,G,G_Tube",1,"Tube",7,1.914316703,2.678958785,"High",0.0562595910323414,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",7,2.334598698,3.294468547,"High",0.0183896706417189,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,W,O_Tube",1,"Tube",7,6.296095445,2.426789588,"High",0.412388557242414,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",7,2.293926247,3.001626898,"High",0.0109683489086979,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",7,3.560195228,3.06670282,"High",0.120770706320329,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,Lb,W,Y_Tube",1,"Tube",8,3.758345851,3.10681867,"High",0.13849277964557,"G,Lb,W,Y",0,7,0,1.517719
"1_G,P,G,G_Tube",1,"Tube",8,3.163447783,3.147353362,"High",0.0836281097232091,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,W,P_Tube",1,"Tube",8,2.582260372,3.163447783,"High",0.0302294801528797,"G,W,W,P",3,4,0.650451,0.867268
"1_W,Lb,Db,B_Tube",1,"Tube",8,6.203505007,1.732832618,"High",0.474766770680752,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,P,O,Y_Tube",1,"Tube",8,4.985693848,3.032308655,"High",0.251881622153583,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",8,2.778969957,1.680972818,"High",0.107991514247945,"W,Y,O,Db",1,6,0.216817,1.300902
"1_Y,B,O,Y_Tube",1,"Tube",8,6.35193133,1.739985694,"High",0.475234218284151,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,Db,P,O_Tube",1,"Tube",8,2.4481402,3.276108727,"High",0.0227697156139963,"Y,Db,P,O",0,7,0,1.517719
"1_Y,Lb,G,W_Tube",1,"Tube",8,6.319742489,2.950643777,"High",0.375189233324569,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,P,W,O_Tube",1,"Tube",8,6.587982833,2.988197425,"High",0.39980397133023,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",8,2.233547926,3.022174535,"High",0.00923122665628145,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_G,G,G,P_Tube",1,"Tube",9,3.188878657,3.289994583,"High",0.0889847039858602,"G,G,G,P",1,6,0.216817,1.300902
"1_G,P,G,G_Tube",1,"Tube",9,4.642470206,3.257491874,"High",0.222295645142043,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,Lb,Lb_Tube",1,"Tube",9,1.895991333,2.842183099,"High",0.042492829514692,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",9,1.820151679,2.462984832,"High",0.0776597348636541,"G,W,W,P",3,4,0.650451,0.867268
"1_W,Lb,Db,B_Tube",1,"Tube",9,6.53124052,1.859875406,"High",0.470190957375962,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,P,O,Y_Tube",1,"Tube",9,5.931744312,3.351392199,"High",0.341570376876643,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",9,4.530514626,3.344165764,"High",0.212541566933667,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,B,O,Y_Tube",1,"Tube",9,5.577827736,1.845433369,"High",0.524317524601062,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,O,G,G_Tube",1,"Tube",9,1.722643554,2.517156013,"High",0.0764769234720242,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",9,5.913689057,1.762367281,"High",0.494827069445235,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,P,B_Tube",1,"Tube",9,5.158900325,3.318889491,"High",0.270196308921925,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,W,Db,Lb_Tube",1,"Tube",9,2.564100758,3.091370531,"High",0.0305333754540921,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_G,G,G,P_Tube",1,"Tube",10,2.773268398,3.249458874,"High",0.0440889337362555,"G,G,G,P",1,6,0.216817,1.300902
"1_G,Lb,W,Y_Tube",1,"Tube",10,6.423160173,3.143939394,"High",0.380110228265392,"G,Lb,W,Y",0,7,0,1.517719
"1_G,P,G,G_Tube",1,"Tube",10,4.537337662,3.281926407,"High",0.206390744392936,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,Lb,Lb_Tube",1,"Tube",10,1.829004329,3.233225108,"High",0.0444061644718563,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",10,2.521645022,3.192640693,"High",0.0203064425100333,"G,W,W,P",3,4,0.650451,0.867268
"1_W,O,O,W_Tube",1,"Tube",10,1.850649351,1.525974026,"High",0.168916624298305,"W,O,O,W",1,6,0.216817,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",10,2.307900433,1.582792208,"High",0.0771038173797644,"W,Y,O,Db",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",10,5.229978355,3.38474026,"High",0.270803114715913,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,B,O,Y_Tube",1,"Tube",10,6.130952381,1.891233766,"High",0.456088590967586,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,O,G,G_Tube",1,"Tube",10,4.991883117,3.403679654,"High",0.249054706617369,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,P,P,B_Tube",1,"Tube",10,4.320887446,3.346861472,"High",0.186912083784036,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,P,W,O_Tube",1,"Tube",10,1.920995671,1.918290043,"High",0.13238380510769,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",10,2.042748918,2.213203463,"High",0.105486857738942,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",10,2.443181818,1.801948052,"High",0.0812017241518284,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,P,G,G_Tube",1,"Tube",11,5.23912082,3.250631068,"High",0.28955974106537,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,Lb,Lb_Tube",1,"Tube",11,5.170803668,3.08881877,"High",0.282954537249722,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",11,1.860841424,3.012405609,"High",0.0241295825782312,"G,W,W,P",3,4,0.650451,0.867268
"1_W,P,O,Y_Tube",1,"Tube",11,2.262675297,1.677454153,"High",0.0511236132615566,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",11,5.515102481,3.036677454,"High",0.314789508316136,"W,Y,O,Db",1,6,0.216817,1.300902
"1_Y,Db,P,O_Tube",1,"Tube",11,4.012944984,3.176914779,"High",0.1762163999105,"Y,Db,P,O",0,7,0,1.517719
"1_Y,Lb,G,W_Tube",1,"Tube",11,2.117044229,3.017799353,"High",0.00827148309527596,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,O,G,G_Tube",1,"Tube",11,2.737324703,3.025889968,"High",0.0588492989569505,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",11,1.661272923,2.419093851,"High",0.0759004493760475,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,P,B_Tube",1,"Tube",11,4.215210356,3.109492988,"High",0.194763067212275,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,P,W,O_Tube",1,"Tube",11,6.253144552,1.875226537,"High",0.475901430224941,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",11,4.926283711,3.214670982,"High",0.260575259482712,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",11,4.95864617,3.042071197,"High",0.26343811920723,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,Lb,W,Y_Tube",1,"Tube",12,3.060064935,3.108766234,"High",0.0905455163926688,"G,Lb,W,Y",0,7,0,1.517719
"1_G,W,Lb,Lb_Tube",1,"Tube",12,1.829004329,3.092532468,"High",0.0231120532017906,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",12,2.113095238,3.095238095,"High",0.00339570728090657,"G,W,W,P",3,4,0.650451,0.867268
"1_W,P,O,Y_Tube",1,"Tube",12,6.393398268,2.348484848,"High",0.43782497999002,"W,P,O,Y",2,6,0.433634,1.300902
"1_W,Y,O,Db_Tube",1,"Tube",12,2.432359307,1.596320346,"High",0.0670534297373911,"W,Y,O,Db",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",12,4.439935065,3.222402597,"High",0.218138604058253,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,B,O,Y_Tube",1,"Tube",12,3.203463203,3.060064935,"High",0.103876671903428,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,Db,P,O_Tube",1,"Tube",12,5.649350649,1.799242424,"High",0.532420989314609,"Y,Db,P,O",0,7,0,1.517719
"1_Y,O,G,G_Tube",1,"Tube",12,2.694805195,3.249458874,"High",0.0582997360143193,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,O,P,P_Tube",1,"Tube",12,6.28517316,2.962662338,"High",0.388408950144992,"Y,O,P,P",0,7,0,1.517719
"1_Y,P,P,B_Tube",1,"Tube",12,4.518398268,3.076298701,"High",0.225147826197726,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,P,W,O_Tube",1,"Tube",12,3.165584416,1.742424242,"High",0.129232614190641,"Y,P,W,O",2,5,0.433634,1.084085
"1_Y,W,Db,Lb_Tube",1,"Tube",12,6.255411255,2.278138528,"High",0.441279671864935,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",12,5.516774892,3.203463203,"High",0.317383034724001,"Y,Y,Lb,O",0,8,0,1.734536
"1_G,G,G,P_Tube",1,"Tube",13,6.35936551,3.07483731,"High",0.39229881303164,"G,G,G,P",1,6,0.216817,1.300902
"1_G,P,G,G_Tube",1,"Tube",13,4.855385033,3.063991323,"High",0.253513422353899,"G,P,G,G",1,6,0.216817,1.300902
"1_G,W,Lb,Lb_Tube",1,"Tube",13,4.497467462,3.233909978,"High",0.220864934698101,"G,W,Lb,Lb",2,4,0.433634,0.867268
"1_G,W,W,P_Tube",1,"Tube",13,2.443964208,3.148953362,"High",0.0314219353070527,"G,W,W,P",3,4,0.650451,0.867268
"1_W,O,O,W_Tube",1,"Tube",13,1.655818872,1.82393167,"High",0.126521698883319,"W,O,O,W",1,6,0.216817,1.300902
"1_W,Y,Y,W_Tube",1,"Tube",13,1.869126898,3.246567245,"High",0.0263421941480713,"W,Y,Y,W",2,7,0.433634,1.517719
"1_Y,B,O,Y_Tube",1,"Tube",13,1.930585683,1.719088937,"High",0.132456739217115,"Y,B,O,Y",2,5,0.433634,1.084085
"1_Y,Lb,G,W_Tube",1,"Tube",13,1.753432755,2.651843818,"High",0.0523773932378163,"Y,Lb,G,W",1,6,0.216817,1.300902
"1_Y,O,G,G_Tube",1,"Tube",13,2.035428416,3.130873102,"High",0.00767816068584322,"Y,O,G,G",3,5,0.650451,1.084085
"1_Y,P,P,B_Tube",1,"Tube",13,4.30947397,3.118221258,"High",0.203137335695245,"Y,P,P,B",1,3,0.216817,0.650451
"1_Y,W,Db,Lb_Tube",1,"Tube",13,1.634126898,2.568693059,"High",0.0651899700306977,"Y,W,Db,Lb",2,7,0.433634,1.517719
"1_Y,Y,Lb,O_Tube",1,"Tube",13,2.082429501,3.011567245,"High",0.00771268195399658,"Y,Y,Lb,O",0,8,0,1.734536
"1_W,O,O,W_Tube",1,"Tube",6,3.672440476,1.171536797,"High",0.199372842929255,"W,O,O,W",1,6,0.216817,1.300902
"1_W,Lb,Db,B_Tube",1,"Tube",10,3.982683983,1.001082251,"High",0.241358015177216,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_Y,Db,P,O_Tube",1,"Tube",10,3.961038961,0.784632035,"High",0.254423597247667,"Y,Db,P,O",0,7,0,1.517719
"1_W,Lb,Db,B_Tube",1,"Tube",11,3.757642934,0.68680151,"High",0.236243336309606,"W,Lb,Db,B",1,5,0.216817,1.084085
"1_W,Y,Y,W_Tube",1,"Tube",11,3.863716289,1.316073355,"High",0.201630095850086,"W,Y,Y,W",2,7,0.433634,1.517719
"1_W,O,O,W_Tube",1,"Tube",12,3.766233766,0.55465368,"High",0.246754764859968,"W,O,O,W",1,6,0.216817,1.300902
"2_W,Db,Lb,Y_Tube",2,"Tube",4,2.5,1.286919831,"High",0.44514339347904,"W,Db,Lb,Y",2,5,0.129814,0.324535
"2_W,P,W,P_Tube",2,"Tube",4,4.507735584,0.972222222,"High",0.20568518344735,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,G,B_Tube",2,"Tube",4,2.70745429,0.903656821,"High",0.41034064705749,"W,Y,G,B",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",4,4.61673699,1.921589311,"High",0.027559652109156,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",5,3.105095541,1.937367304,"High",0.29607021762683,"W,B,O,G",2,5,0.129814,0.324535
"2_W,Y,G,B_Tube",2,"Tube",5,4.662066525,2.013446568,"High",0.0348770183679388,"W,Y,G,B",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",5,4.902689314,1.992215145,"High",0.0211074876632022,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",6,3.934695208,1.832862932,"High",0.154323506594559,"W,B,O,G",2,5,0.129814,0.324535
"2_W,P,Lb,Lb_Tube",2,"Tube",6,3.927647992,1.851656096,"High",0.155665421305024,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,P,W,P_Tube",2,"Tube",6,2.635658915,1.809372798,"High",0.377531206830489,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",6,5.014094433,1.36187456,"High",0.0824482313826943,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",7,4.986998227,1.498817376,"High",0.0859021316869132,"W,B,O,G",2,5,0.129814,0.324535
"2_W,P,Lb,Lb_Tube",2,"Tube",7,5.095744681,1.861702128,"High",0.0779438480121074,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,Y,G,B_Tube",2,"Tube",7,4.179078014,1.819148936,"High",0.079936423477426,"W,Y,G,B",1,6,0.064907,0.389442
"2_W,B,O,G_Tube",2,"Tube",8,2.542372881,1.816737288,"High",0.360079337306973,"W,B,O,G",2,5,0.129814,0.324535
"2_W,P,Lb,Lb_Tube",2,"Tube",8,3.13029661,1.86970339,"High",0.259116758973326,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,P,W,P_Tube",2,"Tube",8,5,1.530720339,"High",0.0840504992692533,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",8,5.015889831,1.848516949,"High",0.0651645956063478,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",9,5.030077849,1.383581033,"High",0.113527555770673,"W,B,O,G",2,5,0.129814,0.324535
"2_W,Db,Lb,Y_Tube",2,"Tube",9,3.366949752,0.97841472,"High",0.490636139849823,"W,Db,Lb,Y",2,5,0.129814,0.324535
"2_W,P,Lb,Lb_Tube",2,"Tube",9,4.308209483,1.850672328,"High",0.0525968891492958,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,P,W,P_Tube",2,"Tube",9,4.032200991,1.794055202,"High",0.100478450753801,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,G,B_Tube",2,"Tube",9,3.161712668,0.943029016,"High",0.457608120039398,"W,Y,G,B",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",9,5.047770701,1.178343949,"High",0.147314120028477,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",10,2.531847134,1.703821656,"High",0.361938027882698,"W,B,O,G",2,5,0.129814,0.324535
"2_W,P,Lb,Lb_Tube",2,"Tube",10,3.03668259,1.842415074,"High",0.274238683845905,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,P,W,P_Tube",2,"Tube",10,4.962845011,1.193087403,"High",0.138750683457916,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",10,3.521466737,1.853621727,"High",0.190905151223678,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",11,2.573005698,1.501068376,"High",0.395541284858004,"W,B,O,G",2,5,0.129814,0.324535
"2_W,P,W,P_Tube",2,"Tube",11,4.403490028,1.762820513,"High",0.0440813619417945,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",11,4.186253561,1.727207977,"High",0.0807640472673598,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,B,O,G_Tube",2,"Tube",12,2.722457627,1.77789548,"High",0.342573345718654,"W,B,O,G",2,5,0.129814,0.324535
"2_W,P,Lb,Lb_Tube",2,"Tube",12,4.480932203,1.735522599,"High",0.0467436280382352,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,P,W,P_Tube",2,"Tube",12,5.049435028,0.990466102,"High",0.166909392444939,"W,P,W,P",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",12,5.060028249,1.876765537,"High",0.0596345820008518,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,P,Lb,Lb_Tube",2,"Tube",13,2.503546099,1.430851064,"High",0.40782652182799,"W,P,Lb,Lb",1,6,0.064907,0.389442
"2_W,Y,Y,W_Tube",2,"Tube",13,5.033687943,1.576241135,"High",0.0884795812495923,"W,Y,Y,W",2,6,0.129814,0.389442
"2_W,Db,Lb,Y_Tube",2,"Tube",5,3.64118896,0.774946921,"High",0.586620854563938,"W,Db,Lb,Y",2,5,0.129814,0.324535
"2_W,Db,Lb,Y_Tube",2,"Tube",6,3.544749824,0.340028189,"High",0.637982472091468,"W,Db,Lb,Y",2,5,0.129814,0.324535
