"AntIDColNest","Colony","Nest","Day","ScaledX","ScaledY","Density","ToBrood","AntID","SFZ","Occur","SFZ_Area","Occur_Area"
"14_O,O,S,Y_Tube",14,"Tube",2,5.377928949,1.878306878,"Low",0.232443304557654,"O,O,S,Y",2,6,0.889364,2.668092
"14_Db,O,S,G_Tube",14,"Tube",3,3.520738204,1.571537291,"Low",0.496395838675332,"Db,O,S,G",1,7,0.444682,3.112774
"14_Db,S,Y,G_Tube",14,"Tube",3,3.084094368,1.945395738,"Low",0.460118273271441,"Db,S,Y,G",2,5,0.889364,2.22341
"14_O,Db,P,Y_Tube",14,"Tube",3,1.978057458,1.984398782,"Low",0.391694224273035,"O,Db,P,Y",0,7,0,3.112774
"14_O,O,Y,S_Tube",14,"Tube",3,2.890030441,2.288812785,"Low",0.444675520956585,"O,O,Y,S",1,7,0.444682,3.112774
"14_P,W,W,G_Tube",14,"Tube",3,2.481607686,2.038940259,"Low",0.421165644589987,"P,W,W,G",2,6,0.889364,2.668092
"14_P,W,Y,Y_Tube",14,"Tube",3,1.620053272,2.09760274,"Low",0.367868855069599,"P,W,Y,Y",2,7,0.889364,3.112774
"14_Db,P,O,O_Tube",14,"Tube",3,0.959855403,3.414193303,"Low",0.369993846267493,"Db,P,O,O",1,6,0.444682,2.668092
"14_Db,W,S,O_Tube",14,"Tube",3,1.286149163,4.446347032,"Low",0.309662779802756,"Db,W,S,O",2,4,0.889364,1.778728
"14_Lb,Db,S,G_Tube",14,"Tube",3,1.946347032,4.178082192,"Low",0.267331857154078,"Lb,Db,S,G",2,5,0.889364,2.22341
"14_O,Lb,S,S_Tube",14,"Tube",3,2.192732116,4.472983257,"Low",0.251668447156,"O,Lb,S,S",0,7,0,3.112774
"14_Db,O,Y,W_Tube",14,"Tube",3,4.04870624,4.615677321,"Low",0.134018324335419,"Db,O,Y,W",1,5,0.444682,2.22341
"14_Lb,P,P,O_Tube",14,"Tube",3,2.922374429,4.537671233,"Low",0.205231248982528,"Lb,P,P,O",2,4,0.889364,1.778728
"14_O,G,S,P_Tube",14,"Tube",3,3.411339422,4.347412481,"Low",0.173361676379275,"O,G,S,P",2,5,0.889364,2.22341
"14_O,Y,O,S_Tube",14,"Tube",3,3.992579909,4.364535769,"Low",0.136150000306171,"O,Y,O,S",1,5,0.444682,2.22341
"14_P,P,W,W_Tube",14,"Tube",3,4.206621005,4.300799087,"Low",0.122372888699343,"P,P,W,W",2,7,0.889364,3.112774
"14_P,S,Y,W_Tube",14,"Tube",3,2.950913242,4.351217656,"Low",0.202866727534516,"P,S,Y,W",3,6,1.334046,2.668092
"14_Lb,G,P,Y_Tube",14,"Tube",3,5.888508371,4.57255137,"Low",0.0227121617556902,"Lb,G,P,Y",2,6,0.889364,2.668092
"14_O,G,G,Lb_Tube",14,"Tube",3,4.96194825,4.536402207,"Low",0.0754927268017683,"O,G,G,Lb",1,7,0.444682,3.112774
"14_O,O,S,Y_Tube",14,"Tube",3,5.246067352,4.224377854,"Low",0.0559787201179226,"O,O,S,Y",2,6,0.889364,2.668092
"14_O,Y,Y,Lb_Tube",14,"Tube",3,6.9206621,4.040144597,"Low",0.0541906400753471,"O,Y,Y,Lb",1,7,0.444682,3.112774
"14_P,P,Y,S_Tube",14,"Tube",3,5.339929604,4.474252283,"Low",0.0509722322693854,"P,P,Y,S",2,6,0.889364,2.668092
"14_O,Db,G,O_Tube",14,"Tube",3,7.162290715,2.746385084,"Low",0.128979510776721,"O,Db,G,O",1,5,0.444682,2.22341
"14_O,Db,S,W_Tube",14,"Tube",3,7.046232877,2.259322679,"Low",0.156765792829181,"O,Db,S,W",3,5,1.334046,2.22341
"14_O,G,P,S_Tube",14,"Tube",3,7.125190259,1.999619482,"Low",0.174116436915349,"O,G,P,S",1,7,0.444682,3.112774
"14_O,Lb,O,Y_Tube",14,"Tube",3,7.147070015,2.449581431,"Low",0.146632382350617,"O,Lb,O,Y",0,8,0,3.557456
"14_O,W,Y,G_Tube",14,"Tube",3,6.946347032,2.64174277,"Low",0.131458423251063,"O,W,Y,G",1,4,0.444682,1.778728
"14_O,Y,S,O_Tube",14,"Tube",3,7.247907154,2.882420091,"Low",0.123226558267037,"O,Y,S,O",2,3,0.889364,1.334046
"14_O,P,O,Db_Tube",14,"Tube",3,5.624048706,2.290715373,"Low",0.211902670818711,"O,P,O,Db",1,6,0.444682,2.668092
"14_O,S,S,Lb_Tube",14,"Tube",3,6.604832572,1.841704718,"Low",0.181952171469763,"O,S,S,Lb",2,5,0.889364,2.22341
"14_O,W,S,Db_Tube",14,"Tube",3,6.2956621,1.950152207,"Low",0.182363496542559,"O,W,S,Db",2,5,0.889364,2.22341
"14_Db,O,S,G_Tube",14,"Tube",4,2.702247191,2.185393258,"Low",0.424887284751191,"Db,O,S,G",1,7,0.444682,3.112774
"14_Db,P,O,O_Tube",14,"Tube",4,2.430088015,2.305243446,"Low",0.406761201571088,"Db,P,O,O",1,6,0.444682,2.668092
"14_Db,S,Y,G_Tube",14,"Tube",4,3.074906367,2.194756554,"Low",0.448541829909258,"Db,S,Y,G",2,5,0.889364,2.22341
"14_O,G,S,P_Tube",14,"Tube",4,2.45505618,1.963170412,"Low",0.41240434649558,"O,G,S,P",2,5,0.889364,2.22341
"14_O,Y,Y,Lb_Tube",14,"Tube",4,1.346441948,1.891385768,"Low",0.355560988799893,"O,Y,Y,Lb",1,7,0.444682,3.112774
"14_P,P,Y,S_Tube",14,"Tube",4,1.310861423,2.039325843,"Low",0.346420397565974,"P,P,Y,S",2,6,0.889364,2.668092
"14_P,W,Y,Y_Tube",14,"Tube",4,1.561797753,1.898876404,"Low",0.363882112140727,"P,W,Y,Y",2,7,0.889364,3.112774
"14_P,W,W,G_Tube",14,"Tube",4,0.900749064,2.906367041,"Low",0.394321575607147,"P,W,W,G",2,6,0.889364,2.668092
"14_Db,W,S,O_Tube",14,"Tube",4,0.800874532,4.152308989,"Low",0.332335113624796,"Db,W,S,O",2,4,0.889364,1.778728
"14_Db,Db,O,Lb_Tube",14,"Tube",4,3.940074906,4.275280899,"Low",0.131079611808046,"Db,Db,O,Lb",1,6,0.444682,2.668092
"14_O,Lb,O,Y_Tube",14,"Tube",4,3.277153558,4.311485019,"Low",0.173578788752023,"O,Lb,O,Y",0,8,0,3.557456
"14_O,O,Y,S_Tube",14,"Tube",4,2.846441948,4.518726592,"Low",0.201779443199622,"O,O,Y,S",1,7,0.444682,3.112774
"14_O,Y,O,S_Tube",14,"Tube",4,4.088014981,4.241573034,"Low",0.121615372003125,"O,Y,O,S",1,5,0.444682,2.22341
"14_P,P,W,W_Tube",14,"Tube",4,3.895131086,4.168539326,"Low",0.134125226202712,"P,P,W,W",2,7,0.889364,3.112774
"14_P,S,Y,W_Tube",14,"Tube",4,2.844569288,4.434456929,"Low",0.201549011954938,"P,S,Y,W",3,6,1.334046,2.668092
"14_Db,O,Y,W_Tube",14,"Tube",4,5.003121723,4.076779026,"Low",0.0641948056911692,"Db,O,Y,W",1,5,0.444682,2.22341
"14_O,G,G,Lb_Tube",14,"Tube",4,6.802747191,4.185393258,"Low",0.0526631971100349,"O,G,G,Lb",1,7,0.444682,3.112774
"14_O,O,W,W_Tube",14,"Tube",4,5.730337079,4.101123596,"Low",0.0197018049464979,"O,O,W,W",0,7,0,3.112774
"14_Lb,Db,P,Lb_Tube",14,"Tube",4,6.702870787,3.453807116,"Low",0.0850005244056546,"Lb,Db,P,Lb",2,3,0.889364,1.334046
"14_O,Db,G,O_Tube",14,"Tube",4,6.904494382,1.990636704,"Low",0.179633874408295,"O,Db,G,O",1,5,0.444682,2.22341
"14_O,Db,P,Y_Tube",14,"Tube",4,6.760299625,3.800874532,"Low",0.064122242400304,"O,Db,P,Y",0,7,0,3.112774
"14_O,S,S,Lb_Tube",14,"Tube",4,7.109863296,2.532458801,"Low",0.148311310674214,"O,S,S,Lb",2,5,0.889364,2.22341
"14_O,W,S,Db_Tube",14,"Tube",4,7.059925094,3.126717228,"Low",0.111392365579866,"O,W,S,Db",2,5,0.889364,2.22341
"14_O,W,Y,G_Tube",14,"Tube",4,6.895131086,2.837078652,"Low",0.125988962612497,"O,W,Y,G",1,4,0.444682,1.778728
"14_O,Y,S,O_Tube",14,"Tube",4,6.829588015,2.132958801,"Low",0.170030749911039,"O,Y,S,O",2,3,0.889364,1.334046
"14_Lb,Db,S,G_Tube",14,"Tube",4,5.431960674,1.96878839,"Low",0.235927249162775,"Lb,Db,S,G",2,5,0.889364,2.22341
"14_Lb,G,P,Y_Tube",14,"Tube",4,6.234082397,2.297752809,"Low",0.180615731745275,"Lb,G,P,Y",2,6,0.889364,2.668092
"14_O,Db,S,W_Tube",14,"Tube",4,6.507490637,2.177902622,"Low",0.170074959016742,"O,Db,S,W",3,5,1.334046,2.22341
"14_O,O,S,Y_Tube",14,"Tube",4,6.222846442,1.919475655,"Low",0.194304425055106,"O,O,S,Y",2,6,0.889364,2.668092
"14_O,P,O,Db_Tube",14,"Tube",4,5.294631086,2.235955056,"Low",0.24071973030754,"O,P,O,Db",1,6,0.444682,2.668092
"14_O,Lb,O,Y_Tube",14,"Tube",5,1.440095853,2.334291813,"Low",0.0423654386281345,"O,Lb,O,Y",0,8,0,3.557456
"14_P,P,W,W_Tube",14,"Tube",5,2.438094977,2.263006161,"Low",0.0243708872577053,"P,P,W,W",2,7,0.889364,3.112774
"14_P,S,Y,W_Tube",14,"Tube",5,2.923962972,2.332415874,"Low",0.0556467890501801,"P,S,Y,W",3,6,1.334046,2.668092
"14_O,G,P,S_Tube",14,"Tube",5,1.04614883,3.878188954,"Low",0.163018006784131,"O,G,P,S",1,7,0.444682,3.112774
"14_O,Lb,S,S_Tube",14,"Tube",5,0.95235192,2.073536402,"Low",0.0721069602514816,"O,Lb,S,S",0,7,0,3.112774
"14_P,W,W,G_Tube",14,"Tube",5,0.588419909,2.026637947,"Low",0.0955891704354707,"P,W,W,G",2,6,0.889364,2.668092
"14_Db,W,S,O_Tube",14,"Tube",5,0.881066268,4.110805291,"Low",0.178419408886202,"Db,W,S,O",2,4,0.889364,1.778728
"14_O,G,S,P_Tube",14,"Tube",5,1.235618589,4.138944365,"Low",0.0813346518846982,"O,G,S,P",2,5,0.889364,2.22341
"14_O,S,S,Lb_Tube",14,"Tube",5,1.661456561,4.105177477,"Low",0.108452568372051,"O,S,S,Lb",2,5,0.889364,2.22341
"14_O,W,S,Db_Tube",14,"Tube",5,1.492622123,4.221485646,"Low",0.0985564970036687,"O,W,S,Db",2,5,0.889364,2.22341
"14_Db,Db,O,Lb_Tube",14,"Tube",5,3.149075556,4.297147861,"Low",0.204331998705617,"Db,Db,O,Lb",1,6,0.444682,2.668092
"14_Lb,G,P,Y_Tube",14,"Tube",5,3.749375782,4.354677258,"Low",0.242976262273624,"Lb,G,P,Y",2,6,0.889364,2.668092
"14_O,Y,O,S_Tube",14,"Tube",5,3.882567394,4.409079466,"Low",0.251813687948032,"O,Y,O,S",1,5,0.444682,2.22341
"14_O,Y,Y,Lb_Tube",14,"Tube",5,4.173337816,4.51975982,"Low",0.271156804808564,"O,Y,Y,Lb",1,7,0.444682,3.112774
"14_Db,G,P,W_Tube",14,"Tube",5,5.441472041,4.142696241,"Low",0.350692816588004,"Db,G,P,W",1,6,0.444682,2.668092
"14_Lb,Db,P,Lb_Tube",14,"Tube",5,5.987370058,4.234617213,"Low",0.385771470400989,"Lb,Db,P,Lb",2,3,0.889364,1.334046
"14_Lb,Db,S,G_Tube",14,"Tube",5,5.088170972,4.479113867,"Low",0.329138706007047,"Lb,Db,S,G",2,5,0.889364,2.22341
"14_O,O,Y,S_Tube",14,"Tube",5,6.718985958,4.472861365,"Low",0.433304629248987,"O,O,Y,S",1,7,0.444682,3.112774
"14_Db,O,Y,W_Tube",14,"Tube",5,6.938470728,3.745622029,"Low",0.571623044253252,"Db,O,Y,W",1,5,0.444682,2.22341
"14_Db,S,Y,G_Tube",14,"Tube",5,7.178590818,2.755126658,"Low",0.634745994058531,"Db,S,Y,G",2,5,0.889364,2.22341
"14_Lb,P,P,O_Tube",14,"Tube",5,6.870936952,2.682591631,"Low",0.633890399746709,"Lb,P,P,O",2,4,0.889364,1.778728
"14_O,Db,S,W_Tube",14,"Tube",5,6.955978859,3.345422504,"Low",0.594335390606132,"O,Db,S,W",3,5,1.334046,2.22341
"14_O,G,G,Lb_Tube",14,"Tube",5,6.778391293,3.335418126,"Low",0.591659402395964,"O,G,G,Lb",1,7,0.444682,3.112774
"14_O,W,Y,G_Tube",14,"Tube",5,6.923463222,1.989743871,"Low",0.678298431728749,"O,W,Y,G",1,4,0.444682,1.778728
"14_O,Y,S,O_Tube",14,"Tube",5,6.803403177,2.39994965,"Low",0.65128811274332,"O,Y,S,O",2,3,0.889364,1.334046
"14_P,P,Y,S_Tube",14,"Tube",5,6.730866274,2.957727984,"Low",0.61526888299345,"P,P,Y,S",2,6,0.889364,2.668092
"14_P,W,Y,Y_Tube",14,"Tube",5,7.153578934,3.920710846,"Low",0.576705303937868,"P,W,Y,Y",2,7,0.889364,3.112774
"14_O,Db,P,Y_Tube",14,"Tube",5,6.300651738,1.847172567,"Low",0.693519694914039,"O,Db,P,Y",0,7,0,3.112774
"15_W,Db,S,O_Tube",15,"Tube",7,0.699720745,2.752026976,"Low",0.417093736420277,"W,Db,S,O",1,7,0.38668,2.70676
"15_W,Db,S,O_Tube",15,"Tube",10,7.106518283,3.087573529,"Low",0.746215028773535,"W,Db,S,O",1,7,0.38668,2.70676
"15_W,Db,S,O_Tube",15,"Tube",12,3.302180685,2.26635514,"Low",0.483742758168468,"W,Db,S,O",1,7,0.38668,2.70676
"17_G,Lb,W,Y_Tube",17,"Tube",3,3.652358855,2.288283063,"Low",0.0664008735703958,"G,Lb,W,Y",1,1,0.45573,0.45573
"17_R,S,G,G_Tube",17,"Tube",3,3.699729312,1.111755607,"Low",0.103063474076067,"R,S,G,G",2,5,0.91146,2.27865
"17_Y,Db,Lb,W_Tube",17,"Tube",3,3.492846094,1.971191029,"Low",0.058211272518128,"Y,Db,Lb,W",1,5,0.45573,2.27865
"17_Y,P,S,P_Tube",17,"Tube",3,3.640757927,0.795630317,"Low",0.120017953032214,"Y,P,S,P",1,6,0.45573,2.73438
"17_W,P,Db,G_Tube",17,"Tube",3,2.041763341,2.270881671,"Low",0.0354242344972441,"W,P,Db,G",2,4,0.91146,1.82292
"17_W,P,O,G_Tube",17,"Tube",3,2.041763341,2.270881671,"Low",0.0354242344972441,"W,P,O,G",2,6,0.91146,2.73438
"17_Y,P,W,O_Tube",17,"Tube",3,1.486852282,2.376256767,"Low",0.0709449090724748,"Y,P,W,O",1,6,0.45573,2.73438
"17_Y,G,O,Db_Tube",17,"Tube",3,2.608275329,4.704176334,"Low",0.209604991298153,"Y,G,O,Db",1,7,0.45573,3.19011
"17_Y,O,Y,Lb_Tube",17,"Tube",3,2.493232792,4.373549884,"Low",0.197653187627586,"Y,O,Y,Lb",2,3,0.91146,1.36719
"17_G,Db,Y,Y_Tube",17,"Tube",3,4.271718871,4.57012181,"Low",0.310351784298,"G,Db,Y,Y",2,5,0.91146,2.27865
"17_G,Lb,W,S_Tube",17,"Tube",3,3.325599381,4.32907966,"Low",0.24951327868012,"G,Lb,W,S",2,4,0.91146,1.82292
"17_Y,Db,G,Y_Tube",17,"Tube",3,2.949535963,4.61620263,"Low",0.228770677048946,"Y,Db,G,Y",2,5,0.91146,2.27865
"17_Y,Lb,Db,P_Tube",17,"Tube",3,4.333590487,4.316189095,"Low",0.312857037501404,"Y,Lb,Db,P",1,7,0.45573,3.19011
"17_Y,Lb,Lb,S_Tube",17,"Tube",3,3.729698376,4.446055684,"Low",0.275530563470445,"Y,Lb,Lb,S",2,6,0.91146,2.73438
"17_Y,Lb,W,G_Tube",17,"Tube",3,3.948182521,4.247873163,"Low",0.288426099163015,"Y,Lb,W,G",2,6,0.91146,2.73438
"17_Y,Y,Db,Db_Tube",17,"Tube",3,4.740268755,4.441865816,"Low",0.338919304535401,"Y,Y,Db,Db",1,6,0.45573,2.73438
"17_G,P,Y,Lb_Tube",17,"Tube",3,5.689611369,4.331656999,"Low",0.398252509087043,"G,P,Y,Lb",2,7,0.91146,3.19011
"17_W,O,O,Y_Tube",17,"Tube",3,6.818122583,4.400618716,"Low",0.469464897693963,"W,O,O,Y",1,5,0.45573,2.27865
"17_Y,Db,P,O_Tube",17,"Tube",3,6.734338747,4.773781903,"Low",0.465945214032831,"Y,Db,P,O",2,6,0.91146,2.73438
"17_G,G,W,W_Tube",17,"Tube",3,7.150682521,4.124773782,"Low",0.602250563695002,"G,G,W,W",1,8,0.45573,3.64584
"17_R,O,G,W_Tube",17,"Tube",3,6.73949536,4.146687935,"Low",0.578236464997949,"R,O,G,W",2,4,0.91146,1.82292
"17_Y,Db,S,Db_Tube",17,"Tube",3,7.181618329,3.726475251,"Low",0.616626353749487,"Y,Db,S,Db",1,7,0.45573,3.19011
"17_Y,G,S,G_Tube",17,"Tube",3,6.749806651,3.160609049,"Low",0.63876012854999,"Y,G,S,G",3,5,1.36719,2.27865
"17_Y,Db,Lb,W_Tube",17,"Tube",5,3.472222222,1.964453861,"Low",0.0564736698733598,"Y,Db,Lb,W",1,5,0.45573,2.27865
"17_Y,Db,S,Db_Tube",17,"Tube",5,1.719239642,2.331292373,"Low",0.0564534826469549,"Y,Db,S,Db",1,7,0.45573,3.19011
"17_G,P,Y,Lb_Tube",17,"Tube",5,1.862052731,4.246704331,"Low",0.157646941307597,"G,P,Y,Lb",2,7,0.91146,3.19011
"17_Y,G,Db,O_Tube",17,"Tube",5,2.502354049,4.68220339,"Low",0.203290663994828,"Y,G,Db,O",1,6,0.45573,2.73438
"17_Y,Lb,Db,P_Tube",17,"Tube",5,2.702448211,4.390301318,"Low",0.211298914548059,"Y,Lb,Db,P",1,7,0.45573,3.19011
"17_G,Db,Y,Y_Tube",17,"Tube",5,4.130572034,4.463276836,"Low",0.301212544178302,"G,Db,Y,Y",2,5,0.91146,2.27865
"17_Y,Db,G,Y_Tube",17,"Tube",5,2.897834275,4.566854991,"Low",0.225356493424396,"Y,Db,G,Y",2,5,0.91146,2.27865
"17_Y,P,S,P_Tube",17,"Tube",5,2.860169492,4.373822976,"Low",0.221027715918245,"Y,P,S,P",1,6,0.45573,2.73438
"17_Y,Db,P,O_Tube",17,"Tube",5,5.43079096,4.52212806,"Low",0.383131926075905,"Y,Db,P,O",2,6,0.91146,2.73438
"17_Y,G,O,Db_Tube",17,"Tube",5,6.254708098,4.647676554,"Low",0.435532045985782,"Y,G,O,Db",1,7,0.45573,3.19011
"17_G,G,W,W_Tube",17,"Tube",5,6.732580038,4.044256121,"Low",0.584118961537115,"G,G,W,W",1,8,0.45573,3.64584
"17_G,Lb,W,S_Tube",17,"Tube",5,6.671374765,3.109698682,"Low",0.642182892279993,"G,Lb,W,S",2,4,0.91146,1.82292
"17_W,P,O,G_Tube",17,"Tube",5,6.643126177,2.86252354,"Low",0.657757965076253,"W,P,O,G",2,6,0.91146,2.73438
"17_G,G,Y,S_Tube",17,"Tube",5,5.767419962,2.276365348,"Low",0.737064916950297,"G,G,Y,S",1,6,0.45573,2.73438
"17_W,G,G,W_Tube",17,"Tube",5,5.141242938,2.5,"Low",0.774491702187804,"W,G,G,W",1,6,0.45573,2.73438
"17_Y,G,S,G_Tube",17,"Tube",5,6.344161959,2.241054614,"Low",0.705279308935599,"Y,G,S,G",3,5,1.36719,2.27865
"17_Y,Lb,W,G_Tube",17,"Tube",5,5.995762712,2.026836158,"Low",0.730859085802025,"Y,Lb,W,G",2,6,0.91146,2.73438
"17_G,Lb,W,Y_Tube",17,"Tube",6,3.591533688,2.139849291,"Low",0.0623403043345758,"G,Lb,W,Y",1,1,0.45573,0.45573
"17_R,W,Y,Db_Tube",17,"Tube",6,3.388741135,1.888297872,"Low",0.0533214319252291,"R,W,Y,Db",2,3,0.91146,1.36719
"17_W,O,O,Y_Tube",17,"Tube",6,3.441932624,1.131797429,"Low",0.0959484645140204,"W,O,O,Y",1,5,0.45573,2.27865
"17_Y,O,Y,Lb_Tube",17,"Tube",6,3.775857713,0.995862145,"Low",0.111393978899039,"Y,O,Y,Lb",2,3,0.91146,1.36719
"17_W,G,G,W_Tube",17,"Tube",6,1.635638298,2.26433289,"Low",0.0611311964711931,"W,G,G,W",1,6,0.45573,2.73438
"17_Y,Db,Lb,W_Tube",17,"Tube",6,3.234707447,2.153147163,"Low",0.0398599627761921,"Y,Db,Lb,W",1,5,0.45573,2.27865
"17_Y,Db,S,Db_Tube",17,"Tube",6,1.990248227,2.406176862,"Low",0.0406860651565068,"Y,Db,S,Db",1,7,0.45573,3.19011
"17_Y,G,O,Db_Tube",17,"Tube",6,2.40396055,4.388297872,"Low",0.192506500860485,"Y,G,O,Db",1,7,0.45573,3.19011
"17_G,G,Y,S_Tube",17,"Tube",6,4.867021277,4.286347518,"Low",0.346631535409062,"G,G,Y,S",1,6,0.45573,2.73438
"17_G,P,Y,Lb_Tube",17,"Tube",6,3.568262411,4.342493351,"Low",0.265092734603715,"G,P,Y,Lb",2,7,0.91146,3.19011
"17_R,O,G,W_Tube",17,"Tube",6,4.364656472,4.454787234,"Low",0.315671757501298,"R,O,G,W",2,4,0.91146,1.82292
"17_W,P,O,G_Tube",17,"Tube",6,3.059988918,4.648344415,"Low",0.236279051660789,"W,P,O,G",2,6,0.91146,2.73438
"17_Y,P,S,P_Tube",17,"Tube",6,4.341017287,4.29964539,"Low",0.31354827346687,"Y,P,S,P",1,6,0.45573,2.73438
"17_G,G,W,W_Tube",17,"Tube",6,6.303191489,4.769503546,"Low",0.439190323680222,"G,G,W,W",1,8,0.45573,3.64584
"17_R,S,G,G_Tube",17,"Tube",6,6.902333777,4.356531472,"Low",0.474932498379888,"R,S,G,G",2,5,0.91146,2.27865
"17_G,Db,Y,Y_Tube",17,"Tube",6,6.761968085,3.752216312,"Low",0.602187619950979,"G,Db,Y,Y",2,5,0.91146,2.27865
"17_Y,G,Db,O_Tube",17,"Tube",6,6.73537234,3.647311613,"Low",0.608433871219529,"Y,G,Db,O",1,6,0.45573,2.73438
"17_Y,P,W,O_Tube",17,"Tube",6,7.058953901,2.366283245,"Low",0.691483313576407,"Y,P,W,O",1,6,0.45573,2.73438
"17_Y,Db,P,O_Tube",17,"Tube",6,5.913120567,2.34929078,"Low",0.726870713550478,"Y,Db,P,O",2,6,0.91146,2.73438
"17_G,Lb,W,Y_Tube",17,"Tube",7,3.676207513,2.098613596,"Low",0.0705680950095543,"G,Lb,W,Y",1,1,0.45573,0.45573
"17_Y,Db,Lb,W_Tube",17,"Tube",7,3.459302326,2.175760286,"Low",0.056501811614808,"Y,Db,Lb,W",1,5,0.45573,2.27865
"17_R,W,Y,Db_Tube",17,"Tube",7,3.089221825,1.984570662,"Low",0.0366319219063206,"R,W,Y,Db",2,3,0.91146,1.36719
"17_W,P,Db,G_Tube",17,"Tube",7,2.769454383,2.445214669,"Low",0.0185060505586679,"W,P,Db,G",2,4,0.91146,1.82292
"17_Y,P,W,O_Tube",17,"Tube",7,2.536522809,4.295617174,"Low",0.197291807352234,"Y,P,W,O",1,6,0.45573,2.73438
"17_R,O,G,W_Tube",17,"Tube",7,4.825581395,4.364937388,"Low",0.341467351904242,"R,O,G,W",2,4,0.91146,1.82292
"17_W,G,G,W_Tube",17,"Tube",7,3.556200805,4.74880814,"Low",0.265388179813105,"W,G,G,W",1,6,0.45573,2.73438
"17_Y,Db,P,O_Tube",17,"Tube",7,4.481216458,4.648182021,"Low",0.321583523771536,"Y,Db,P,O",2,6,0.91146,2.73438
"17_Y,G,Db,O_Tube",17,"Tube",7,3.202891324,4.614639982,"Low",0.241835022351578,"Y,G,Db,O",1,6,0.45573,2.73438
"17_Y,Lb,Db,P_Tube",17,"Tube",7,3.092576029,4.265802773,"Low",0.232110359370806,"Y,Lb,Db,P",1,7,0.45573,3.19011
"17_G,Db,Y,Y_Tube",17,"Tube",7,6.10315966,4.533392218,"Low",0.422471299651714,"G,Db,Y,Y",2,5,0.91146,2.27865
"17_W,O,O,Y_Tube",17,"Tube",7,5.3682178,4.342576029,"Low",0.375546592939135,"W,O,O,Y",1,5,0.45573,2.27865
"17_Y,G,O,Db_Tube",17,"Tube",7,7.036375224,4.293381038,"Low",0.48049046265845,"Y,G,O,Db",1,7,0.45573,3.19011
"17_G,G,Y,S_Tube",17,"Tube",7,6.929785331,2.527578265,"Low",0.677234941584098,"G,G,Y,S",1,6,0.45573,2.73438
"17_W,P,O,G_Tube",17,"Tube",7,6.983452594,2.942010286,"Low",0.652294828678944,"W,P,O,G",2,6,0.91146,2.73438
"17_Y,Lb,Lb,S_Tube",17,"Tube",7,6.905932469,3.490608229,"Low",0.61770876306223,"Y,Lb,Lb,S",2,6,0.91146,2.73438
"17_Y,P,S,P_Tube",17,"Tube",7,6.709152504,2.387448569,"Low",0.684774563548488,"Y,P,S,P",1,6,0.45573,2.73438
"17_G,G,W,W_Tube",17,"Tube",7,5.885509839,2.262969589,"Low",0.727231877471595,"G,G,W,W",1,8,0.45573,3.64584
"17_G,Lb,W,S_Tube",17,"Tube",7,5.395796064,2.153398927,"Low",0.75875207983875,"G,Lb,W,S",2,4,0.91146,1.82292
"17_G,P,Y,Lb_Tube",17,"Tube",7,6.142665474,2.459749553,"Low",0.708655804305805,"G,P,Y,Lb",2,7,0.91146,3.19011
"17_R,S,G,G_Tube",17,"Tube",7,4.528175313,2.039355993,"Low",0.813508547397836,"R,S,G,G",2,5,0.91146,2.27865
"17_Y,G,S,G_Tube",17,"Tube",7,6.151610018,2.148926655,"Low",0.715445318129245,"Y,G,S,G",3,5,1.36719,2.27865
"17_Y,Lb,W,G_Tube",17,"Tube",7,6.317084079,1.98568873,"Low",0.715762360451297,"Y,Lb,W,G",2,6,0.91146,2.73438
"17_R,W,Y,Db_Tube",17,"Tube",8,3.410047383,2.166064982,"Low",0.0455162427249912,"R,W,Y,Db",2,3,0.91146,1.36719
"17_Y,Db,Lb,W_Tube",17,"Tube",8,3.874848827,1.36732852,"Low",0.0936856102173643,"Y,Db,Lb,W",1,5,0.45573,2.27865
"17_Y,G,O,Db_Tube",17,"Tube",8,3.682310469,0.452768502,"Low",0.137953247093979,"Y,G,O,Db",1,7,0.45573,3.19011
"17_W,P,Db,G_Tube",17,"Tube",8,1.434266697,2.059266697,"Low",0.0804433165676625,"W,P,Db,G",2,4,0.91146,1.82292
"17_W,P,O,G_Tube",17,"Tube",8,1.434266697,2.059266697,"Low",0.0804433165676625,"W,P,O,G",2,6,0.91146,2.73438
"17_R,S,G,G_Tube",17,"Tube",8,1.989320848,4.335891245,"Low",0.171269085277778,"R,S,G,G",2,5,0.91146,2.27865
"17_W,P,O,G_Tube",17,"Tube",8,2.668472473,4.671328971,"Low",0.217915749848629,"W,P,O,G",2,6,0.91146,2.73438
"17_Y,Lb,Lb,S_Tube",17,"Tube",8,2.510530235,4.60965704,"Low",0.207266171355289,"Y,Lb,Lb,S",2,6,0.91146,2.73438
"17_Y,P,S,P_Tube",17,"Tube",8,2.575209838,4.340403881,"Low",0.207844171065875,"Y,P,S,P",1,6,0.45573,2.73438
"17_R,O,G,W_Tube",17,"Tube",8,4.633725181,4.56603565,"Low",0.338306429472545,"R,O,G,W",2,4,0.91146,1.82292
"17_Y,Db,G,Y_Tube",17,"Tube",8,3.72066787,4.686371841,"Low",0.28254669163463,"Y,Db,G,Y",2,5,0.91146,2.27865
"17_G,Db,Y,Y_Tube",17,"Tube",8,6.471119134,4.652527076,"Low",0.454028773174079,"G,Db,Y,Y",2,5,0.91146,2.27865
"17_Y,Db,S,Db_Tube",17,"Tube",8,6.42599278,4.256920126,"Low",0.449836899317817,"Y,Db,S,Db",1,7,0.45573,3.19011
