"Colony","Nest","Density","AntID","SFZ","Occur","SFZ_Area","Occur_Area","MeanToBrood"
20,"Circle","Low","G,Y,S,W",1,6,0.17953,1.07718,0.113806807120143
20,"Circle","Low","Lb,P,Y,G",1,7,0.17953,1.25671,0.054499189871824
20,"Circle","Low","G,G,O,Lb",3,6,0.53859,1.07718,0.0332197834692664
20,"Circle","Low","G,G,S,Y",1,7,0.17953,1.25671,0.0404105008442521
20,"Circle","Low","Lb,Db,W,Y",2,6,0.35906,1.07718,0.0460864055952727
20,"Circle","Low","G,Lb,S,G",2,4,0.35906,0.71812,0.0577056149371545
20,"Circle","Low","Y,Lb,S,Lb",1,7,0.17953,1.25671,0.0725073315023898
20,"Circle","Low","G,W,P,Y",1,6,0.17953,1.07718,0.0364701041563406
20,"Circle","Low","X,Y,W,O",3,4,0.53859,0.71812,0.0463043480424884
20,"Circle","Low","Lb,S,Y,Lb",1,5,0.17953,0.89765,0.0973077335582025
