"","Colony","Day","Nest","Bin","PropBrood","Density","Corner"
"522",4,4,"Tube",2,0.25,"High","N"
"523",4,4,"Tube",3,0.178571428571429,"High","Y"
"524",4,4,"Tube",4,0.2,"High","Y"
"525",4,4,"Tube",5,0.0714285714285714,"High","N"
"526",4,4,"Tube",6,0.00714285714285714,"High","Y"
"527",4,4,"Tube",7,0,"High","Y"
"528",4,4,"Tube",8,0,"High","N"
"529",4,6,"Tube",1,0.13125,"High","Y"
"530",4,6,"Tube",2,0.36875,"High","N"
"531",4,6,"Tube",3,0.2,"High","Y"
"532",4,6,"Tube",4,0.2,"High","Y"
"533",4,6,"Tube",5,0.0875,"High","N"
"534",4,6,"Tube",6,0.0125,"High","Y"
"535",4,6,"Tube",7,0,"High","Y"
"536",4,6,"Tube",8,0,"High","N"
"537",4,11,"Tube",1,0.127272727272727,"High","Y"
"538",4,11,"Tube",2,0.2,"High","N"
"539",4,11,"Tube",3,0.23030303030303,"High","Y"
"540",4,11,"Tube",4,0.278787878787879,"High","Y"
"541",4,11,"Tube",5,0.139393939393939,"High","N"
"542",4,11,"Tube",6,0.0242424242424242,"High","Y"
"543",4,11,"Tube",7,0,"High","Y"
"544",4,11,"Tube",8,0,"High","N"
"545",4,7,"Tube",1,0.13953488372093,"High","Y"
"546",4,7,"Tube",2,0.372093023255814,"High","N"
"547",4,7,"Tube",3,0.162790697674419,"High","Y"
"548",4,7,"Tube",4,0.226744186046512,"High","Y"
"549",4,7,"Tube",5,0.0872093023255814,"High","N"
"550",4,7,"Tube",6,0.0116279069767442,"High","Y"
"551",4,7,"Tube",7,0,"High","Y"
"552",4,7,"Tube",8,0,"High","N"
"553",4,13,"Tube",1,0.135294117647059,"High","Y"
"554",4,13,"Tube",2,0.164705882352941,"High","N"
"555",4,13,"Tube",3,0.158823529411765,"High","Y"
"556",4,13,"Tube",4,0.294117647058824,"High","Y"
"557",4,13,"Tube",5,0.152941176470588,"High","N"
"558",4,13,"Tube",6,0.0941176470588235,"High","Y"
"559",4,13,"Tube",7,0,"High","Y"
"560",4,13,"Tube",8,0,"High","N"
"561",4,6,"Circle",1,0,"High","Y"
"562",4,6,"Circle",2,0.0381679389312977,"High","N"
"563",4,6,"Circle",3,0.099236641221374,"High","N"
"564",4,6,"Circle",4,0.083969465648855,"High","N"
"565",4,6,"Circle",5,0.083969465648855,"High","N"
"566",4,6,"Circle",6,0.259541984732824,"High","N"
"567",4,6,"Circle",7,0.282442748091603,"High","N"
"568",4,6,"Circle",8,0.152671755725191,"High","N"
"569",4,7,"Circle",1,0,"High","Y"
"570",4,7,"Circle",2,0.0223880597014925,"High","N"
"571",4,7,"Circle",3,0.0373134328358209,"High","N"
"572",4,7,"Circle",4,0.0895522388059701,"High","N"
"573",4,7,"Circle",5,0.134328358208955,"High","N"
"574",4,7,"Circle",6,0.201492537313433,"High","N"
"575",4,7,"Circle",7,0.380597014925373,"High","N"
"576",4,7,"Circle",8,0.134328358208955,"High","N"
"577",4,8,"Circle",1,0,"High","Y"
"578",4,8,"Circle",2,0.0078125,"High","N"
"579",4,8,"Circle",3,0.03125,"High","N"
"580",4,8,"Circle",4,0.1015625,"High","N"
"581",4,8,"Circle",5,0.1328125,"High","N"
"582",4,8,"Circle",6,0.1796875,"High","N"
"583",4,8,"Circle",7,0.3125,"High","N"
"584",4,8,"Circle",8,0.234375,"High","N"
"585",4,10,"Circle",1,0,"High","Y"
"586",4,10,"Circle",2,0.0153846153846154,"High","N"
"587",4,10,"Circle",3,0.0461538461538462,"High","N"
"588",4,10,"Circle",4,0.0615384615384615,"High","N"
"589",4,10,"Circle",5,0.0769230769230769,"High","N"
"590",4,10,"Circle",6,0.107692307692308,"High","N"
"591",4,10,"Circle",7,0.392307692307692,"High","N"
"592",4,10,"Circle",8,0.3,"High","N"
"593",4,11,"Circle",1,0,"High","Y"
"594",4,11,"Circle",2,0.0078125,"High","N"
"595",4,11,"Circle",3,0.0546875,"High","N"
"596",4,11,"Circle",4,0.0703125,"High","N"
"597",4,11,"Circle",5,0.0703125,"High","N"
"598",4,11,"Circle",6,0.1015625,"High","N"
"599",4,11,"Circle",7,0.421875,"High","N"
"600",4,11,"Circle",8,0.2734375,"High","N"
"601",4,13,"Circle",1,0,"High","Y"
"602",4,13,"Circle",2,0.0161290322580645,"High","N"
"603",4,13,"Circle",3,0.00806451612903226,"High","N"
"604",4,13,"Circle",4,0.0403225806451613,"High","N"
"605",4,13,"Circle",5,0.137096774193548,"High","N"
"606",4,13,"Circle",6,0.112903225806452,"High","N"
"607",4,13,"Circle",7,0.32258064516129,"High","N"
"608",4,13,"Circle",8,0.362903225806452,"High","N"
"609",4,9,"Circle",1,0,"High","Y"
"610",4,9,"Circle",2,0.00769230769230769,"High","N"
"611",4,9,"Circle",3,0.0230769230769231,"High","N"
"612",4,9,"Circle",4,0.0846153846153846,"High","N"
"613",4,9,"Circle",5,0.123076923076923,"High","N"
"614",4,9,"Circle",6,0.153846153846154,"High","N"
"615",4,9,"Circle",7,0.307692307692308,"High","N"
"616",4,9,"Circle",8,0.3,"High","N"
"617",4,5,"Circle",1,0,"High","Y"
"618",4,5,"Circle",2,0,"High","N"
"619",4,5,"Circle",3,0.0514705882352941,"High","N"
"620",4,5,"Circle",4,0.0808823529411765,"High","N"
"621",4,5,"Circle",5,0.125,"High","N"
"622",4,5,"Circle",6,0.205882352941176,"High","N"
"623",4,5,"Circle",7,0.382352941176471,"High","N"
"624",4,5,"Circle",8,0.154411764705882,"High","N"
"625",4,12,"Circle",1,0,"High","Y"
"626",4,12,"Circle",2,0,"High","N"
"627",4,12,"Circle",3,0.025,"High","N"
"628",4,12,"Circle",4,0.05,"High","N"
"629",4,12,"Circle",5,0.108333333333333,"High","N"
"630",4,12,"Circle",6,0.158333333333333,"High","N"
"631",4,12,"Circle",7,0.375,"High","N"
"632",4,12,"Circle",8,0.283333333333333,"High","N"
"633",4,4,"Circle",1,0,"High","Y"
"634",4,4,"Circle",2,0,"High","N"
"635",4,4,"Circle",3,0.031496062992126,"High","N"
"636",4,4,"Circle",4,0.094488188976378,"High","N"
"637",4,4,"Circle",5,0.118110236220472,"High","N"
"638",4,4,"Circle",6,0.259842519685039,"High","N"
"639",4,4,"Circle",7,0.291338582677165,"High","N"
"640",4,4,"Circle",8,0.204724409448819,"High","N"
"641",5,12,"Tube",1,0,"High","Y"
"642",5,12,"Tube",2,0.2,"High","N"
"643",5,12,"Tube",3,0.4,"High","Y"
"644",5,12,"Tube",4,0.4,"High","Y"
"645",5,12,"Tube",5,0,"High","N"
"646",5,12,"Tube",6,0,"High","Y"
"647",5,12,"Tube",7,0,"High","Y"
"648",5,12,"Tube",8,0,"High","N"
"649",5,9,"Tube",1,0,"High","Y"
"650",5,9,"Tube",2,0.125,"High","N"
"651",5,9,"Tube",3,0.5,"High","Y"
"652",5,9,"Tube",4,0.375,"High","Y"
"653",5,9,"Tube",5,0,"High","N"
"654",5,9,"Tube",6,0,"High","Y"
"655",5,9,"Tube",7,0,"High","Y"
"656",5,9,"Tube",8,0,"High","N"
"657",5,11,"Tube",1,0,"High","Y"
"658",5,11,"Tube",2,0.166666666666667,"High","N"
"659",5,11,"Tube",3,0,"High","Y"
"660",5,11,"Tube",4,0.833333333333333,"High","Y"
"661",5,11,"Tube",5,0,"High","N"
"662",5,11,"Tube",6,0,"High","Y"
"663",5,11,"Tube",7,0,"High","Y"
"664",5,11,"Tube",8,0,"High","N"
"665",5,13,"Tube",1,0,"High","Y"
"666",5,13,"Tube",2,0,"High","N"
"667",5,13,"Tube",3,0.4,"High","Y"
"668",5,13,"Tube",4,0.6,"High","Y"
"669",5,13,"Tube",5,0,"High","N"
"670",5,13,"Tube",6,0,"High","Y"
"671",5,13,"Tube",7,0,"High","Y"
"672",5,13,"Tube",8,0,"High","N"
"673",5,10,"Tube",1,0,"High","Y"
"674",5,10,"Tube",2,0,"High","N"
"675",5,10,"Tube",3,0.2,"High","Y"
"676",5,10,"Tube",4,0.8,"High","Y"
"677",5,10,"Tube",5,0,"High","N"
"678",5,10,"Tube",6,0,"High","Y"
"679",5,10,"Tube",7,0,"High","Y"
"680",5,10,"Tube",8,0,"High","N"
"681",5,6,"Tube",1,0,"High","Y"
"682",5,6,"Tube",2,0,"High","N"
"683",5,6,"Tube",3,0.333333333333333,"High","Y"
"684",5,6,"Tube",4,0.666666666666667,"High","Y"
"685",5,6,"Tube",5,0,"High","N"
"686",5,6,"Tube",6,0,"High","Y"
"687",5,6,"Tube",7,0,"High","Y"
"688",5,6,"Tube",8,0,"High","N"
"689",5,5,"Tube",1,0,"High","Y"
"690",5,5,"Tube",2,0,"High","N"
"691",5,5,"Tube",3,0.375,"High","Y"
"692",5,5,"Tube",4,0.625,"High","Y"
"693",5,5,"Tube",5,0,"High","N"
"694",5,5,"Tube",6,0,"High","Y"
"695",5,5,"Tube",7,0,"High","Y"
"696",5,5,"Tube",8,0,"High","N"
"697",5,4,"Tube",1,0,"High","Y"
"698",5,4,"Tube",2,0,"High","N"
"699",5,4,"Tube",3,0.5,"High","Y"
"700",5,4,"Tube",4,0.5,"High","Y"
"701",5,4,"Tube",5,0,"High","N"
"702",5,4,"Tube",6,0,"High","Y"
"703",5,4,"Tube",7,0,"High","Y"
"704",5,4,"Tube",8,0,"High","N"
"705",5,3,"Tube",1,0,"High","Y"
"706",5,3,"Tube",2,0,"High","N"
"707",5,3,"Tube",3,0.285714285714286,"High","Y"
"708",5,3,"Tube",4,0.714285714285714,"High","Y"
"709",5,3,"Tube",5,0,"High","N"
"710",5,3,"Tube",6,0,"High","Y"
"711",5,3,"Tube",7,0,"High","Y"
"712",5,3,"Tube",8,0,"High","N"
"713",5,7,"Tube",1,0,"High","Y"
"714",5,7,"Tube",2,0,"High","N"
"715",5,7,"Tube",3,0.75,"High","Y"
"716",5,7,"Tube",4,0.25,"High","Y"
"717",5,7,"Tube",5,0,"High","N"
"718",5,7,"Tube",6,0,"High","Y"
"719",5,7,"Tube",7,0,"High","Y"
"720",5,7,"Tube",8,0,"High","N"
"721",5,8,"Circle",1,0,"High","Y"
"722",5,8,"Circle",2,0,"High","N"
"723",5,8,"Circle",3,0,"High","N"
"724",5,8,"Circle",4,0.125,"High","N"
"725",5,8,"Circle",5,0.25,"High","N"
"726",5,8,"Circle",6,0.625,"High","N"
"727",5,8,"Circle",7,0,"High","N"
"728",5,8,"Circle",8,0,"High","N"
"729",5,6,"Circle",1,0,"High","Y"
"730",5,6,"Circle",2,0,"High","N"
"731",5,6,"Circle",3,0,"High","N"
"732",5,6,"Circle",4,0,"High","N"
"733",5,6,"Circle",5,0.105263157894737,"High","N"
"734",5,6,"Circle",6,0.842105263157895,"High","N"
"735",5,6,"Circle",7,0.0526315789473684,"High","N"
"736",5,6,"Circle",8,0,"High","N"
"737",5,9,"Circle",1,0,"High","Y"
"738",5,9,"Circle",2,0,"High","N"
"739",5,9,"Circle",3,0,"High","N"
"740",5,9,"Circle",4,0,"High","N"
"741",5,9,"Circle",5,0.375,"High","N"
"742",5,9,"Circle",6,0.625,"High","N"
"743",5,9,"Circle",7,0,"High","N"
"744",5,9,"Circle",8,0,"High","N"
"745",5,13,"Circle",1,0,"High","Y"
"746",5,13,"Circle",2,0,"High","N"
"747",5,13,"Circle",3,0,"High","N"
"748",5,13,"Circle",4,0,"High","N"
"749",5,13,"Circle",5,0.125,"High","N"
"750",5,13,"Circle",6,0.75,"High","N"
"751",5,13,"Circle",7,0.125,"High","N"
"752",5,13,"Circle",8,0,"High","N"
"753",5,12,"Circle",1,0,"High","Y"
"754",5,12,"Circle",2,0,"High","N"
"755",5,12,"Circle",3,0,"High","N"
"756",5,12,"Circle",4,0,"High","N"
"757",5,12,"Circle",5,0.2,"High","N"
"758",5,12,"Circle",6,0.4,"High","N"
"759",5,12,"Circle",7,0.4,"High","N"
"760",5,12,"Circle",8,0,"High","N"
"761",5,10,"Circle",1,0,"High","Y"
"762",5,10,"Circle",2,0,"High","N"
"763",5,10,"Circle",3,0,"High","N"
"764",5,10,"Circle",4,0,"High","N"
"765",5,10,"Circle",5,0.25,"High","N"
"766",5,10,"Circle",6,0.75,"High","N"
"767",5,10,"Circle",7,0,"High","N"
"768",5,10,"Circle",8,0,"High","N"
"769",5,11,"Circle",1,0,"High","Y"
"770",5,11,"Circle",2,0,"High","N"
"771",5,11,"Circle",3,0,"High","N"
"772",5,11,"Circle",4,0,"High","N"
"773",5,11,"Circle",5,0.166666666666667,"High","N"
"774",5,11,"Circle",6,0.333333333333333,"High","N"
"775",5,11,"Circle",7,0.5,"High","N"
"776",5,11,"Circle",8,0,"High","N"
"777",5,7,"Circle",1,0,"High","Y"
"778",5,7,"Circle",2,0,"High","N"
"779",5,7,"Circle",3,0,"High","N"
"780",5,7,"Circle",4,0,"High","N"
"781",5,7,"Circle",5,0.2,"High","N"
"782",5,7,"Circle",6,0.6,"High","N"
"783",5,7,"Circle",7,0.2,"High","N"
"784",5,7,"Circle",8,0,"High","N"
"785",5,5,"Circle",1,0,"High","Y"
"786",5,5,"Circle",2,0,"High","N"
"787",5,5,"Circle",3,0,"High","N"
"788",5,5,"Circle",4,0,"High","N"
"789",5,5,"Circle",5,0,"High","N"
"790",5,5,"Circle",6,0.777777777777778,"High","N"
"791",5,5,"Circle",7,0.222222222222222,"High","N"
"792",5,5,"Circle",8,0,"High","N"
"793",5,4,"Circle",1,0,"High","Y"
"794",5,4,"Circle",2,0,"High","N"
"795",5,4,"Circle",3,0,"High","N"
"796",5,4,"Circle",4,0,"High","N"
"797",5,4,"Circle",5,0,"High","N"
"798",5,4,"Circle",6,0,"High","N"
"799",5,4,"Circle",7,0.4,"High","N"
"800",5,4,"Circle",8,0.6,"High","N"
"801",6,11,"Tube",1,0,"High","Y"
"802",6,11,"Tube",2,0.0434782608695652,"High","N"
"803",6,11,"Tube",3,0.695652173913043,"High","Y"
"804",6,11,"Tube",4,0.173913043478261,"High","Y"
"805",6,11,"Tube",5,0.0434782608695652,"High","N"
"806",6,11,"Tube",6,0,"High","Y"
"807",6,11,"Tube",7,0.0434782608695652,"High","Y"
"808",6,11,"Tube",8,0,"High","N"
"809",6,3,"Tube",1,0,"High","Y"
"810",6,3,"Tube",2,0.318181818181818,"High","N"
"811",6,3,"Tube",3,0.590909090909091,"High","Y"
"812",6,3,"Tube",4,0.0909090909090909,"High","Y"
"813",6,3,"Tube",5,0,"High","N"
"814",6,3,"Tube",6,0,"High","Y"
"815",6,3,"Tube",7,0,"High","Y"
"816",6,3,"Tube",8,0,"High","N"
"817",6,4,"Tube",1,0,"High","Y"
"818",6,4,"Tube",2,0.363636363636364,"High","N"
"819",6,4,"Tube",3,0.545454545454545,"High","Y"
"820",6,4,"Tube",4,0.0909090909090909,"High","Y"
"821",6,4,"Tube",5,0,"High","N"
"822",6,4,"Tube",6,0,"High","Y"
"823",6,4,"Tube",7,0,"High","Y"
"824",6,4,"Tube",8,0,"High","N"
"825",6,12,"Tube",1,0.0454545454545455,"High","Y"
"826",6,12,"Tube",2,0,"High","N"
"827",6,12,"Tube",3,0.636363636363636,"High","Y"
"828",6,12,"Tube",4,0.227272727272727,"High","Y"
"829",6,12,"Tube",5,0.0454545454545455,"High","N"
"830",6,12,"Tube",6,0,"High","Y"
"831",6,12,"Tube",7,0.0454545454545455,"High","Y"
"832",6,12,"Tube",8,0,"High","N"
"833",6,5,"Tube",1,0,"High","Y"
"834",6,5,"Tube",2,0.0714285714285714,"High","N"
"835",6,5,"Tube",3,0.857142857142857,"High","Y"
"836",6,5,"Tube",4,0.0714285714285714,"High","Y"
"837",6,5,"Tube",5,0,"High","N"
"838",6,5,"Tube",6,0,"High","Y"
"839",6,5,"Tube",7,0,"High","Y"
"840",6,5,"Tube",8,0,"High","N"
"841",6,13,"Tube",1,0,"High","Y"
"842",6,13,"Tube",2,0.0526315789473684,"High","N"
"843",6,13,"Tube",3,0.473684210526316,"High","Y"
"844",6,13,"Tube",4,0.368421052631579,"High","Y"
"845",6,13,"Tube",5,0.0526315789473684,"High","N"
"846",6,13,"Tube",6,0.0526315789473684,"High","Y"
"847",6,13,"Tube",7,0,"High","Y"
"848",6,13,"Tube",8,0,"High","N"
"849",6,6,"Tube",1,0,"High","Y"
"850",6,6,"Tube",2,0,"High","N"
"851",6,6,"Tube",3,0.88,"High","Y"
"852",6,6,"Tube",4,0.12,"High","Y"
"853",6,6,"Tube",5,0,"High","N"
"854",6,6,"Tube",6,0,"High","Y"
"855",6,6,"Tube",7,0,"High","Y"
"856",6,6,"Tube",8,0,"High","N"
"857",6,14,"Tube",1,0,"High","Y"
"858",6,14,"Tube",2,0,"High","N"
"859",6,14,"Tube",3,0.636363636363636,"High","Y"
"860",6,14,"Tube",4,0.272727272727273,"High","Y"
"861",6,14,"Tube",5,0.0454545454545455,"High","N"
"862",6,14,"Tube",6,0.0454545454545455,"High","Y"
"863",6,14,"Tube",7,0,"High","Y"
"864",6,14,"Tube",8,0,"High","N"
"865",6,9,"Tube",1,0,"High","Y"
"866",6,9,"Tube",2,0,"High","N"
"867",6,9,"Tube",3,0.526315789473684,"High","Y"
"868",6,9,"Tube",4,0.368421052631579,"High","Y"
"869",6,9,"Tube",5,0.0526315789473684,"High","N"
"870",6,9,"Tube",6,0,"High","Y"
"871",6,9,"Tube",7,0.0526315789473684,"High","Y"
"872",6,9,"Tube",8,0,"High","N"
"873",6,10,"Tube",1,0,"High","Y"
"874",6,10,"Tube",2,0,"High","N"
"875",6,10,"Tube",3,0.363636363636364,"High","Y"
"876",6,10,"Tube",4,0.545454545454545,"High","Y"
"877",6,10,"Tube",5,0.0454545454545455,"High","N"
"878",6,10,"Tube",6,0,"High","Y"
"879",6,10,"Tube",7,0.0454545454545455,"High","Y"
"880",6,10,"Tube",8,0,"High","N"
"881",6,13,"Circle",1,0,"High","Y"
"882",6,13,"Circle",2,0,"High","N"
"883",6,13,"Circle",3,0.0588235294117647,"High","N"
"884",6,13,"Circle",4,0.176470588235294,"High","N"
"885",6,13,"Circle",5,0.176470588235294,"High","N"
"886",6,13,"Circle",6,0.235294117647059,"High","N"
"887",6,13,"Circle",7,0.294117647058824,"High","N"
"888",6,13,"Circle",8,0.0588235294117647,"High","N"
"889",6,12,"Circle",1,0,"High","Y"
"890",6,12,"Circle",2,0,"High","N"
"891",6,12,"Circle",3,0.0625,"High","N"
"892",6,12,"Circle",4,0,"High","N"
"893",6,12,"Circle",5,0.125,"High","N"
"894",6,12,"Circle",6,0.1875,"High","N"
"895",6,12,"Circle",7,0.5625,"High","N"
"896",6,12,"Circle",8,0.0625,"High","N"
"897",6,11,"Circle",1,0,"High","Y"
"898",6,11,"Circle",2,0,"High","N"
"899",6,11,"Circle",3,0,"High","N"
"900",6,11,"Circle",4,0.05,"High","N"
"901",6,11,"Circle",5,0.05,"High","N"
"902",6,11,"Circle",6,0.1,"High","N"
"903",6,11,"Circle",7,0.5,"High","N"
"904",6,11,"Circle",8,0.3,"High","N"
"905",6,8,"Circle",1,0,"High","Y"
"906",6,8,"Circle",2,0,"High","N"
"907",6,8,"Circle",3,0,"High","N"
"908",6,8,"Circle",4,0.0476190476190476,"High","N"
"909",6,8,"Circle",5,0.142857142857143,"High","N"
"910",6,8,"Circle",6,0.238095238095238,"High","N"
"911",6,8,"Circle",7,0.238095238095238,"High","N"
"912",6,8,"Circle",8,0.333333333333333,"High","N"
"913",6,5,"Circle",1,0,"High","Y"
"914",6,5,"Circle",2,0,"High","N"
"915",6,5,"Circle",3,0,"High","N"
"916",6,5,"Circle",4,0,"High","N"
"917",6,5,"Circle",5,0.0526315789473684,"High","N"
"918",6,5,"Circle",6,0.31578947368421,"High","N"
"919",6,5,"Circle",7,0.526315789473684,"High","N"
"920",6,5,"Circle",8,0.105263157894737,"High","N"
"921",6,7,"Circle",1,0,"High","Y"
"922",6,7,"Circle",2,0,"High","N"
"923",6,7,"Circle",3,0,"High","N"
"924",6,7,"Circle",4,0,"High","N"
"925",6,7,"Circle",5,0.0526315789473684,"High","N"
"926",6,7,"Circle",6,0.157894736842105,"High","N"
"927",6,7,"Circle",7,0.473684210526316,"High","N"
"928",6,7,"Circle",8,0.31578947368421,"High","N"
"929",6,6,"Circle",1,0,"High","Y"
"930",6,6,"Circle",2,0,"High","N"
"931",6,6,"Circle",3,0,"High","N"
"932",6,6,"Circle",4,0,"High","N"
"933",6,6,"Circle",5,0.0666666666666667,"High","N"
"934",6,6,"Circle",6,0.4,"High","N"
"935",6,6,"Circle",7,0.466666666666667,"High","N"
"936",6,6,"Circle",8,0.0666666666666667,"High","N"
"937",6,10,"Circle",1,0,"High","Y"
"938",6,10,"Circle",2,0,"High","N"
"939",6,10,"Circle",3,0,"High","N"
"940",6,10,"Circle",4,0,"High","N"
"941",6,10,"Circle",5,0.105263157894737,"High","N"
"942",6,10,"Circle",6,0.263157894736842,"High","N"
"943",6,10,"Circle",7,0.263157894736842,"High","N"
"944",6,10,"Circle",8,0.368421052631579,"High","N"
"945",6,9,"Circle",1,0,"High","Y"
"946",6,9,"Circle",2,0,"High","N"
"947",6,9,"Circle",3,0,"High","N"
"948",6,9,"Circle",4,0,"High","N"
"949",6,9,"Circle",5,0.15,"High","N"
"950",6,9,"Circle",6,0.25,"High","N"
"951",6,9,"Circle",7,0.3,"High","N"
"952",6,9,"Circle",8,0.3,"High","N"
"953",6,4,"Circle",1,0,"High","Y"
"954",6,4,"Circle",2,0,"High","N"
"955",6,4,"Circle",3,0,"High","N"
"956",6,4,"Circle",4,0,"High","N"
"957",6,4,"Circle",5,0,"High","N"
"958",6,4,"Circle",6,0.28,"High","N"
"959",6,4,"Circle",7,0.32,"High","N"
"960",6,4,"Circle",8,0.4,"High","N"
"961",7,12,"Tube",1,0.0140845070422535,"High","Y"
"962",7,12,"Tube",2,0.140845070422535,"High","N"
"963",7,12,"Tube",3,0.323943661971831,"High","Y"
"964",7,12,"Tube",4,0.394366197183099,"High","Y"
"965",7,12,"Tube",5,0.0704225352112676,"High","N"
"966",7,12,"Tube",6,0.0140845070422535,"High","Y"
"967",7,12,"Tube",7,0.0422535211267606,"High","Y"
"968",7,12,"Tube",8,0,"High","N"
"969",7,8,"Tube",1,0.0147058823529412,"High","Y"
"970",7,8,"Tube",2,0.191176470588235,"High","N"
"971",7,8,"Tube",3,0.294117647058824,"High","Y"
"972",7,8,"Tube",4,0.338235294117647,"High","Y"
"973",7,8,"Tube",5,0.0441176470588235,"High","N"
"974",7,8,"Tube",6,0.0882352941176471,"High","Y"
"975",7,8,"Tube",7,0.0294117647058824,"High","Y"
"976",7,8,"Tube",8,0,"High","N"
"977",7,11,"Tube",1,0.0147058823529412,"High","Y"
"978",7,11,"Tube",2,0.191176470588235,"High","N"
"979",7,11,"Tube",3,0.308823529411765,"High","Y"
"980",7,11,"Tube",4,0.338235294117647,"High","Y"
"981",7,11,"Tube",5,0.0735294117647059,"High","N"
"982",7,11,"Tube",6,0.0294117647058824,"High","Y"
"983",7,11,"Tube",7,0.0441176470588235,"High","Y"
"984",7,11,"Tube",8,0,"High","N"
"985",7,10,"Tube",1,0.0153846153846154,"High","Y"
"986",7,10,"Tube",2,0.2,"High","N"
"987",7,10,"Tube",3,0.338461538461538,"High","Y"
"988",7,10,"Tube",4,0.292307692307692,"High","Y"
"989",7,10,"Tube",5,0.0615384615384615,"High","N"
"990",7,10,"Tube",6,0.0307692307692308,"High","Y"
"991",7,10,"Tube",7,0.0615384615384615,"High","Y"
"992",7,10,"Tube",8,0,"High","N"
"993",7,9,"Tube",1,0.0142857142857143,"High","Y"
"994",7,9,"Tube",2,0.2,"High","N"
"995",7,9,"Tube",3,0.314285714285714,"High","Y"
"996",7,9,"Tube",4,0.271428571428571,"High","Y"
"997",7,9,"Tube",5,0.0285714285714286,"High","N"
"998",7,9,"Tube",6,0.128571428571429,"High","Y"
"999",7,9,"Tube",7,0.0428571428571429,"High","Y"
"1000",7,9,"Tube",8,0,"High","N"
"1001",7,3,"Tube",1,0.217391304347826,"High","Y"
"1002",7,3,"Tube",2,0.347826086956522,"High","N"
"1003",7,3,"Tube",3,0.0869565217391304,"High","Y"
"1004",7,3,"Tube",4,0.130434782608696,"High","Y"
"1005",7,3,"Tube",5,0,"High","N"
"1006",7,3,"Tube",6,0.195652173913043,"High","Y"
"1007",7,3,"Tube",7,0.0217391304347826,"High","Y"
"1008",7,3,"Tube",8,0,"High","N"
"1009",7,4,"Tube",1,0.0754716981132075,"High","Y"
"1010",7,4,"Tube",2,0.377358490566038,"High","N"
"1011",7,4,"Tube",3,0.169811320754717,"High","Y"
"1012",7,4,"Tube",4,0.207547169811321,"High","Y"
"1013",7,4,"Tube",5,0,"High","N"
"1014",7,4,"Tube",6,0.169811320754717,"High","Y"
"1015",7,4,"Tube",7,0,"High","Y"
"1016",7,4,"Tube",8,0,"High","N"
"1017",7,5,"Tube",1,0,"High","Y"
"1018",7,5,"Tube",2,0.283018867924528,"High","N"
"1019",7,5,"Tube",3,0.320754716981132,"High","Y"
"1020",7,5,"Tube",4,0.188679245283019,"High","Y"
"1021",7,5,"Tube",5,0.0377358490566038,"High","N"
"1022",7,5,"Tube",6,0.169811320754717,"High","Y"
"1023",7,5,"Tube",7,0,"High","Y"
"1024",7,5,"Tube",8,0,"High","N"
"1025",7,6,"Tube",1,0,"High","Y"
"1026",7,6,"Tube",2,0.213114754098361,"High","N"
"1027",7,6,"Tube",3,0.360655737704918,"High","Y"
"1028",7,6,"Tube",4,0.19672131147541,"High","Y"
"1029",7,6,"Tube",5,0.0327868852459016,"High","N"
"1030",7,6,"Tube",6,0.180327868852459,"High","Y"
"1031",7,6,"Tube",7,0.0163934426229508,"High","Y"
"1032",7,6,"Tube",8,0,"High","N"
"1033",7,13,"Tube",1,0,"High","Y"
"1034",7,13,"Tube",2,0.134615384615385,"High","N"
"1035",7,13,"Tube",3,0.307692307692308,"High","Y"
"1036",7,13,"Tube",4,0.403846153846154,"High","Y"
"1037",7,13,"Tube",5,0.0384615384615385,"High","N"
"1038",7,13,"Tube",6,0.0192307692307692,"High","Y"
"1039",7,13,"Tube",7,0.0961538461538462,"High","Y"
"1040",7,13,"Tube",8,0,"High","N"
"1041",7,12,"Circle",1,0,"High","Y"
"1042",7,12,"Circle",2,0,"High","N"
"1043",7,12,"Circle",3,0.0161290322580645,"High","N"
"1044",7,12,"Circle",4,0.161290322580645,"High","N"
"1045",7,12,"Circle",5,0.145161290322581,"High","N"
"1046",7,12,"Circle",6,0.338709677419355,"High","N"
"1047",7,12,"Circle",7,0.258064516129032,"High","N"
"1048",7,12,"Circle",8,0.0806451612903226,"High","N"
"1049",7,11,"Circle",1,0,"High","Y"
"1050",7,11,"Circle",2,0,"High","N"
"1051",7,11,"Circle",3,0.0158730158730159,"High","N"
"1052",7,11,"Circle",4,0.158730158730159,"High","N"
"1053",7,11,"Circle",5,0.142857142857143,"High","N"
"1054",7,11,"Circle",6,0.380952380952381,"High","N"
"1055",7,11,"Circle",7,0.222222222222222,"High","N"
"1056",7,11,"Circle",8,0.0793650793650794,"High","N"
"1057",7,10,"Circle",1,0,"High","Y"
"1058",7,10,"Circle",2,0,"High","N"
"1059",7,10,"Circle",3,0.0196078431372549,"High","N"
"1060",7,10,"Circle",4,0.0784313725490196,"High","N"
"1061",7,10,"Circle",5,0.294117647058824,"High","N"
"1062",7,10,"Circle",6,0.176470588235294,"High","N"
"1063",7,10,"Circle",7,0.333333333333333,"High","N"
"1064",7,10,"Circle",8,0.0980392156862745,"High","N"
"1065",7,15,"Circle",1,0,"High","Y"
"1066",7,15,"Circle",2,0,"High","N"
"1067",7,15,"Circle",3,0.0317460317460317,"High","N"
"1068",7,15,"Circle",4,0.111111111111111,"High","N"
"1069",7,15,"Circle",5,0.206349206349206,"High","N"
