"Colony","Day","Nest","Bin","PropBrood","Density","Corner"
4,10,"Circle",5,0.0769230769230769,"High","N"
4,10,"Circle",6,0.107692307692308,"High","N"
4,10,"Circle",7,0.392307692307692,"High","N"
4,10,"Circle",8,0.3,"High","N"
4,11,"Circle",1,0,"High","Y"
4,11,"Circle",2,0.0078125,"High","N"
4,11,"Circle",3,0.0546875,"High","N"
4,11,"Circle",4,0.0703125,"High","N"
4,11,"Circle",5,0.0703125,"High","N"
4,11,"Circle",6,0.1015625,"High","N"
4,11,"Circle",7,0.421875,"High","N"
4,11,"Circle",8,0.2734375,"High","N"
4,13,"Circle",1,0,"High","Y"
4,13,"Circle",2,0.0161290322580645,"High","N"
4,13,"Circle",3,0.00806451612903226,"High","N"
4,13,"Circle",4,0.0403225806451613,"High","N"
4,13,"Circle",5,0.137096774193548,"High","N"
4,13,"Circle",6,0.112903225806452,"High","N"
4,13,"Circle",7,0.32258064516129,"High","N"
4,13,"Circle",8,0.362903225806452,"High","N"
4,9,"Circle",1,0,"High","Y"
4,9,"Circle",2,0.00769230769230769,"High","N"
4,9,"Circle",3,0.0230769230769231,"High","N"
4,9,"Circle",4,0.0846153846153846,"High","N"
4,9,"Circle",5,0.123076923076923,"High","N"
4,9,"Circle",6,0.153846153846154,"High","N"
4,9,"Circle",7,0.307692307692308,"High","N"
4,9,"Circle",8,0.3,"High","N"
4,5,"Circle",1,0,"High","Y"
4,5,"Circle",2,0,"High","N"
4,5,"Circle",3,0.0514705882352941,"High","N"
4,5,"Circle",4,0.0808823529411765,"High","N"
4,5,"Circle",5,0.125,"High","N"
4,5,"Circle",6,0.205882352941176,"High","N"
4,5,"Circle",7,0.382352941176471,"High","N"
4,5,"Circle",8,0.154411764705882,"High","N"
4,12,"Circle",1,0,"High","Y"
4,12,"Circle",2,0,"High","N"
4,12,"Circle",3,0.025,"High","N"
4,12,"Circle",4,0.05,"High","N"
4,12,"Circle",5,0.108333333333333,"High","N"
4,12,"Circle",6,0.158333333333333,"High","N"
4,12,"Circle",7,0.375,"High","N"
4,12,"Circle",8,0.283333333333333,"High","N"
4,4,"Circle",1,0,"High","Y"
4,4,"Circle",2,0,"High","N"
4,4,"Circle",3,0.031496062992126,"High","N"
4,4,"Circle",4,0.094488188976378,"High","N"
4,4,"Circle",5,0.118110236220472,"High","N"
4,4,"Circle",6,0.259842519685039,"High","N"
4,4,"Circle",7,0.291338582677165,"High","N"
4,4,"Circle",8,0.204724409448819,"High","N"
5,12,"Tube",1,0,"High","Y"
5,12,"Tube",2,0.2,"High","N"
5,12,"Tube",3,0.4,"High","Y"
5,12,"Tube",4,0.4,"High","Y"
5,12,"Tube",5,0,"High","N"
5,12,"Tube",6,0,"High","Y"
5,12,"Tube",7,0,"High","Y"
5,12,"Tube",8,0,"High","N"
5,9,"Tube",1,0,"High","Y"
5,9,"Tube",2,0.125,"High","N"
5,9,"Tube",3,0.5,"High","Y"
5,9,"Tube",4,0.375,"High","Y"
5,9,"Tube",5,0,"High","N"
5,9,"Tube",6,0,"High","Y"
5,9,"Tube",7,0,"High","Y"
5,9,"Tube",8,0,"High","N"
5,11,"Tube",1,0,"High","Y"
5,11,"Tube",2,0.166666666666667,"High","N"
5,11,"Tube",3,0,"High","Y"
5,11,"Tube",4,0.833333333333333,"High","Y"
5,11,"Tube",5,0,"High","N"
5,11,"Tube",6,0,"High","Y"
5,11,"Tube",7,0,"High","Y"
5,11,"Tube",8,0,"High","N"
5,13,"Tube",1,0,"High","Y"
5,13,"Tube",2,0,"High","N"
5,13,"Tube",3,0.4,"High","Y"
5,13,"Tube",4,0.6,"High","Y"
5,13,"Tube",5,0,"High","N"
5,13,"Tube",6,0,"High","Y"
5,13,"Tube",7,0,"High","Y"
5,13,"Tube",8,0,"High","N"
5,10,"Tube",1,0,"High","Y"
5,10,"Tube",2,0,"High","N"
5,10,"Tube",3,0.2,"High","Y"
5,10,"Tube",4,0.8,"High","Y"
5,10,"Tube",5,0,"High","N"
5,10,"Tube",6,0,"High","Y"
5,10,"Tube",7,0,"High","Y"
5,10,"Tube",8,0,"High","N"
5,6,"Tube",1,0,"High","Y"
5,6,"Tube",2,0,"High","N"
5,6,"Tube",3,0.333333333333333,"High","Y"
5,6,"Tube",4,0.666666666666667,"High","Y"
5,6,"Tube",5,0,"High","N"
5,6,"Tube",6,0,"High","Y"
5,6,"Tube",7,0,"High","Y"
5,6,"Tube",8,0,"High","N"
5,5,"Tube",1,0,"High","Y"
5,5,"Tube",2,0,"High","N"
5,5,"Tube",3,0.375,"High","Y"
5,5,"Tube",4,0.625,"High","Y"
5,5,"Tube",5,0,"High","N"
5,5,"Tube",6,0,"High","Y"
5,5,"Tube",7,0,"High","Y"
5,5,"Tube",8,0,"High","N"
5,4,"Tube",1,0,"High","Y"
5,4,"Tube",2,0,"High","N"
5,4,"Tube",3,0.5,"High","Y"
5,4,"Tube",4,0.5,"High","Y"
5,4,"Tube",5,0,"High","N"
5,4,"Tube",6,0,"High","Y"
5,4,"Tube",7,0,"High","Y"
5,4,"Tube",8,0,"High","N"
5,3,"Tube",1,0,"High","Y"
5,3,"Tube",2,0,"High","N"
5,3,"Tube",3,0.285714285714286,"High","Y"
5,3,"Tube",4,0.714285714285714,"High","Y"
5,3,"Tube",5,0,"High","N"
5,3,"Tube",6,0,"High","Y"
5,3,"Tube",7,0,"High","Y"
5,3,"Tube",8,0,"High","N"
5,7,"Tube",1,0,"High","Y"
5,7,"Tube",2,0,"High","N"
5,7,"Tube",3,0.75,"High","Y"
5,7,"Tube",4,0.25,"High","Y"
5,7,"Tube",5,0,"High","N"
5,7,"Tube",6,0,"High","Y"
5,7,"Tube",7,0,"High","Y"
5,7,"Tube",8,0,"High","N"
5,8,"Circle",1,0,"High","Y"
5,8,"Circle",2,0,"High","N"
5,8,"Circle",3,0,"High","N"
5,8,"Circle",4,0.125,"High","N"
5,8,"Circle",5,0.25,"High","N"
5,8,"Circle",6,0.625,"High","N"
5,8,"Circle",7,0,"High","N"
5,8,"Circle",8,0,"High","N"
5,6,"Circle",1,0,"High","Y"
5,6,"Circle",2,0,"High","N"
5,6,"Circle",3,0,"High","N"
5,6,"Circle",4,0,"High","N"
5,6,"Circle",5,0.105263157894737,"High","N"
5,6,"Circle",6,0.842105263157895,"High","N"
5,6,"Circle",7,0.0526315789473684,"High","N"
5,6,"Circle",8,0,"High","N"
5,9,"Circle",1,0,"High","Y"
5,9,"Circle",2,0,"High","N"
5,9,"Circle",3,0,"High","N"
5,9,"Circle",4,0,"High","N"
5,9,"Circle",5,0.375,"High","N"
5,9,"Circle",6,0.625,"High","N"
5,9,"Circle",7,0,"High","N"
5,9,"Circle",8,0,"High","N"
5,13,"Circle",1,0,"High","Y"
5,13,"Circle",2,0,"High","N"
5,13,"Circle",3,0,"High","N"
5,13,"Circle",4,0,"High","N"
5,13,"Circle",5,0.125,"High","N"
5,13,"Circle",6,0.75,"High","N"
5,13,"Circle",7,0.125,"High","N"
5,13,"Circle",8,0,"High","N"
5,12,"Circle",1,0,"High","Y"
5,12,"Circle",2,0,"High","N"
5,12,"Circle",3,0,"High","N"
5,12,"Circle",4,0,"High","N"
5,12,"Circle",5,0.2,"High","N"
5,12,"Circle",6,0.4,"High","N"
5,12,"Circle",7,0.4,"High","N"
5,12,"Circle",8,0,"High","N"
5,10,"Circle",1,0,"High","Y"
5,10,"Circle",2,0,"High","N"
5,10,"Circle",3,0,"High","N"
5,10,"Circle",4,0,"High","N"
5,10,"Circle",5,0.25,"High","N"
5,10,"Circle",6,0.75,"High","N"
5,10,"Circle",7,0,"High","N"
5,10,"Circle",8,0,"High","N"
5,11,"Circle",1,0,"High","Y"
5,11,"Circle",2,0,"High","N"
5,11,"Circle",3,0,"High","N"
5,11,"Circle",4,0,"High","N"
5,11,"Circle",5,0.166666666666667,"High","N"
5,11,"Circle",6,0.333333333333333,"High","N"
5,11,"Circle",7,0.5,"High","N"
5,11,"Circle",8,0,"High","N"
5,7,"Circle",1,0,"High","Y"
5,7,"Circle",2,0,"High","N"
5,7,"Circle",3,0,"High","N"
5,7,"Circle",4,0,"High","N"
5,7,"Circle",5,0.2,"High","N"
5,7,"Circle",6,0.6,"High","N"
5,7,"Circle",7,0.2,"High","N"
5,7,"Circle",8,0,"High","N"
5,5,"Circle",1,0,"High","Y"
5,5,"Circle",2,0,"High","N"
5,5,"Circle",3,0,"High","N"
5,5,"Circle",4,0,"High","N"
5,5,"Circle",5,0,"High","N"
5,5,"Circle",6,0.777777777777778,"High","N"
5,5,"Circle",7,0.222222222222222,"High","N"
5,5,"Circle",8,0,"High","N"
5,4,"Circle",1,0,"High","Y"
5,4,"Circle",2,0,"High","N"
5,4,"Circle",3,0,"High","N"
5,4,"Circle",4,0,"High","N"
5,4,"Circle",5,0,"High","N"
5,4,"Circle",6,0,"High","N"
5,4,"Circle",7,0.4,"High","N"
5,4,"Circle",8,0.6,"High","N"
6,11,"Tube",1,0,"High","Y"
6,11,"Tube",2,0.0434782608695652,"High","N"
6,11,"Tube",3,0.695652173913043,"High","Y"
6,11,"Tube",4,0.173913043478261,"High","Y"
6,11,"Tube",5,0.0434782608695652,"High","N"
6,11,"Tube",6,0,"High","Y"
6,11,"Tube",7,0.0434782608695652,"High","Y"
6,11,"Tube",8,0,"High","N"
6,3,"Tube",1,0,"High","Y"
6,3,"Tube",2,0.318181818181818,"High","N"
6,3,"Tube",3,0.590909090909091,"High","Y"
6,3,"Tube",4,0.0909090909090909,"High","Y"
6,3,"Tube",5,0,"High","N"
6,3,"Tube",6,0,"High","Y"
6,3,"Tube",7,0,"High","Y"
6,3,"Tube",8,0,"High","N"
6,4,"Tube",1,0,"High","Y"
6,4,"Tube",2,0.363636363636364,"High","N"
6,4,"Tube",3,0.545454545454545,"High","Y"
6,4,"Tube",4,0.0909090909090909,"High","Y"
6,4,"Tube",5,0,"High","N"
6,4,"Tube",6,0,"High","Y"
6,4,"Tube",7,0,"High","Y"
6,4,"Tube",8,0,"High","N"
6,12,"Tube",1,0.0454545454545455,"High","Y"
6,12,"Tube",2,0,"High","N"
6,12,"Tube",3,0.636363636363636,"High","Y"
6,12,"Tube",4,0.227272727272727,"High","Y"
6,12,"Tube",5,0.0454545454545455,"High","N"
6,12,"Tube",6,0,"High","Y"
6,12,"Tube",7,0.0454545454545455,"High","Y"
6,12,"Tube",8,0,"High","N"
6,5,"Tube",1,0,"High","Y"
6,5,"Tube",2,0.0714285714285714,"High","N"
6,5,"Tube",3,0.857142857142857,"High","Y"
6,5,"Tube",4,0.0714285714285714,"High","Y"
6,5,"Tube",5,0,"High","N"
6,5,"Tube",6,0,"High","Y"
6,5,"Tube",7,0,"High","Y"
6,5,"Tube",8,0,"High","N"
6,13,"Tube",1,0,"High","Y"
6,13,"Tube",2,0.0526315789473684,"High","N"
6,13,"Tube",3,0.473684210526316,"High","Y"
6,13,"Tube",4,0.368421052631579,"High","Y"
6,13,"Tube",5,0.0526315789473684,"High","N"
6,13,"Tube",6,0.0526315789473684,"High","Y"
6,13,"Tube",7,0,"High","Y"
6,13,"Tube",8,0,"High","N"
6,6,"Tube",1,0,"High","Y"
6,6,"Tube",2,0,"High","N"
6,6,"Tube",3,0.88,"High","Y"
6,6,"Tube",4,0.12,"High","Y"
6,6,"Tube",5,0,"High","N"
6,6,"Tube",6,0,"High","Y"
6,6,"Tube",7,0,"High","Y"
6,6,"Tube",8,0,"High","N"
6,14,"Tube",1,0,"High","Y"
6,14,"Tube",2,0,"High","N"
6,14,"Tube",3,0.636363636363636,"High","Y"
6,14,"Tube",4,0.272727272727273,"High","Y"
6,14,"Tube",5,0.0454545454545455,"High","N"
6,14,"Tube",6,0.0454545454545455,"High","Y"
6,14,"Tube",7,0,"High","Y"
6,14,"Tube",8,0,"High","N"
6,9,"Tube",1,0,"High","Y"
6,9,"Tube",2,0,"High","N"
6,9,"Tube",3,0.526315789473684,"High","Y"
6,9,"Tube",4,0.368421052631579,"High","Y"
6,9,"Tube",5,0.0526315789473684,"High","N"
6,9,"Tube",6,0,"High","Y"
6,9,"Tube",7,0.0526315789473684,"High","Y"
6,9,"Tube",8,0,"High","N"
6,10,"Tube",1,0,"High","Y"
6,10,"Tube",2,0,"High","N"
6,10,"Tube",3,0.363636363636364,"High","Y"
6,10,"Tube",4,0.545454545454545,"High","Y"
6,10,"Tube",5,0.0454545454545455,"High","N"
6,10,"Tube",6,0,"High","Y"
6,10,"Tube",7,0.0454545454545455,"High","Y"
6,10,"Tube",8,0,"High","N"
6,13,"Circle",1,0,"High","Y"
6,13,"Circle",2,0,"High","N"
6,13,"Circle",3,0.0588235294117647,"High","N"
6,13,"Circle",4,0.176470588235294,"High","N"
6,13,"Circle",5,0.176470588235294,"High","N"
6,13,"Circle",6,0.235294117647059,"High","N"
6,13,"Circle",7,0.294117647058824,"High","N"
6,13,"Circle",8,0.0588235294117647,"High","N"
6,12,"Circle",1,0,"High","Y"
6,12,"Circle",2,0,"High","N"
6,12,"Circle",3,0.0625,"High","N"
6,12,"Circle",4,0,"High","N"
6,12,"Circle",5,0.125,"High","N"
6,12,"Circle",6,0.1875,"High","N"
6,12,"Circle",7,0.5625,"High","N"
6,12,"Circle",8,0.0625,"High","N"
6,11,"Circle",1,0,"High","Y"
6,11,"Circle",2,0,"High","N"
6,11,"Circle",3,0,"High","N"
6,11,"Circle",4,0.05,"High","N"
6,11,"Circle",5,0.05,"High","N"
6,11,"Circle",6,0.1,"High","N"
6,11,"Circle",7,0.5,"High","N"
6,11,"Circle",8,0.3,"High","N"
6,8,"Circle",1,0,"High","Y"
6,8,"Circle",2,0,"High","N"
6,8,"Circle",3,0,"High","N"
6,8,"Circle",4,0.0476190476190476,"High","N"
6,8,"Circle",5,0.142857142857143,"High","N"
6,8,"Circle",6,0.238095238095238,"High","N"
6,8,"Circle",7,0.238095238095238,"High","N"
6,8,"Circle",8,0.333333333333333,"High","N"
6,5,"Circle",1,0,"High","Y"
6,5,"Circle",2,0,"High","N"
6,5,"Circle",3,0,"High","N"
6,5,"Circle",4,0,"High","N"
6,5,"Circle",5,0.0526315789473684,"High","N"
6,5,"Circle",6,0.31578947368421,"High","N"
6,5,"Circle",7,0.526315789473684,"High","N"
6,5,"Circle",8,0.105263157894737,"High","N"
6,7,"Circle",1,0,"High","Y"
6,7,"Circle",2,0,"High","N"
6,7,"Circle",3,0,"High","N"
6,7,"Circle",4,0,"High","N"
6,7,"Circle",5,0.0526315789473684,"High","N"
6,7,"Circle",6,0.157894736842105,"High","N"
6,7,"Circle",7,0.473684210526316,"High","N"
6,7,"Circle",8,0.31578947368421,"High","N"
6,6,"Circle",1,0,"High","Y"
6,6,"Circle",2,0,"High","N"
6,6,"Circle",3,0,"High","N"
6,6,"Circle",4,0,"High","N"
6,6,"Circle",5,0.0666666666666667,"High","N"
6,6,"Circle",6,0.4,"High","N"
6,6,"Circle",7,0.466666666666667,"High","N"
6,6,"Circle",8,0.0666666666666667,"High","N"
6,10,"Circle",1,0,"High","Y"
6,10,"Circle",2,0,"High","N"
6,10,"Circle",3,0,"High","N"
6,10,"Circle",4,0,"High","N"
6,10,"Circle",5,0.105263157894737,"High","N"
6,10,"Circle",6,0.263157894736842,"High","N"
6,10,"Circle",7,0.263157894736842,"High","N"
6,10,"Circle",8,0.368421052631579,"High","N"
6,9,"Circle",1,0,"High","Y"
6,9,"Circle",2,0,"High","N"
6,9,"Circle",3,0,"High","N"
6,9,"Circle",4,0,"High","N"
6,9,"Circle",5,0.15,"High","N"
6,9,"Circle",6,0.25,"High","N"
6,9,"Circle",7,0.3,"High","N"
6,9,"Circle",8,0.3,"High","N"
6,4,"Circle",1,0,"High","Y"
6,4,"Circle",2,0,"High","N"
6,4,"Circle",3,0,"High","N"
6,4,"Circle",4,0,"High","N"
6,4,"Circle",5,0,"High","N"
6,4,"Circle",6,0.28,"High","N"
6,4,"Circle",7,0.32,"High","N"
6,4,"Circle",8,0.4,"High","N"
7,12,"Tube",1,0.0140845070422535,"High","Y"
7,12,"Tube",2,0.140845070422535,"High","N"
7,12,"Tube",3,0.323943661971831,"High","Y"
7,12,"Tube",4,0.394366197183099,"High","Y"
7,12,"Tube",5,0.0704225352112676,"High","N"
7,12,"Tube",6,0.0140845070422535,"High","Y"
7,12,"Tube",7,0.0422535211267606,"High","Y"
7,12,"Tube",8,0,"High","N"
7,8,"Tube",1,0.0147058823529412,"High","Y"
7,8,"Tube",2,0.191176470588235,"High","N"
7,8,"Tube",3,0.294117647058824,"High","Y"
7,8,"Tube",4,0.338235294117647,"High","Y"
7,8,"Tube",5,0.0441176470588235,"High","N"
7,8,"Tube",6,0.0882352941176471,"High","Y"
7,8,"Tube",7,0.0294117647058824,"High","Y"
7,8,"Tube",8,0,"High","N"
7,11,"Tube",1,0.0147058823529412,"High","Y"
7,11,"Tube",2,0.191176470588235,"High","N"
7,11,"Tube",3,0.308823529411765,"High","Y"
7,11,"Tube",4,0.338235294117647,"High","Y"
7,11,"Tube",5,0.0735294117647059,"High","N"
7,11,"Tube",6,0.0294117647058824,"High","Y"
7,11,"Tube",7,0.0441176470588235,"High","Y"
7,11,"Tube",8,0,"High","N"
7,10,"Tube",1,0.0153846153846154,"High","Y"
7,10,"Tube",2,0.2,"High","N"
7,10,"Tube",3,0.338461538461538,"High","Y"
7,10,"Tube",4,0.292307692307692,"High","Y"
7,10,"Tube",5,0.0615384615384615,"High","N"
7,10,"Tube",6,0.0307692307692308,"High","Y"
7,10,"Tube",7,0.0615384615384615,"High","Y"
7,10,"Tube",8,0,"High","N"
7,9,"Tube",1,0.0142857142857143,"High","Y"
7,9,"Tube",2,0.2,"High","N"
7,9,"Tube",3,0.314285714285714,"High","Y"
7,9,"Tube",4,0.271428571428571,"High","Y"
7,9,"Tube",5,0.0285714285714286,"High","N"
7,9,"Tube",6,0.128571428571429,"High","Y"
7,9,"Tube",7,0.0428571428571429,"High","Y"
7,9,"Tube",8,0,"High","N"
7,3,"Tube",1,0.217391304347826,"High","Y"
7,3,"Tube",2,0.347826086956522,"High","N"
7,3,"Tube",3,0.0869565217391304,"High","Y"
7,3,"Tube",4,0.130434782608696,"High","Y"
7,3,"Tube",5,0,"High","N"
7,3,"Tube",6,0.195652173913043,"High","Y"
7,3,"Tube",7,0.0217391304347826,"High","Y"
7,3,"Tube",8,0,"High","N"
7,4,"Tube",1,0.0754716981132075,"High","Y"
7,4,"Tube",2,0.377358490566038,"High","N"
7,4,"Tube",3,0.169811320754717,"High","Y"
7,4,"Tube",4,0.207547169811321,"High","Y"
7,4,"Tube",5,0,"High","N"
7,4,"Tube",6,0.169811320754717,"High","Y"
7,4,"Tube",7,0,"High","Y"
7,4,"Tube",8,0,"High","N"
7,5,"Tube",1,0,"High","Y"
7,5,"Tube",2,0.283018867924528,"High","N"
7,5,"Tube",3,0.320754716981132,"High","Y"
7,5,"Tube",4,0.188679245283019,"High","Y"
7,5,"Tube",5,0.0377358490566038,"High","N"
7,5,"Tube",6,0.169811320754717,"High","Y"
7,5,"Tube",7,0,"High","Y"
7,5,"Tube",8,0,"High","N"
7,6,"Tube",1,0,"High","Y"
7,6,"Tube",2,0.213114754098361,"High","N"
7,6,"Tube",3,0.360655737704918,"High","Y"
7,6,"Tube",4,0.19672131147541,"High","Y"
7,6,"Tube",5,0.0327868852459016,"High","N"
7,6,"Tube",6,0.180327868852459,"High","Y"
7,6,"Tube",7,0.0163934426229508,"High","Y"
7,6,"Tube",8,0,"High","N"
7,13,"Tube",1,0,"High","Y"
7,13,"Tube",2,0.134615384615385,"High","N"
7,13,"Tube",3,0.307692307692308,"High","Y"
7,13,"Tube",4,0.403846153846154,"High","Y"
7,13,"Tube",5,0.0384615384615385,"High","N"
7,13,"Tube",6,0.0192307692307692,"High","Y"
7,13,"Tube",7,0.0961538461538462,"High","Y"
7,13,"Tube",8,0,"High","N"
7,12,"Circle",1,0,"High","Y"
7,12,"Circle",2,0,"High","N"
7,12,"Circle",3,0.0161290322580645,"High","N"
7,12,"Circle",4,0.161290322580645,"High","N"
7,12,"Circle",5,0.145161290322581,"High","N"
7,12,"Circle",6,0.338709677419355,"High","N"
7,12,"Circle",7,0.258064516129032,"High","N"
7,12,"Circle",8,0.0806451612903226,"High","N"
7,11,"Circle",1,0,"High","Y"
7,11,"Circle",2,0,"High","N"
7,11,"Circle",3,0.0158730158730159,"High","N"
7,11,"Circle",4,0.158730158730159,"High","N"
7,11,"Circle",5,0.142857142857143,"High","N"
7,11,"Circle",6,0.380952380952381,"High","N"
7,11,"Circle",7,0.222222222222222,"High","N"
7,11,"Circle",8,0.0793650793650794,"High","N"
7,10,"Circle",1,0,"High","Y"
7,10,"Circle",2,0,"High","N"
7,10,"Circle",3,0.0196078431372549,"High","N"
7,10,"Circle",4,0.0784313725490196,"High","N"
7,10,"Circle",5,0.294117647058824,"High","N"
7,10,"Circle",6,0.176470588235294,"High","N"
7,10,"Circle",7,0.333333333333333,"High","N"
7,10,"Circle",8,0.0980392156862745,"High","N"
7,15,"Circle",1,0,"High","Y"
7,15,"Circle",2,0,"High","N"
7,15,"Circle",3,0.0317460317460317,"High","N"
7,15,"Circle",4,0.111111111111111,"High","N"
7,15,"Circle",5,0.206349206349206,"High","N"
7,15,"Circle",6,0.206349206349206,"High","N"
7,15,"Circle",7,0.317460317460317,"High","N"
7,15,"Circle",8,0.126984126984127,"High","N"
7,4,"Circle",1,0,"High","Y"
7,4,"Circle",2,0,"High","N"
7,4,"Circle",3,0.0222222222222222,"High","N"
7,4,"Circle",4,0.0666666666666667,"High","N"
7,4,"Circle",5,0.133333333333333,"High","N"
7,4,"Circle",6,0.288888888888889,"High","N"
7,4,"Circle",7,0.311111111111111,"High","N"
7,4,"Circle",8,0.177777777777778,"High","N"
7,13,"Circle",1,0,"High","Y"
7,13,"Circle",2,0,"High","N"
7,13,"Circle",3,0.0147058823529412,"High","N"
7,13,"Circle",4,0.117647058823529,"High","N"
7,13,"Circle",5,0.117647058823529,"High","N"
7,13,"Circle",6,0.25,"High","N"
7,13,"Circle",7,0.323529411764706,"High","N"
7,13,"Circle",8,0.176470588235294,"High","N"
7,7,"Circle",1,0,"High","Y"
7,7,"Circle",2,0,"High","N"
7,7,"Circle",3,0,"High","N"
7,7,"Circle",4,0.0666666666666667,"High","N"
7,7,"Circle",5,0.2,"High","N"
7,7,"Circle",6,0.288888888888889,"High","N"
7,7,"Circle",7,0.355555555555556,"High","N"
7,7,"Circle",8,0.0888888888888889,"High","N"
7,9,"Circle",1,0,"High","Y"
7,9,"Circle",2,0,"High","N"
7,9,"Circle",3,0,"High","N"
7,9,"Circle",4,0.0566037735849057,"High","N"
7,9,"Circle",5,0.207547169811321,"High","N"
7,9,"Circle",6,0.226415094339623,"High","N"
7,9,"Circle",7,0.377358490566038,"High","N"
7,9,"Circle",8,0.132075471698113,"High","N"
7,8,"Circle",1,0,"High","Y"
7,8,"Circle",2,0,"High","N"
7,8,"Circle",3,0,"High","N"
7,8,"Circle",4,0.0909090909090909,"High","N"
7,8,"Circle",5,0.227272727272727,"High","N"
7,8,"Circle",6,0.295454545454545,"High","N"
7,8,"Circle",7,0.295454545454545,"High","N"
7,8,"Circle",8,0.0909090909090909,"High","N"
7,5,"Circle",1,0,"High","Y"
7,5,"Circle",2,0,"High","N"
7,5,"Circle",3,0,"High","N"
7,5,"Circle",4,0.037037037037037,"High","N"
7,5,"Circle",5,0.166666666666667,"High","N"
7,5,"Circle",6,0.351851851851852,"High","N"
7,5,"Circle",7,0.240740740740741,"High","N"
7,5,"Circle",8,0.203703703703704,"High","N"
8,14,"Tube",1,0,"High","Y"
8,14,"Tube",2,0.0188679245283019,"High","N"
8,14,"Tube",3,0.132075471698113,"High","Y"
8,14,"Tube",4,0.132075471698113,"High","Y"
8,14,"Tube",5,0.150943396226415,"High","N"
8,14,"Tube",6,0.226415094339623,"High","Y"
8,14,"Tube",7,0.264150943396226,"High","Y"
8,14,"Tube",8,0.0754716981132075,"High","N"
8,2,"Tube",1,0,"High","Y"
8,2,"Tube",2,0.0483870967741935,"High","N"
8,2,"Tube",3,0.112903225806452,"High","Y"
8,2,"Tube",4,0.193548387096774,"High","Y"
8,2,"Tube",5,0.274193548387097,"High","N"
8,2,"Tube",6,0.258064516129032,"High","Y"
8,2,"Tube",7,0.112903225806452,"High","Y"
8,2,"Tube",8,0,"High","N"
8,7,"Tube",1,0,"High","Y"
8,7,"Tube",2,0,"High","N"
8,7,"Tube",3,0.12280701754386,"High","Y"
8,7,"Tube",4,0.140350877192982,"High","Y"
8,7,"Tube",5,0.157894736842105,"High","N"
8,7,"Tube",6,0.210526315789474,"High","Y"
8,7,"Tube",7,0.333333333333333,"High","Y"
8,7,"Tube",8,0.0350877192982456,"High","N"
8,3,"Tube",1,0.0181818181818182,"High","Y"
8,3,"Tube",2,0.0363636363636364,"High","N"
8,3,"Tube",3,0.0909090909090909,"High","Y"
8,3,"Tube",4,0.236363636363636,"High","Y"
8,3,"Tube",5,0.254545454545455,"High","N"
8,3,"Tube",6,0.254545454545455,"High","Y"
8,3,"Tube",7,0.109090909090909,"High","Y"
8,3,"Tube",8,0,"High","N"
8,8,"Tube",1,0,"High","Y"
8,8,"Tube",2,0,"High","N"
8,8,"Tube",3,0.166666666666667,"High","Y"
8,8,"Tube",4,0.203703703703704,"High","Y"
8,8,"Tube",5,0.222222222222222,"High","N"
8,8,"Tube",6,0.111111111111111,"High","Y"
8,8,"Tube",7,0.203703703703704,"High","Y"
8,8,"Tube",8,0.0925925925925926,"High","N"
8,6,"Tube",1,0,"High","Y"
8,6,"Tube",2,0,"High","N"
8,6,"Tube",3,0.0980392156862745,"High","Y"
8,6,"Tube",4,0.254901960784314,"High","Y"
8,6,"Tube",5,0.215686274509804,"High","N"
8,6,"Tube",6,0.235294117647059,"High","Y"
8,6,"Tube",7,0.176470588235294,"High","Y"
8,6,"Tube",8,0.0196078431372549,"High","N"
8,4,"Tube",1,0,"High","Y"
8,4,"Tube",2,0,"High","N"
8,4,"Tube",3,0.127659574468085,"High","Y"
8,4,"Tube",4,0.170212765957447,"High","Y"
8,4,"Tube",5,0.25531914893617,"High","N"
8,4,"Tube",6,0.212765957446809,"High","Y"
8,4,"Tube",7,0.191489361702128,"High","Y"
8,4,"Tube",8,0.0425531914893617,"High","N"
8,10,"Tube",1,0,"High","Y"
8,10,"Tube",2,0,"High","N"
8,10,"Tube",3,0.111111111111111,"High","Y"
8,10,"Tube",4,0.206349206349206,"High","Y"
8,10,"Tube",5,0.174603174603175,"High","N"
8,10,"Tube",6,0.222222222222222,"High","Y"
8,10,"Tube",7,0.253968253968254,"High","Y"
8,10,"Tube",8,0.0317460317460317,"High","N"
8,5,"Tube",1,0,"High","Y"
8,5,"Tube",2,0,"High","N"
8,5,"Tube",3,0.169811320754717,"High","Y"
8,5,"Tube",4,0.245283018867925,"High","Y"
8,5,"Tube",5,0.226415094339623,"High","N"
8,5,"Tube",6,0.169811320754717,"High","Y"
8,5,"Tube",7,0.169811320754717,"High","Y"
8,5,"Tube",8,0.0188679245283019,"High","N"
8,11,"Tube",1,0,"High","Y"
8,11,"Tube",2,0,"High","N"
8,11,"Tube",3,0.180327868852459,"High","Y"
8,11,"Tube",4,0.245901639344262,"High","Y"
8,11,"Tube",5,0.163934426229508,"High","N"
8,11,"Tube",6,0.262295081967213,"High","Y"
8,11,"Tube",7,0.131147540983607,"High","Y"
8,11,"Tube",8,0.0163934426229508,"High","N"
8,5,"Circle",1,0,"High","Y"
8,5,"Circle",2,0.025,"High","N"
8,5,"Circle",3,0,"High","N"
8,5,"Circle",4,0.05,"High","N"
8,5,"Circle",5,0.225,"High","N"
8,5,"Circle",6,0.275,"High","N"
8,5,"Circle",7,0.3,"High","N"
