"","Colony","Nest","Day","ScaledX","ScaledY","Density","Corner","Bin","ToBrood","Sex","Ratio"
"271",15,"Tube",9,0.82078645,3.342577258,"Low","Y",3,0.368375505535251,"M",0.59016393442623
"272",15,"Tube",9,0.876253962,3.489169968,"Low","Y",3,0.358201615426386,"M",0.59016393442623
"273",15,"Tube",9,0.902668384,3.623876783,"Low","Y",3,0.350673173166103,"M",0.59016393442623
"274",15,"Tube",9,1.078314184,3.844427496,"Low","Y",4,0.334608913039128,"F",0.59016393442623
"275",15,"Tube",9,1.053223059,4.202323693,"Low","Y",4,0.336096773617034,"M",0.59016393442623
"276",15,"Tube",9,1.135103011,4.384574089,"Low","Y",4,0.331092831379767,"M",0.59016393442623
"277",15,"Tube",9,1.449419572,4.447965531,"Low","Y",4,0.310039646895106,"M",0.59016393442623
"278",15,"Tube",9,1.663365689,4.214209588,"Low","Y",4,0.294535328379598,"M",0.59016393442623
"279",15,"Tube",9,2.206154913,4.290808241,"Low","Y",4,0.25780190807365,"F",0.59016393442623
"280",15,"Tube",9,3.204570127,4.308637084,"Low","N",5,0.189982108499105,"F",0.59016393442623
"281",15,"Tube",9,3.398706418,4.196380745,"Low","N",5,0.176251850139489,"F",0.59016393442623
"282",15,"Tube",9,3.705427892,4.372028526,"Low","N",5,0.156497847503723,"F",0.59016393442623
"283",15,"Tube",9,3.847068146,4.129358162,"Low","N",5,0.14552100631681,"F",0.59016393442623
"284",15,"Tube",9,4.047147385,4.238312203,"Low","N",5,0.132327772139064,"F",0.59016393442623
"285",15,"Tube",9,4.176901743,4.140253566,"Low","N",5,0.123068228968037,"M",0.59016393442623
"286",15,"Tube",9,4.226426307,4.345285261,"Low","N",5,0.121077276510476,"M",0.59016393442623
"287",15,"Tube",9,4.354199683,4.124405705,"Low","N",5,0.11094642068631,"F",0.59016393442623
"288",15,"Tube",9,4.595879556,4.094690967,"Low","N",5,0.0944173212047597,"M",0.59016393442623
"289",15,"Tube",9,5.104992076,4.300713154,"Low","Y",6,0.0617557066311655,"F",0.59016393442623
"290",15,"Tube",9,5.934364105,4.239302694,"Low","Y",6,0.0120870476231112,"M",0.59016393442623
"291",15,"Tube",9,6.299524564,4.220814184,"Low","Y",6,0.0241335732837584,"M",0.59016393442623
"292",15,"Tube",9,6.994849445,4.358161648,"Low","Y",6,0.0719568226781319,"F",0.59016393442623
"293",15,"Tube",9,6.857501981,3.980453645,"Low","Y",6,0.0601169068611369,"M",0.59016393442623
"294",15,"Tube",9,6.909007528,3.697834786,"Low","Y",7,0.0683790955083568,"M",0.59016393442623
"295",15,"Tube",9,6.766376783,3.627838748,"Low","Y",7,0.0614713174097334,"M",0.59016393442623
"296",15,"Tube",9,6.9856042,3.577654517,"Low","Y",7,0.0762850689495238,"M",0.59016393442623
"297",15,"Tube",9,6.819201664,3.061277734,"Low","Y",7,0.0923895850111806,"M",0.59016393442623
"298",15,"Tube",9,6.757131537,2.768092314,"Low","Y",7,0.108648637536447,"M",0.59016393442623
"299",15,"Tube",9,6.840332805,2.717908082,"Low","Y",7,0.113954346489992,"M",0.59016393442623
"300",15,"Tube",9,7.029185816,2.609613708,"Low","Y",7,0.126250018086391,"M",0.59016393442623
"301",15,"Tube",9,6.861463946,2.256998811,"Low","Y",7,0.143899624616106,"F",0.59016393442623
"302",15,"Tube",9,6.437533677,2.171156894,"Low","Y",7,0.144283662733196,"M",0.59016393442623
"303",15,"Tube",9,6.333201268,1.967775357,"Low","Y",7,0.157937618746168,"M",0.59016393442623
"304",15,"Tube",9,6.182646593,1.961172742,"Low","N",8,0.162774908235262,"M",0.59016393442623
"305",15,"Tube",9,5.677496038,1.95225832,"Low","N",8,0.186295331973712,"F",0.59016393442623
"306",15,"Tube",9,5.708201268,2.039421553,"Low","N",8,0.18152894060555,"M",0.59016393442623
"307",15,"Tube",9,5.805269414,2.159270998,"Low","N",8,0.172127464454108,"F",0.59016393442623
"308",15,"Tube",9,6.010301109,2.308835182,"Low","N",8,0.155871673489675,"F",0.59016393442623
"309",15,"Tube",9,5.830031696,2.277139461,"Low","N",8,0.16835241038023,"F",0.59016393442623
"310",15,"Tube",9,5.344690967,2.128565769,"Low","N",8,0.202819787677261,"M",0.59016393442623
"311",15,"Tube",10,3.593666534,1.043322734,"Low","Y",1,0.0087449746394434,"M",0.690909090909091
"312",15,"Tube",10,3.781796502,1.17845787,"Low","Y",1,0.00723091931864091,"M",0.690909090909091
"313",15,"Tube",10,3.858638712,1.17845787,"Low","Y",1,0.0121547585570537,"M",0.690909090909091
"314",15,"Tube",10,3.698330684,1.273847377,"Low","Y",1,0.00972899337942786,"M",0.690909090909091
"315",15,"Tube",10,3.640037758,1.534843005,"Low","Y",1,0.0276765572654031,"M",0.690909090909091
"316",15,"Tube",10,3.056438792,2.013116057,"Low","N",2,0.0739474004102258,"M",0.690909090909091
"317",15,"Tube",10,2.700715421,2.2436407,"Low","N",2,0.101672642350555,"F",0.690909090909091
"318",15,"Tube",10,2.567567568,1.848171701,"Low","N",2,0.0976379608265738,"F",0.690909090909091
"319",15,"Tube",10,2.26483903,1.824986089,"Low","N",2,0.117947633760283,"M",0.690909090909091
"320",15,"Tube",10,2.124403816,2.267488076,"Low","N",2,0.135376662411898,"M",0.690909090909091
"321",15,"Tube",10,2.095256359,2.161500397,"Low","N",2,0.134393204337349,"F",0.690909090909091
"322",15,"Tube",10,1.993243243,1.998543323,"Low","N",2,0.138020200449285,"F",0.690909090909091
"323",15,"Tube",10,1.942899444,1.86738275,"Low","N",2,0.140073010880863,"M",0.690909090909091
"324",15,"Tube",10,1.802464229,1.862082671,"Low","N",2,0.149577766025811,"M",0.690909090909091
"325",15,"Tube",10,1.689189189,2.217806041,"Low","N",2,0.161856922078721,"F",0.690909090909091
"326",15,"Tube",10,1.63354531,2.112480127,"Low","N",2,0.163645988161721,"F",0.690909090909091
"327",15,"Tube",10,0.995627981,2.395999603,"Low","Y",3,0.211668603503793,"M",0.690909090909091
"328",15,"Tube",10,1.189056041,2.308559221,"Low","Y",3,0.198579113347243,"M",0.690909090909091
"329",15,"Tube",10,0.751854134,2.849099762,"Low","Y",3,0.245098541754364,"F",0.690909090909091
"330",15,"Tube",10,0.921436804,2.801405008,"Low","Y",3,0.236133986082539,"M",0.690909090909091
"331",15,"Tube",10,1.011526232,2.896794515,"Low","Y",3,0.239991398071251,"F",0.690909090909091
"332",15,"Tube",10,0.746556041,3.07697337,"Low","Y",3,0.258325288240377,"M",0.690909090909091
"333",15,"Tube",10,0.998277027,3.439984102,"Low","Y",3,0.276441011821518,"F",0.690909090909091
"334",15,"Tube",10,0.839294515,3.559220986,"Low","Y",3,0.28666072794975,"M",0.690909090909091
"335",15,"Tube",10,1.045971781,3.606915739,"Low","Y",3,0.287317588941808,"M",0.690909090909091
"336",15,"Tube",10,1.157259539,3.783122019,"Low","Y",4,0.200432564015292,"F",0.690909090909091
"337",15,"Tube",10,0.815447138,4.013646661,"Low","Y",4,0.316877683142095,"M",0.690909090909091
"338",15,"Tube",10,0.921436804,4.14745628,"Low","Y",4,0.3247310786167,"M",0.690909090909091
"339",15,"Tube",10,1.084393879,4.309087838,"Low","Y",4,0.334829681886419,"M",0.690909090909091
"340",15,"Tube",10,1.328165739,4.311738871,"Low","Y",4,0.23547860030224,"M",0.690909090909091
"341",15,"Tube",10,1.897853736,4.240858506,"Low","Y",4,0.257639580360833,"F",0.690909090909091
"342",15,"Tube",10,2.551669316,4.313726153,"Low","Y",4,0.30025840175192,"F",0.690909090909091
"343",15,"Tube",10,3.312136328,4.207736486,"Low","N",5,0.348527544976527,"F",0.690909090909091
"344",15,"Tube",10,3.630763116,4.217011129,"Low","N",5,0.370033937853829,"M",0.690909090909091
"345",15,"Tube",10,3.662559618,4.372019078,"Low","N",5,0.374199648361644,"F",0.690909090909091
"346",15,"Tube",10,3.932168124,4.181240064,"Low","N",5,0.389993696277638,"M",0.690909090909091
"347",15,"Tube",10,5.526629571,4.153418124,"Low","Y",6,0.497932807547956,"M",0.690909090909091
"348",15,"Tube",10,6.61963434,4.02027027,"Low","Y",6,0.571806881295231,"M",0.690909090909091
"349",15,"Tube",10,6.778616852,4.113672496,"Low","Y",6,0.582936475177673,"F",0.690909090909091
"350",15,"Tube",10,6.963434022,3.824191176,"Low","Y",6,0.594962610457932,"M",0.690909090909091
"351",15,"Tube",10,6.748807631,3.842740461,"Low","Y",6,0.580333937092726,"M",0.690909090909091
"352",15,"Tube",10,6.934286566,3.530073529,"Low","Y",7,0.718038833856515,"M",0.690909090909091
"353",15,"Tube",10,6.98198132,2.276762719,"Low","Y",7,0.788755561498857,"M",0.690909090909091
"354",15,"Tube",10,6.176470588,2.109831081,"Low","N",8,0.651899800997425,"M",0.690909090909091
"355",15,"Tube",10,6.240063593,2.128378378,"Low","N",8,0.648803534117964,"M",0.690909090909091
"356",15,"Tube",10,6.212241653,1.934950318,"Low","N",8,0.66191868046571,"F",0.690909090909091
"357",15,"Tube",10,6.040009936,2.027688792,"Low","N",8,0.661973862770281,"F",0.690909090909091
"358",15,"Tube",10,5.76709062,2.063459857,"Low","N",8,0.675286070466009,"M",0.690909090909091
"359",15,"Tube",10,5.329888712,2.129040143,"Low","N",8,0.70187035390712,"M",0.690909090909091
"360",15,"Tube",10,5.136460652,2.266826312,"Low","N",8,0.71349115276074,"M",0.690909090909091
"361",15,"Tube",10,4.956279809,1.956810413,"Low","N",8,0.729509863736283,"M",0.690909090909091
"362",15,"Tube",10,5.229199126,1.919713831,"Low","N",8,0.712738788860281,"M",0.690909090909091
"363",15,"Tube",10,4.765500795,2.225755167,"Low","N",8,0.738932376517157,"M",0.690909090909091
"364",15,"Tube",10,4.705882353,2.027027027,"Low","N",8,0.744926506095699,"M",0.690909090909091
"365",15,"Tube",10,4.878775835,1.969395866,"Low","N",8,0.734362779674842,"M",0.690909090909091
"366",15,"Tube",12,3.500778816,0.652906931,"Low","Y",1,0.559275067241953,"M",0.818181818181818
"367",15,"Tube",12,3.522844626,1.165628894,"Low","Y",1,0.526893825312076,"M",0.818181818181818
"368",15,"Tube",12,3.431984034,1.686137072,"Low","Y",1,0.497224786555934,"M",0.818181818181818
"369",15,"Tube",12,3.541018302,2.240395249,"Low","Y",1,0.500059158907513,"M",0.818181818181818
"370",15,"Tube",12,3.117860202,1.919781931,"Low","N",2,0.473619084689488,"M",0.818181818181818
"371",15,"Tube",12,2.511033879,2.105399143,"Low","N",2,0.430701022686043,"M",0.818181818181818
"372",15,"Tube",12,2.157320872,2.158619548,"Low","N",2,0.40631096548458,"M",0.818181818181818
"373",15,"Tube",12,2.280632788,2.115784657,"Low","N",2,0.415062644265357,"M",0.818181818181818
"374",15,"Tube",12,2.008047118,1.914589174,"Low","N",2,0.401160908938045,"M",0.818181818181818
"375",15,"Tube",12,1.774402259,1.792575935,"Low","N",2,0.392088107909494,"M",0.818181818181818
"376",15,"Tube",12,1.116952882,1.929517134,"Low","Y",3,0.465283091923115,"M",0.818181818181818
"377",15,"Tube",12,1.175364097,2.809579439,"Low","Y",3,0.405256753649642,"F",0.818181818181818
"378",15,"Tube",12,0.967679128,2.840732087,"Low","Y",3,0.404364409570317,"M",0.818181818181818
"379",15,"Tube",12,1.05334891,3.611760125,"Low","Y",3,0.352295111649811,"M",0.818181818181818
"380",15,"Tube",12,0.800233645,3.70911215,"Low","Y",4,0.362018215663998,"M",0.818181818181818
"381",15,"Tube",12,3.647780374,4.221183801,"Low","N",5,0.167279911427045,"F",0.818181818181818
"382",15,"Tube",12,3.771417445,4.248442368,"Low","N",5,0.158992172070344,"M",0.818181818181818
"383",15,"Tube",12,5.011682243,4.094626168,"Low","Y",6,0.0739914598106751,"F",0.818181818181818
"384",15,"Tube",12,5.582165109,4.221832165,"Low","Y",6,0.0364756893965079,"F",0.818181818181818
"385",15,"Tube",12,6.606308411,2.498701324,"Low","Y",7,0.117108608457454,"M",0.818181818181818
"386",15,"Tube",12,6.615395249,2.185878115,"Low","Y",7,0.138211422878335,"M",0.818181818181818
"387",15,"Tube",12,6.211707555,2.050882009,"Low","N",8,0.149918517193147,"M",0.818181818181818
"388",15,"Tube",13,3.753900156,1.304602184,"Low","Y",1,0.531427506222132,"M",0.8
"389",15,"Tube",13,3.445787832,2.039781591,"Low","Y",1,0.49649867818297,"M",0.8
"390",15,"Tube",13,3.098673947,2.211388456,"Low","N",2,0.47197452827273,"M",0.8
"391",15,"Tube",13,2.810062402,1.971528861,"Low","N",2,0.454340629399992,"M",0.8
"392",15,"Tube",13,2.236090094,2.124284321,"Low","N",2,0.413968581818945,"M",0.8
"393",15,"Tube",13,2.068383385,2.099584633,"Low","N",2,0.403046946910811,"M",0.8
"394",15,"Tube",13,1.008190328,1.981279251,"Low","Y",3,0.464131109316281,"F",0.8
"395",15,"Tube",13,1.192798362,2.290692278,"Low","Y",3,0.442653961306196,"M",0.8
"396",15,"Tube",13,0.875585023,2.498699298,"Low","Y",3,0.430471652190033,"M",0.8
"397",15,"Tube",13,1.091394306,2.912115835,"Low","Y",3,0.400409058621355,"F",0.8
"398",15,"Tube",13,0.880785881,3.182527301,"Low","Y",3,0.385779620172805,"M",0.8
"399",15,"Tube",13,0.729978549,3.283931357,"Low","Y",3,0.385271169946944,"M",0.8
"400",15,"Tube",13,0.956187598,3.887154836,"Low","Y",4,0.35272970059851,"M",0.8
"401",15,"Tube",13,0.755980889,3.725949688,"Low","Y",4,0.366962180027745,"M",0.8
"402",15,"Tube",13,0.722178237,3.892355694,"Low","Y",4,0.368660771411641,"F",0.8
"403",15,"Tube",13,3.602443448,4.164717239,"Low","N",5,0.172060134117039,"M",0.8
"404",15,"Tube",13,3.786402106,4.205017551,"Low","N",5,0.159625809211636,"M",0.8
"405",15,"Tube",13,5.14950663,4.177716459,"Low","Y",6,0.0667368341341462,"M",0.8
"406",15,"Tube",13,5.323712949,4.094514431,"Low","Y",6,0.0546232504095063,"F",0.8
"407",15,"Tube",13,6.760920437,2.414196568,"Low","Y",7,0.124701751325093,"M",0.8
"408",15,"Tube",13,5.037051482,1.989079563,"Low","N",8,0.218593831435823,"F",0.8
"409",11,"Circle",4,3.473164902,1.170882644,"Low","N",3,0.10963351179823,"M",0.846153846153846
"410",11,"Circle",4,2.812461713,0.837754986,"Low","N",2,0.148068869037099,"M",0.846153846153846
"411",11,"Circle",4,4.124614544,1.426280515,"Low","N",3,0.0942248383428732,"M",0.846153846153846
"412",11,"Circle",4,3.745219155,1.846391506,"Low","N",5,0.0589068414070567,"M",0.846153846153846
"413",11,"Circle",4,3.49907483,1.809377321,"Low","N",5,0.0636702046309861,"M",0.846153846153846
"414",11,"Circle",4,3.608266674,1.779765974,"Low","N",4,0.0642663488723795,"M",0.846153846153846
"415",11,"Circle",4,3.682295042,1.950031221,"Low","N",5,0.0514013886635355,"M",0.846153846153846
"416",11,"Circle",4,3.971005679,1.924121293,"Low","N",5,0.0562479217847431,"M",0.846153846153846
"417",11,"Circle",4,4.054287594,1.753856045,"Low","N",4,0.0699814696001981,"M",0.846153846153846
"418",11,"Circle",4,4.227019836,1.84392451,"Low","N",5,0.069636527900452,"F",0.846153846153846
"419",11,"Circle",4,4.380012415,2.379395758,"Low","N",6,0.0520515975661871,"F",0.846153846153846
"420",11,"Circle",4,3.474399325,2.495374152,"Low","N",7,0.0213781217715168,"M",0.846153846153846
"421",11,"Circle",4,3.245527669,1.7649603,"Low","N",4,0.0735075088213153,"M",0.846153846153846
"422",11,"Circle",5,3.722419929,0.754448399,"Low","Y",1,0.0915428241391201,"M",0.8
"423",11,"Circle",5,3.444839858,0.943060498,"Low","N",2,0.0867524757743167,"M",0.8
"424",11,"Circle",5,3.81316726,1.233096085,"Low","N",3,0.056203167118455,"M",0.8
"425",11,"Circle",5,4.327402135,0.975088968,"Low","N",2,0.0749397195132615,"M",0.8
"426",11,"Circle",5,3.951957295,1.28113879,"Low","N",3,0.0504496391984927,"M",0.8
"427",11,"Circle",5,3.731316726,1.355871886,"Low","N",3,0.0502706660476035,"M",0.8
"428",11,"Circle",5,4.197508897,1.473309609,"Low","N",3,0.0374072769916824,"M",0.8
"429",11,"Circle",5,3.247330961,1.912811388,"Low","N",5,0.0588796109899959,"M",0.8
"430",11,"Circle",5,3.596085409,2.008896797,"Low","N",5,0.0334739700254117,"M",0.8
"431",11,"Circle",5,3.364768683,2.080071174,"Low","N",5,0.0508798975453947,"?",0.8
"432",11,"Circle",5,3.939501779,2.295373665,"Low","N",6,0.0254309901899094,"M",0.8
"433",11,"Circle",5,3.754448399,2.53202847,"Low","N",7,0.0466890349962391,"F",0.8
"434",11,"Circle",5,2.212930605,2.669631673,"Low","N",7,0.143658573651178,"F",0.8
"435",11,"Circle",5,3.225978648,1.654211744,"Low","N",4,0.0644429226465177,"M",0.8
"436",11,"Circle",5,2.632859431,1.599644128,"Low","N",4,0.106939182295632,"M",0.8
"437",11,"Circle",6,4.208332721,0.702818015,"Low","Y",1,0.114206036783495,"M",0.785714285714286
"438",11,"Circle",6,4.117647059,0.690564338,"Low","Y",1,0.115138189789995,"M",0.785714285714286
"439",11,"Circle",6,3.453431985,0.945465074,"Low","N",2,0.1098012337461,"M",0.785714285714286
"440",11,"Circle",6,3.198529412,0.962623162,"Low","N",2,0.118786298126434,"M",0.785714285714286
"441",11,"Circle",6,3.063726103,1.045955882,"Low","N",2,0.120341723790979,"M",0.785714285714286
"442",11,"Circle",6,3.512255515,1.288602941,"Low","N",3,0.0861578599800939,"M",0.785714285714286
"443",11,"Circle",6,4.159314338,0.962623162,"Low","N",2,0.0952373509765803,"M",0.785714285714286
"444",11,"Circle",6,4.272058824,1.126838235,"Low","N",2,0.0835764609898116,"M",0.785714285714286
"445",11,"Circle",6,3.816176471,1.653799632,"Low","N",4,0.051812551355033,"M",0.785714285714286
"446",11,"Circle",6,3.725490809,2.161152574,"Low","N",6,0.0335083575039509,"F",0.785714285714286
"447",11,"Circle",6,2.850490809,1.624387868,"Low","N",4,0.107217483773685,"M",0.785714285714286
"448",11,"Circle",6,2.924020221,1.751838235,"Low","N",4,0.0985094983115617,"F",0.785714285714286
"449",11,"Circle",6,3.781862132,2.271446691,"Low","N",6,0.0284677034423592,"F",0.785714285714286
"450",11,"Circle",6,2.150735294,1.930147059,"Low","N",5,0.149450342214203,"M",0.785714285714286
"451",11,"Circle",6,2.643382353,1.917279412,"Low","N",5,0.114384331714707,"F",0.785714285714286
"452",11,"Circle",8,4.11258473,0.5598211,"Low","Y",1,0.126307895362699,"M",0.533333333333333
"453",11,"Circle",8,3.90079377,0.884938802,"Low","N",2,0.104235577339273,"M",0.533333333333333
"454",11,"Circle",8,4.105153469,0.92209511,"Low","N",2,0.099922450634008,"M",0.533333333333333
"455",11,"Circle",8,4.058708083,1.288084752,"Low","N",3,0.0735107133036545,"M",0.533333333333333
"456",11,"Circle",8,3.553382283,1.589050853,"Low","N",4,0.0674801079620979,"M",0.533333333333333
"457",11,"Circle",8,3.670424656,1.57418833,"Low","N",4,0.0631572792481415,"M",0.533333333333333
"458",11,"Circle",8,3.363885108,1.934604525,"Low","N",5,0.063339687830715,"F",0.533333333333333
"459",11,"Circle",8,3.698291887,2.020064035,"Low","N",5,0.0387938838992752,"F",0.533333333333333
"460",11,"Circle",8,3.278425598,2.328461398,"Low","N",6,0.0640318320192325,"F",0.533333333333333
"461",11,"Circle",8,3.075923715,2.179836163,"Low","N",6,0.0791608837392795,"F",0.533333333333333
"462",11,"Circle",8,3.393610155,2.768763657,"Low","N",7,0.0655688107809915,"F",0.533333333333333
"463",11,"Circle",8,3.928661002,2.581124298,"Low","N",7,0.026833714500805,"F",0.533333333333333
"464",11,"Circle",8,2.743993404,2.230615832,"Low","N",6,0.103038333518751,"M",0.533333333333333
"465",11,"Circle",8,4.199902056,1.596482115,"Low","N",4,0.0507842553716149,"F",0.533333333333333
"466",11,"Circle",8,3.976964203,1.57418833,"Low","N",4,0.0539096705624443,"M",0.533333333333333
"467",11,"Circle",8,4.888532931,1.056476475,"Low","N",2,0.10470911270972,"F",0.533333333333333
"468",11,"Circle",9,3.227941176,0.558823529,"Low","Y",1,0.142326248160265,"M",0.785714285714286
"469",11,"Circle",9,3.202205882,0.863970588,"Low","N",2,0.124097804968598,"M",0.785714285714286
"470",11,"Circle",9,2.860294118,0.886029412,"Low","N",2,0.138168719499556,"M",0.785714285714286
"471",11,"Circle",9,3.742647059,0.78125,"Low","N",2,0.113429717635543,"M",0.785714285714286
"472",11,"Circle",9,4.180147059,1.102941176,"Low","N",2,0.086318218589012,"M",0.785714285714286
"473",11,"Circle",9,4.340073529,1.152573529,"Low","N",3,0.0839539600180788,"M",0.785714285714286
"474",11,"Circle",9,3.555147059,3.215685662,"Low","N",8,0.0799812121581985,"F",0.785714285714286
"475",11,"Circle",9,3.472426471,1.259191176,"Low","N",3,0.0891973443217844,"M",0.785714285714286
"476",11,"Circle",9,3.163602941,1.555147059,"Low","N",4,0.0887756349989973,"F",0.785714285714286
"477",11,"Circle",9,3.435661765,1.628676471,"Low","N",4,0.0701075916135953,"M",0.785714285714286
"478",11,"Circle",9,3.455882353,1.805147059,"Low","N",5,0.0608155688955039,"M",0.785714285714286
"479",11,"Circle",9,3.909926471,1.586397059,"Low","N",4,0.0536401823403309,"M",0.785714285714286
"480",11,"Circle",9,3.220588235,2.108455882,"Low","N",5,0.0680891086899914,"F",0.785714285714286
"481",11,"Circle",9,3.473038603,2.719976103,"Low","N",7,0.057858178347306,"M",0.785714285714286
"482",11,"Circle",9,3.900123162,2.398897059,"Low","N",6,0.0191578416750595,"F",0.785714285714286
"483",11,"Circle",9,3.972426471,2.085170956,"Low","N",5,0.0189511196575721,"F",0.785714285714286
"484",11,"Circle",10,3.475972687,0.854595102,"Low","N",2,0.132271807888523,"M",0.461538461538462
"485",11,"Circle",10,3.31991619,1.025514123,"Low","N",2,0.122772520456671,"M",0.461538461538462
"486",11,"Circle",10,5.014243871,1.05523917,"Low","N",2,0.145578842873477,"F",0.461538461538462
"487",11,"Circle",10,3.710676085,2.597844637,"Low","N",7,0.00714494624517052,"F",0.461538461538462
"488",11,"Circle",10,3.675998102,2.112336155,"Low","N",5,0.0394855934761259,"F",0.461538461538462
"489",11,"Circle",10,3.81471375,1.768021646,"Low","N",4,0.063563374593,"F",0.461538461538462
"490",11,"Circle",10,4.062423713,1.82747174,"Low","N",5,0.0622489187898158,"F",0.461538461538462
"491",11,"Circle",10,3.519941605,1.356823923,"Low","N",3,0.0957271951741586,"F",0.461538461538462
"492",11,"Circle",10,3.111840861,1.300470808,"Low","N",3,0.109757991446141,"M",0.461538461538462
"493",11,"Circle",10,3.004087566,1.421228811,"Low","N",3,0.106085881068367,"M",0.461538461538462
"494",11,"Circle",10,2.465321088,0.871315441,"Low","N",2,0.16150708957336,"M",0.461538461538462
"495",11,"Circle",10,2.463463273,1.737057436,"Low","N",4,0.117549202697593,"F",0.461538461538462
"496",11,"Circle",10,2.587936907,2.145776833,"Low","N",6,0.0953827448390727,"M",0.461538461538462
"497",11,"Circle",10,3.04310169,1.900545195,"Low","N",5,0.0770990560213018,"F",0.461538461538462
"498",11,"Circle",10,2.641813555,2.591652538,"Low","N",7,0.0844682642718172,"F",0.461538461538462
"499",11,"Circle",11,3.049213918,0.838856775,"Low","N",2,0.141581188359209,"M",0.625
"500",11,"Circle",11,2.823392857,0.973858616,"Low","N",2,0.146286793070781,"M",0.625
"501",11,"Circle",11,4.058050442,3.18728461,"Low","N",8,0.0679229250254836,"F",0.625
"502",11,"Circle",11,2.372361929,1.931148748,"Low","N",5,0.145329901709964,"F",0.625
"503",11,"Circle",11,2.887210972,2.391997423,"Low","N",6,0.105552325937134,"F",0.625
"504",11,"Circle",11,3.636474595,1.456798601,"Low","N",3,0.0795062111507783,"M",0.625
"505",11,"Circle",11,4.181393594,1.062836892,"Low","N",2,0.0906392380242749,"M",0.625
"506",11,"Circle",11,4.053755523,1.319342784,"Low","N",3,0.0740972391123816,"M",0.625
"507",11,"Circle",11,3.588610088,2.052037923,"Low","N",5,0.057047034230864,"F",0.625
"508",11,"Circle",11,3.64015648,2.700049705,"Low","N",7,0.0583694472644195,"F",0.625
"509",11,"Circle",11,4.328668999,2.90746134,"Low","N",8,0.0445234323682439,"F",0.625
"510",11,"Circle",11,3.674521355,2.932008468,"Low","N",8,0.0666414939252075,"F",0.625
"511",11,"Circle",11,4.420103093,1.444526878,"Low","N",3,0.0624770422598736,"F",0.625
"512",11,"Circle",11,4.876656848,1.119293078,"Low","N",2,0.0946053734204694,"?",0.625
"513",11,"Circle",12,3.020597212,0.676337604,"Low","Y",1,0.148315168416639,"M",1
"514",11,"Circle",12,3.291885833,0.706480784,"Low","Y",1,0.135312872124964,"M",1
"515",11,"Circle",12,3.334589299,1.331951771,"Low","N",3,0.0970515009172102,"M",1
"516",11,"Circle",12,3.882191032,1.068198945,"Low","N",2,0.0932955658622091,"M",1
"517",11,"Circle",12,2.621200075,2.630619819,"Low","N",7,0.121800071447802,"F",1
"518",11,"Circle",12,2.485555765,2.731098342,"Low","N",7,0.133071504943319,"F",1
"519",11,"Circle",12,3.482793896,2.640668802,"Low","N",7,0.0619163780951439,"F",1
"520",11,"Circle",12,3.397386963,3.180732856,"Low","N",8,0.0901676925092526,"F",1
"521",11,"Circle",12,3.824415976,1.645943858,"Low","N",4,0.0566658979421039,"F",1
"522",11,"Circle",12,4.610022607,0.827053504,"Low","N",2,0.109846843224231,"F",1
"523",11,"Circle",12,4.446119066,1.094574228,"Low","N",2,0.0883649331839694,"F",1
"524",11,"Circle",13,4.392254601,1.848159509,"Low","N",5,0.0331200609826397,"F",0.333333333333333
"525",11,"Circle",13,4.844708589,2.45398773,"Low","N",6,0.0400009065701325,"F",0.333333333333333
"526",11,"Circle",13,3.114135353,1.119631902,"Low","N",2,0.122813182779263,"F",0.333333333333333
"527",11,"Circle",13,3.05278566,1.602760736,"Low","N",4,0.105283693763664,"F",0.333333333333333
"528",11,"Circle",13,2.181110046,1.789365414,"Low","N",4,0.160218643331783,"F",0.333333333333333
"529",11,"Circle",13,2.843174847,0.991819402,"Low","N",2,0.14363611986494,"M",0.333333333333333
"530",11,"Circle",13,3.666282592,0.743865031,"Low","Y",1,0.122808361697201,"M",0.333333333333333
"531",11,"Circle",13,4.502172163,1.411042945,"Low","N",3,0.0659243865660409,"F",0.333333333333333
"532",11,"Circle",13,4.351355445,0.92791411,"Low","N",2,0.0998140988545325,"M",0.333333333333333
"533",11,"Circle",13,2.554319402,2.45398773,"Low","N",6,0.129193241707187,"F",0.333333333333333
"534",11,"Circle",13,2.358128834,0.814162193,"Low","N",2,0.17923889624943,"?",0.333333333333333
"535",11,"Circle",13,4.047800997,1.70117523,"Low","N",4,0.0477035186665065,"F",0.333333333333333
"536",11,"Circle",3,3.552695794,0.545685279,"Low","Y",1,0.117865615685203,"M",1
"537",11,"Circle",3,2.828136331,0.736040609,"Low","Y",1,0.126916126792479,"M",1
"538",11,"Circle",3,3.088591371,0.608533358,"Low","Y",1,0.124748199982259,"M",1
"539",11,"Circle",3,3.939448876,1.411046048,"Low","N",3,0.0527326138878981,"M",1
"540",11,"Circle",3,3.915277375,1.604423495,"Low","N",4,0.0385304869645056,"M",1
"541",11,"Circle",3,3.799251269,1.725284627,"Low","N",4,0.030012443312455,"M",1
"542",11,"Circle",3,3.736403191,1.879985497,"Low","N",5,0.0207058386425405,"M",1
"543",11,"Circle",3,3.173192531,1.631013416,"Low","N",4,0.0624936795271231,"M",1
"544",11,"Circle",3,3.388324873,2.058859681,"Low","N",5,0.0354701822429911,"M",1
"545",11,"Circle",3,2.64684554,0.989847716,"Low","N",2,0.121934235423205,"M",1
"546",14,"Circle",3,3.110658771,0.605107328,"Low","Y",1,0.189610430953177,"M",1
